,province,city,district,county,street,community,show_address,cnt_inc_uncertain,cnt_inc_certain,cnt_inc_die,cnt_inc_recure,cnt_sum_uncertain,cnt_sum_certain,cnt_sum_die,cnt_sum_recure,full_address,lng,lat,source,distance
619,广东省,广州市,白云区,,,保利西海岸江海花园,保利西海岸江海花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区保利西海岸江海花园,113.210342,23.171091,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
620,广东省,广州市,白云区,,,元邦航空家园,元邦航空家园,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区元邦航空家园,113.25914,23.204926,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
621,广东省,广州市,白云区,,,南湖高尔夫公寓,南湖高尔夫公寓,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区南湖高尔夫公寓,113.27324,23.15792,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
622,广东省,广州市,白云区,,,南航明珠酒店,南航明珠酒店,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区南航明珠酒店,113.297417,23.37195,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
623,广东省,广州市,白云区,,,同景东街,同景东街,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区同景东街,113.2341,23.15594,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
624,广东省,广州市,白云区,,,心谊路,心谊路,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区心谊路,113.256,23.17091,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
625,广东省,广州市,白云区,,,时代玫瑰园,时代玫瑰园,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区时代玫瑰园,113.2868,23.22481,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
626,广东省,广州市,白云区,,景云路,景云居,景云居,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区景云路景云居,113.277382,23.16374,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
627,广东省,广州市,白云区,,,梅滨大厦,梅滨大厦,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区梅滨大厦,113.325623,23.179939,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
628,广东省,广州市,白云区,,,棠景街国强北街,棠景街国强北街,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区棠景街国强北街,113.27324,23.15792,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
629,广东省,广州市,白云区,,棠景街道岗贝路,贝丽花园,贝丽花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区棠景街道岗贝路贝丽花园,113.2547,23.17975,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
630,广东省,广州市,白云区,,海口直街,,海口直街,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区江高镇大田村海口直街,113.206512,23.27076,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
631,广东省,广州市,白云区,,,石井街道石潭路,石井街道石潭路,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区石井街道石潭路,113.23481,23.195539,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
632,广东省,广州市,白云区,,,金沙洲保利西子湾,金沙洲保利西子湾,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区金沙洲保利西子湾,113.210663,23.148121,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
633,广东省,广州市,白云区,,,鹤龙街联边彭西一街,鹤龙街联边彭西一街,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区鹤龙街联边彭西一街,113.2763,23.23057,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
634,广东省,广州市,白云区,,,鹤龙街道乐得花园,鹤龙街道乐得花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区鹤龙街道乐得花园,113.2753,23.22261,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
635,广东省,广州市,白云区,,鹤龙街道,黄边安怀里,黄边安怀里,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区鹤龙街道黄边安怀里,113.270767,23.21464,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
636,广东省,广州市,白云区,,,麒麟新村三街二巷,麒麟新村三街二巷,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区麒麟新村三街二巷,113.337,23.18636,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
637,广东省,广州市,白云区,,,黄石花园,黄石花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区黄石花园,113.2672,23.20441,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
638,广东省,广州市,白云区,,黄石街二街,,黄石街二街,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区黄石街二街,113.27324,23.15792,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
639,广东省,广州市,白云区,,黄石街,白云尚城,白云尚城,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区黄石街白云尚城,113.2852,23.21342,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
640,广东省,广州市,白云区,,三元里街道棠下三官后街,,三元里街道棠下三官后街,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区三元里街道棠下三官后街,113.253189,23.1733,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
641,广东省,广州市,白云区,,京溪街道广州大道北,,京溪街道广州大道北,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区京溪街道广州大道北,113.321602,23.18165,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
642,广东省,广州市,白云区,,永平街道永泰中街,,永平街道永泰中街,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区永平街道永泰中街,113.266,23.18625,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
643,广东省,广州市,白云区,,棠景街道,乐嘉路,乐嘉路,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区棠景街道乐嘉路,113.2575,23.16799,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
644,广东省,广州市,白云区,,,江夏流铁岗,江夏流铁岗,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区江夏流铁岗,113.2786,23.21252,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
645,广东省,广州市,白云区,,石井街道,玖兴公寓,玖兴公寓,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区石井街道玖兴公寓,113.236481,23.18222,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
646,广东省,广州市,白云区,,同德街道同嘉路,,同德街道同嘉路,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市白云区同德街道同嘉路,113.232803,23.159559,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
647,广东省,广州市,花都区,,新华街,宾馆新村,宾馆新村,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市花都区新华街宾馆新村,113.21106,23.38225,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
648,广东省,广州市,花都区,,新华街,锦尚蓬莱,锦尚蓬莱,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市花都区新华街锦尚蓬莱,113.236931,23.390711,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
649,广东省,广州市,花都区,,新雅街道,合和新城锦华,合和新城锦华,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市花都区新雅街道合和新城锦华,113.256203,23.37289,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
650,广东省,广州市,花都区,,,,合成村,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市花都区狮岭镇合成村,113.181427,23.45462,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
651,广东省,广州市,花都区,,秀全街,雅宝新城英伦世家,雅宝新城英伦世家,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市花都区秀全街雅宝新城英伦世家,113.186249,23.426645,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
652,广东省,广州市,花都区,,,自由人花园2期,自由人花园2期,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市花都区自由人花园2期,113.220055,23.342855,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
653,广东省,广州市,花都区,,花城街道,南航花园,南航花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市花都区花城街道南航花园,113.232307,23.402094,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
654,广东省,广州市,花都区,,花城街道,长岗村,长岗村,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市花都区花城街道长岗村,113.2585,23.32361,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
655,广东省,广州市,花都区,,新华街道,景雅轩小区,景雅轩小区,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市花都区新华街道景雅轩小区,113.205872,23.398109,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
656,广东省,广州市,荔湾区,,,中海花湾,中海花湾,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市荔湾区中海花湾,113.236557,23.068319,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
657,广东省,广州市,荔湾区,,华林街道光复中路,丽枫酒店长寿东路店,丽枫酒店长寿东路店,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市荔湾区华林街道光复中路丽枫酒店长寿东路店,113.25162,23.11822,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
658,广东省,广州市,荔湾区,,,华林街道文昌南路,华林街道文昌南路,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市荔湾区华林街道文昌南路,113.244522,23.11524,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
659,广东省,广州市,荔湾区,,石围塘街,凯粤湾,凯粤湾,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市荔湾区石围塘街凯粤湾,113.214706,23.115641,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
660,广东省,广州市,荔湾区,,金花街道,芦荻街,芦荻街,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市荔湾区金花街道芦荻街,113.251465,23.127632,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
661,广东省,广州市,荔湾区,,多宝街道,御景壹号,御景壹号,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市荔湾区多宝街道御景壹号,113.235573,23.109541,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
662,广东省,广州市,荔湾区,,花地街道,恒荔湾畔,恒荔湾畔,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市荔湾区花地街道恒荔湾畔,113.231979,23.101311,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
663,广东省,广州市,荔湾区,,石围塘街道兴东路,,石围塘街道兴东路,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市荔湾区石围塘街道兴东路,113.216,23.1086,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
664,广东省,广州市,越秀区,,人民街道,万艺维福顿公寓,万艺维福顿公寓,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区人民街道万艺维福顿公寓,113.267288,23.115629,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
665,广东省,广州市,越秀区,,农林下路,,农林下路,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区农林下路,113.2974,23.12897,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
666,广东省,广州市,越秀区,,梅花村街,金羊花园,金羊花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区梅花村街金羊花园,113.309349,23.12674,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
667,广东省,广州市,越秀区,,,水均岗,水均岗,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区水均岗,113.3061,23.1316,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
668,广东省,广州市,越秀区,,水荫路,,水荫路,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区水荫路,113.3106,23.14509,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
669,广东省,广州市,越秀区,,淘金东路,御龙庭,御龙庭,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区淘金东路御龙庭,113.295326,23.14267,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
670,广东省,广州市,越秀区,,淘金路,,淘金路,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区淘金路,113.2876,23.13896,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
671,广东省,广州市,越秀区,,黄花岗街东风东路,,黄花岗街东风东路,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区黄花岗街东风东路,113.2668,23.12901,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
672,广东省,广州市,越秀区,,人民街道回龙路,,人民街道回龙路,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区人民街道回龙路,113.267609,23.11598,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
673,广东省,广州市,越秀区,,,侨光路万艺广场,侨光路万艺广场,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区侨光路万艺广场,113.267357,23.116051,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
674,广东省,广州市,越秀区,,光塔街解放中路,,光塔街解放中路,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区光塔街解放中路,113.262428,23.121481,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
675,广东省,广州市,越秀区,,大东街道东川路,,大东街道东川路,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区大东街道东川路,113.286613,23.12455,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
676,广东省,广州市,越秀区,,梅花村街道共和大街,,梅花村街道共和大街,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区梅花村街道共和大街,113.3076,23.12486,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
677,广东省,广州市,越秀区,,流花街道,,流花街道,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区流花街道,113.262894,23.14809,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
678,广东省,广州市,越秀区,,人民街道大新路小新街,,人民街道大新路小新街,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区人民街道大新路小新街,113.2611,23.1164,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
679,广东省,广州市,越秀区,,流花街道,武汉宾馆,武汉宾馆,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市越秀区流花街道武汉宾馆,113.254059,23.146099,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
680,广东省,广州市,黄埔区,,云埔街,万科金色梦想,万科金色梦想,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市黄埔区云埔街万科金色梦想,113.529778,23.16321,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
681,广东省,广州市,黄埔区,,云埔街道,中海誉城,中海誉城,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市黄埔区云埔街道中海誉城,113.5263,23.16194,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
682,广东省,广州市,黄埔区,,南岗街广海路,亨元花园,亨元花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市黄埔区南岗街广海路亨元花园,113.5355,23.0947,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
683,广东省,广州市,黄埔区,,,夏港街蓝玉五街,夏港街蓝玉五街,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市黄埔区夏港街蓝玉五街,113.48067,23.18139,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
684,广东省,广州市,黄埔区,,大沙街丰乐北路,君和名城,君和名城,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市黄埔区大沙街丰乐北路君和名城,113.453697,23.10795,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
685,广东省,广州市,黄埔区,,联和街,保利林语山庄芳林二街,保利林语山庄芳林二街,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市黄埔区联和街保利林语山庄芳林二街,113.454651,23.182159,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
686,广东省,广州市,黄埔区,,,金碧世纪花园,金碧世纪花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市黄埔区金碧世纪花园,113.4292,23.11397,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
687,广东省,广州市,黄埔区,,龙湖街,万科幸福誉,万科幸福誉,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市黄埔区龙湖街万科幸福誉,113.541656,23.33074,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
688,广东省,广州市,黄埔区,,云埔街道,东荟城,东荟城,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市黄埔区云埔街道东荟城,113.5036,23.15906,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
689,广东省,广州市,黄埔区,,联和街道,岭南山畔,岭南山畔,-1,-1,-1,-1,-1,-1,-1,-1,广东省广州市黄埔区联和街道岭南山畔,113.451691,23.177549,"[{'name': '广州市卫生健康委员会', 'url': ''}]",-1
690,广东省,梅州市,兴宁市,兴宁市,,三新村,三新村,-1,-1,-1,-1,-1,1,-1,-1,广东省梅州市兴宁市新陂镇三新村,115.675461,24.156179,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
691,广东省,梅州市,兴宁市,兴宁市,,圩镇,圩镇,-1,-1,-1,-1,-1,1,-1,-1,广东省梅州市兴宁市新陂镇圩镇,115.6968,24.155041,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
692,广东省,梅州市,兴宁市,兴宁市,,,光夏村,-1,-1,-1,-1,-1,3,-1,-1,广东省梅州市兴宁市水口镇光夏村,115.946709,23.977671,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
693,广东省,梅州市,兴宁市,兴宁市,,,蕉坑村,-1,-1,-1,-1,-1,2,-1,-1,广东省梅州市兴宁市罗浮镇蕉坑村,115.575623,24.597309,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
694,广东省,梅州市,兴宁市,兴宁市,,,西一村,-1,-1,-1,-1,-1,1,-1,-1,广东省梅州市兴宁市黄槐镇西一村,115.771088,24.460501,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
695,广东省,梅州市,兴宁市,兴宁市,,,西二村,-1,-1,-1,-1,-1,1,-1,-1,广东省梅州市兴宁市黄槐镇西二村,115.765877,24.454861,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
696,广东省,梅州市,大埔县,大埔县,,桃花村,桃花村,-1,-1,-1,-1,-1,1,-1,-1,广东省梅州市大埔县高陂镇桃花村,116.576881,24.14448,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
697,广东省,梅州市,平远县,平远县,,河岭村,河岭村,-1,-1,-1,-1,-1,1,-1,-1,广东省梅州市平远县大柘镇河岭村,115.90712,24.59185,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
698,广东省,梅州市,梅县区,,,梅县碧桂园,梅县碧桂园,-1,-1,-1,-1,-1,1,-1,-1,广东省梅州市梅县区梅县碧桂园,116.063492,24.26651,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
699,广东省,梅州市,梅县区,,,梅州西站高铁站公寓,梅州西站高铁站公寓,-1,-1,-1,-1,-1,1,-1,-1,广东省梅州市梅县区梅州西站高铁站公寓,116.085846,24.277037,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
700,广东省,梅州市,梅县区,,,,嵩山村,-1,-1,-1,-1,-1,1,-1,-1,广东省梅州市梅县区白渡镇嵩山村,116.297668,24.5277,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
701,广东省,梅州市,蕉岭县,蕉岭县,,新铺镇中心街,新铺镇中心街,-1,-1,-1,-1,-1,1,-1,-1,广东省梅州市蕉岭县新铺镇中心街,116.135292,24.51697,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
702,广东省,梅州市,蕉岭县,蕉岭县,,同福村,同福村,-1,-1,-1,-1,-1,1,-1,-1,广东省梅州市蕉岭县新铺镇同福村,116.124329,24.53178,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
703,广东省,梅州市,梅江区,,金山街道办,赤岌二路烟厂宿舍,赤岌二路烟厂宿舍,-1,-1,-1,-1,-1,1,-1,-1,广东省梅州市梅江区金山街道办赤岌二路烟厂宿舍,116.133057,24.31275,"[{'name': '梅州市卫生健康局', 'url': ''}]",-1
704,广东省,汕尾市,陆丰市,,,金华花园,金华花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省汕尾市陆丰市东海镇金华花园,115.626251,22.946421,"[{'name': '汕尾市卫生健康局', 'url': ''}]",-1
705,广东省,汕尾市,陆丰市,,,,东海镇,-1,-1,-1,-1,-1,2,-1,-1,广东省汕尾市陆丰市东海镇,115.640182,22.94146,"[{'name': '汕尾市卫生健康局', 'url': ''}]",-1
706,广东省,汕尾市,陆河县,陆河县,,,新田镇,-1,-1,-1,-1,-1,3,-1,-1,广东省汕尾市陆河县新田镇,115.559853,23.18531,"[{'name': '汕尾市卫生健康局', 'url': ''}]",-1
707,广东省,江门市,北新区,,,海逸城邦,海逸城邦,-1,-1,-1,-1,-1,1,-1,-1,广东省江门市北新区海逸城邦,113.079559,22.626659,"[{'name': '江门发布', 'url': ''}, {'name': '江门工会', 'url': ''}]",-1
708,广东省,江门市,鹤山市,鹤山市,,龙翔花园,龙翔花园,-1,-1,-1,-1,-1,1,-1,-1,广东省江门市鹤山市雅瑶镇龙翔花园,112.997414,22.72382,"[{'name': '江门发布', 'url': ''}, {'name': '江门工会', 'url': ''}]",-1
709,广东省,江门市,开平市,开平市,,,金鸡镇,-1,-1,-1,-1,-1,1,-1,-1,广东省江门市开平市金鸡镇,112.489288,22.15811,"[{'name': '江门发布', 'url': ''}, {'name': '江门工会', 'url': ''}]",-1
710,广东省,江门市,新会区,,,西宁里289号,西宁里289号,-1,-1,-1,-1,-1,1,-1,-1,广东省江门市新会区大鳌镇东升村西宁里289号,113.212257,22.486031,"[{'name': '江门发布', 'url': ''}, {'name': '江门工会', 'url': ''}]",-1
711,广东省,江门市,江海区,,,江海一路2号,江海一路2号,-1,-1,-1,-1,-1,2,-1,-1,广东省江门市江海区江海一路2号,113.10019,22.57457,"[{'name': '江门发布', 'url': ''}, {'name': '江门工会', 'url': ''}]",-1
712,广东省,江门市,江海区,,,海逸华庭逸峰轩,海逸华庭逸峰轩,-1,-1,-1,-1,-1,2,-1,-1,广东省江门市江海区海逸华庭逸峰轩,113.164421,22.595301,"[{'name': '江门发布', 'url': ''}, {'name': '江门工会', 'url': ''}]",-1
713,广东省,江门市,蓬江区,,环市街道,星汇名庭天璇2栋,星汇名庭天璇2栋,-1,-1,-1,-1,-1,1,-1,-1,广东省江门市蓬江区环市街道星汇名庭天璇2栋,113.079491,22.590389,"[{'name': '江门发布', 'url': ''}, {'name': '江门工会', 'url': ''}]",-1
714,广东省,深圳市,光明区,,公明街道振明路,南庄合众豪庭后面三巷,南庄合众豪庭后面三巷,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市光明区公明街道振明路南庄合众豪庭后面三巷,113.907867,22.773359,"[{'name': '深圳市卫健委', 'url': ''}]",-1
715,广东省,深圳市,光明区,,,宏发上域,宏发上域,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市光明区宏发上域,113.907127,22.781679,"[{'name': '深圳市卫健委', 'url': ''}]",-1
716,广东省,深圳市,光明区,,,新陂头村新美一村,新陂头村新美一村,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市光明区新陂头村新美一村,113.952362,22.796671,"[{'name': '深圳市卫健委', 'url': ''}]",-1
717,广东省,深圳市,光明区,,薯田埔村,福南路华业苑,福南路华业苑,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市光明区薯田埔村福南路华业苑,113.874718,22.779659,"[{'name': '深圳市卫健委', 'url': ''}]",-1
718,广东省,深圳市,光明区,,,传麒山,传麒山,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市光明区传麒山,113.942863,22.74365,"[{'name': '深圳市卫健委', 'url': ''}]",-1
719,广东省,深圳市,光明区,,,横岭新村,横岭新村,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市光明区横岭新村,113.883728,22.778328,"[{'name': '深圳市卫健委', 'url': ''}]",-1
720,广东省,深圳市,南山区,,,中洲万豪酒店,中洲万豪酒店,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市南山区中洲万豪酒店,113.933273,22.517429,"[{'name': '深圳市卫健委', 'url': ''}]",-1
721,广东省,深圳市,南山区,,,丽山路西湖林语,丽山路西湖林语,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市南山区丽山路西湖林语,113.96534,22.59273,"[{'name': '深圳市卫健委', 'url': ''}]",-1
722,广东省,深圳市,南山区,,,佳兆业前海广场,佳兆业前海广场,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市南山区佳兆业前海广场,113.886284,22.494535,"[{'name': '深圳市卫健委', 'url': ''}]",-1
723,广东省,深圳市,南山区,,,半岛城邦,半岛城邦,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市南山区半岛城邦,113.933495,22.480164,"[{'name': '深圳市卫健委', 'url': ''}]",-1
724,广东省,深圳市,南山区,,,华侨城香山美墅,华侨城香山美墅,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市南山区华侨城香山美墅,113.969803,22.550728,"[{'name': '深圳市卫健委', 'url': ''}]",-1
725,广东省,深圳市,南山区,,,南头街道麒麟花园,南头街道麒麟花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市南山区南头街道麒麟花园,113.93055,22.544729,"[{'name': '深圳市卫健委', 'url': ''}]",-1
726,广东省,深圳市,南山区,,,南山街道友邻公寓,南山街道友邻公寓,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市南山区南山街道友邻公寓,113.929703,22.531321,"[{'name': '深圳市卫健委', 'url': ''}]",-1
727,广东省,深圳市,南山区,,,南山街道学府花园,南山街道学府花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市南山区南山街道学府花园,113.92627,22.525787,"[{'name': '深圳市卫健委', 'url': ''}]",-1
728,广东省,深圳市,南山区,,,南山街道现代城华庭,南山街道现代城华庭,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市南山区南山街道现代城华庭,113.924423,22.517061,"[{'name': '深圳市卫健委', 'url': ''}]",-1
729,广东省,深圳市,南山区,,,南山街道阳光棕榈园,南山街道阳光棕榈园,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市南山区南山街道阳光棕榈园,113.913742,22.526039,"[{'name': '深圳市卫健委', 'url': ''}]",-1
730,广东省,深圳市,南山区,,,后海雅园,后海雅园,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市南山区后海雅园,113.93605,22.493521,"[{'name': '深圳市卫健委', 'url': ''}]",-1
731,广东省,深圳市,南山区,,,哈尔滨工业大学（深圳）宿舍楼,哈尔滨工业大学（深圳）宿舍楼,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市南山区哈尔滨工业大学（深圳）宿舍楼,113.954193,22.53768,"[{'name': '深圳市卫健委', 'url': ''}]",-1
732,广东省,深圳市,南山区,,,大冲宿禾服务式公寓,大冲宿禾服务式公寓,-1,-1,-1,-1,-1,-1,-1,-1,广东省深圳市南山区大冲宿禾服务式公寓,113.95211,22.541685,"[{'name': '深圳市卫健委', 'url': ''}]",-1
