,Country,Province,City,AllOrToday,confirm,suspect,dead,heal
570,中国,黑龙江,佳木斯,All,11,0,0,0
571,中国,黑龙江,佳木斯,Today,0,0,0,0
572,中国,黑龙江,牡丹江,All,8,0,0,0
573,中国,黑龙江,牡丹江,Today,1,0,0,0
574,中国,黑龙江,双鸭山,All,7,0,0,0
575,中国,黑龙江,双鸭山,Today,3,0,0,0
576,中国,黑龙江,七台河,All,7,0,0,0
577,中国,黑龙江,七台河,Today,1,0,0,0
578,中国,黑龙江,鸡西,All,6,0,0,0
579,中国,黑龙江,鸡西,Today,2,0,0,0
580,中国,黑龙江,齐齐哈尔,All,3,0,0,0
581,中国,黑龙江,齐齐哈尔,Today,0,0,0,0
582,中国,黑龙江,大兴安岭,All,2,0,0,0
583,中国,黑龙江,大兴安岭,Today,0,0,0,0
584,中国,黑龙江,鹤岗,All,1,0,0,0
585,中国,黑龙江,鹤岗,Today,0,0,0,0
586,中国,黑龙江,黑河,All,1,0,0,0
587,中国,黑龙江,黑河,Today,0,0,0,0
588,中国,河北,,All,113,0,1,3
589,中国,河北,,Today,9,0,0,0
590,中国,河北,沧州,All,19,0,1,0
591,中国,河北,沧州,Today,0,0,0,0
592,中国,河北,石家庄,All,16,0,0,0
593,中国,河北,石家庄,Today,3,0,0,0
594,中国,河北,邢台,All,14,0,0,0
595,中国,河北,邢台,Today,4,0,0,0
596,中国,河北,保定,All,13,0,0,2
597,中国,河北,保定,Today,0,0,0,0
598,中国,河北,廊坊,All,12,0,0,1
