Country,Province,City,AllOrToday,confirm,suspect,dead,heal
中国,四川,遂宁,All,8,0,0,2
中国,四川,眉山,All,7,0,0,1
中国,四川,雅安,All,6,0,0,1
中国,四川,广元,All,6,0,0,1
中国,四川,乐山,All,3,0,0,0
中国,四川,资阳,All,3,0,0,1
中国,四川,阿坝,All,1,0,0,0
中国,北京,,All,326,0,2,37
中国,北京,朝阳,All,55,0,0,0
中国,北京,海淀,All,52,0,0,0
中国,北京,西城,All,38,0,0,0
中国,北京,大兴,All,35,0,0,0
中国,北京,丰台,All,27,0,0,0
中国,北京,外地来京,All,24,0,0,0
中国,北京,昌平,All,17,0,0,0
中国,北京,通州,All,16,0,0,0
中国,北京,房山,All,14,0,0,0
中国,北京,石景山,All,13,0,0,0
中国,北京,顺义,All,10,0,0,0
中国,北京,东城,All,9,0,0,0
中国,北京,怀柔,All,7,0,0,0
中国,北京,密云,All,5,0,0,0
中国,北京,门头沟,All,3,0,0,0
中国,北京,延庆,All,1,0,0,0
中国,北京,地区待确认,All,0,0,2,37
中国,黑龙江,,All,307,0,6,15
中国,黑龙江,哈尔滨,All,114,0,0,9
中国,黑龙江,双鸭山,All,38,0,2,1
中国,黑龙江,绥化,All,35,0,3,1
中国,黑龙江,鸡西,All,34,0,0,1
中国,黑龙江,齐齐哈尔,All,27,0,0,0
中国,黑龙江,佳木斯,All,13,0,0,1
中国,黑龙江,大庆,All,13,0,1,0
中国,黑龙江,七台河,All,13,0,0,0
中国,黑龙江,牡丹江,All,12,0,0,1
中国,黑龙江,鹤岗,All,4,0,0,1
中国,黑龙江,大兴安岭,All,2,0,0,0
中国,黑龙江,黑河,All,2,0,0,0
中国,上海,,All,293,0,1,44
中国,上海,外地来沪,All,97,0,0,20
中国,上海,浦东,All,56,0,0,8
中国,上海,宝山,All,17,0,0,0
中国,上海,静安,All,16,0,0,3
中国,上海,徐汇,All,16,0,0,1
中国,上海,闵行,All,14,0,0,2
中国,上海,松江,All,14,0,0,0
中国,上海,长宁,All,11,0,0,1
中国,上海,奉贤,All,9,0,0,1
中国,上海,普陀,All,8,0,0,0
中国,上海,虹口,All,7,0,0,1
中国,上海,杨浦,All,7,0,0,0
中国,上海,嘉定,All,7,0,0,1
中国,上海,黄浦,All,5,0,0,1
中国,上海,青浦,All,5,0,0,2
中国,上海,金山,All,2,0,0,0
中国,上海,崇明,All,2,0,0,0
中国,上海,地区待确认,All,0,0,1,3
中国,福建,,All,250,0,0,35
中国,福建,福州,All,62,0,0,11
中国,福建,莆田,All,47,0,0,1
中国,福建,泉州,All,42,0,0,10
中国,福建,厦门,All,25,0,0,2
中国,福建,宁德,All,23,0,0,1
中国,福建,漳州,All,16,0,0,3
中国,福建,南平,All,16,0,0,2
中国,福建,三明,All,13,0,0,1
中国,福建,龙岩,All,6,0,0,1
中国,福建,地区待确认,All,0,0,0,3
中国,陕西,,All,208,0,0,25
中国,陕西,西安,All,96,0,0,10
中国,陕西,安康,All,21,0,0,5
中国,陕西,汉中,All,21,0,0,0
中国,陕西,咸阳,All,16,0,0,2
中国,陕西,宝鸡,All,13,0,0,2
中国,陕西,渭南,All,13,0,0,0
中国,陕西,延安,All,8,0,0,1
中国,陕西,铜川,All,8,0,0,4
中国,陕西,商洛,All,7,0,0,1
中国,陕西,榆林,All,3,0,0,0
中国,陕西,杨凌,All,1,0,0,0
中国,陕西,韩城,All,1,0,0,0
中国,河北,,All,206,0,2,32
中国,河北,沧州,All,28,0,1,6
中国,河北,唐山,All,27,0,0,2
中国,河北,邯郸,All,27,0,0,2
中国,河北,石家庄,All,24,0,0,3
中国,河北,廊坊,All,22,0,0,4
中国,河北,邢台,All,21,0,1,4
中国,河北,保定,All,21,0,0,8
中国,河北,张家口,All,14,0,0,2
中国,河北,衡水,All,8,0,0,0
中国,河北,秦皇岛,All,7,0,0,0
中国,河北,承德,All,7,0,0,1
中国,广西,,All,195,0,1,18
中国,广西,南宁,All,35,0,0,2
中国,广西,北海,All,33,0,0,3
中国,广西,桂林,All,29,0,0,5
中国,广西,柳州,All,20,0,0,3
中国,广西,河池,All,19,0,1,0
中国,广西,防城港,All,16,0,0,1
中国,广西,玉林,All,9,0,0,1
中国,广西,钦州,All,8,0,0,0
中国,广西,来宾,All,7,0,0,0
中国,广西,贵港,All,7,0,0,0
中国,广西,梧州,All,5,0,0,3
中国,广西,贺州,All,4,0,0,0
中国,广西,百色,All,3,0,0,0
中国,广西,崇左,All,0,0,0,0
中国,云南,,All,141,0,0,18
中国,云南,昆明,All,42,0,0,2
中国,云南,西双版纳州,All,15,0,0,2
中国,云南,玉溪,All,14,0,0,2
中国,云南,昭通市,All,12,0,0,2
中国,云南,大理,All,11,0,0,2
中国,云南,曲靖,All,11,0,0,1
中国,云南,保山市,All,9,0,0,0
中国,云南,丽江市,All,7,0,0,1
中国,云南,红河,All,5,0,0,2
中国,云南,德宏州,All,5,0,0,0
中国,云南,普洱,All,4,0,0,0
中国,云南,楚雄州,All,4,0,0,0
中国,云南,文山州,All,1,0,0,0
中国,云南,临沧,All,1,0,0,0
中国,云南,地区待确认,All,0,0,0,4
中国,海南,,All,131,0,3,19
中国,海南,三亚,All,41,0,1,11
中国,海南,海口,All,23,0,0,5
中国,海南,万宁,All,12,0,0,0
中国,海南,儋州,All,11,0,0,1
中国,海南,澄迈县,All,7,0,1,1
中国,海南,昌江县,All,6,0,0,0
中国,海南,琼海,All,6,0,1,0
中国,海南,临高县,All,6,0,0,0
中国,海南,陵水县,All,4,0,0,0
中国,海南,保亭,All,3,0,0,0
中国,海南,文昌,All,3,0,0,0
中国,海南,东方,All,3,0,0,0
中国,海南,定安县,All,3,0,0,0
中国,海南,乐东,All,2,0,0,0
中国,海南,琼中县,All,1,0,0,1
中国,山西,,All,119,0,0,22
中国,山西,,Today,4,0,0,0
中国,山西,晋中,All,32,0,0,6
中国,山西,运城,All,18,0,0,4
中国,山西,太原,All,17,0,0,1
中国,山西,太原,Today,2,0,0,0
中国,山西,大同,All,11,0,0,3
中国,山西,晋城,All,8,0,0,2
中国,山西,长治,All,7,0,0,0
中国,山西,忻州,All,7,0,0,0
中国,山西,忻州,Today,1,0,0,0
中国,山西,朔州,All,7,0,0,2
中国,山西,朔州,Today,1,0,0,0
中国,山西,吕梁,All,6,0,0,3
中国,山西,阳泉,All,4,0,0,0
中国,山西,临汾,All,2,0,0,1
中国,辽宁,,All,107,0,0,12
中国,辽宁,沈阳,All,26,0,0,5
中国,辽宁,大连,All,16,0,0,3
中国,辽宁,盘锦,All,11,0,0,0
中国,辽宁,锦州,All,11,0,0,1
中国,辽宁,葫芦岛,All,9,0,0,0
中国,辽宁,丹东,All,7,0,0,3
中国,辽宁,阜新,All,7,0,0,0
中国,辽宁,朝阳市,All,6,0,0,0
中国,辽宁,铁岭,All,4,0,0,0
中国,辽宁,辽阳,All,3,0,0,0
