province,city,district,county,street,community,show_address,cnt_inc_uncertain,cnt_inc_certain,cnt_inc_die,cnt_inc_recure,cnt_sum_uncertain,cnt_sum_certain,cnt_sum_die,cnt_sum_recure,full_address,article_source,lng,lat,source,distance,date_saved
吉林省,长春市,净月区,,博学路,东城国际花园小区,东城国际花园小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市净月区博学路东城国际花园小区,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200201_6666989.html'}]",125.414871,43.819729,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,净月区,,净月街道,财苑家园,财苑家园,-1,-1,-1,-1,-1,2,-1,-1,吉林省长春市净月区净月街道财苑家园,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月4日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200204_6674927.html'}, {'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}]",125.446503,43.82782,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,朝阳区,,,崇智路694号,崇智路694号,-1,-1,-1,-1,-1,5,-1,-1,吉林省长春市朝阳区崇智路694号,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200201_6666989.html'}, {'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200202_6672614.html'}, {'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200203_6672971.html'}]",125.31404,43.89262,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,绿园区,,,西城国际公馆,西城国际公馆,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市绿园区西城国际公馆,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200203_6672971.html'}]",125.268951,43.898201,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,绿园区,,,长客花园,长客花园,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市绿园区长客花园,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月7日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200207_6828195.html'}]",125.289803,43.909149,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,高新区,,,中海兰庭小区,中海兰庭小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市高新区中海兰庭小区,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200201_6666989.html'}]",125.259201,43.783199,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,高新区,,,北湾新城,北湾新城,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市高新区北湾新城,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}]",125.391365,43.969044,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,高新区,,,恒大绿洲,恒大绿洲,-1,-1,-1,-1,-1,5,-1,-1,吉林省长春市高新区恒大绿洲,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}, {'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月9日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200209_6829127.html'}]",125.259071,43.774448,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,高新区,,,飞跃经典小区,飞跃经典小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市高新区飞跃经典小区,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}]",125.241211,43.832779,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,高新区,,,吉大南校家属楼,吉大南校家属楼,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市高新区吉大南校家属楼,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月9日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200209_6829127.html'}]",125.27935,43.828747,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,九台区,,,龙凤二期,龙凤二期,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市九台区龙凤二期,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}]",125.686569,44.224972,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,九台区,,工商一条街,铁路家属楼,铁路家属楼,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市九台区工商一条街铁路家属楼,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月6日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200206_6827634.html'}]",125.83828,44.150131,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,二道区,,,力旺康城小区,力旺康城小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市二道区力旺康城小区,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}]",125.370705,43.945663,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,二道区,,,天富北苑,天富北苑,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市二道区天富北苑,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月7日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200207_6828195.html'}]",125.37458,43.90736,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,宽城区,,,北十条荣旺天下,北十条荣旺天下,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市宽城区北十条荣旺天下,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}]",125.35038,43.917198,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,宽城区,,,金都小镇,金都小镇,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市宽城区金都小镇,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月9日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200209_6829127.html'}]",125.286697,43.965321,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,经开区,,,首地首城,首地首城,-1,-1,-1,-1,-1,3,-1,-1,吉林省长春市经开区首地首城,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月9日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200209_6829127.html'}, {'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月10日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200210_6829495.html'}]",125.411354,43.840981,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,长春市,南关区,,东岭南街,达顺小区,达顺小区,-1,-1,-1,-1,-1,2,-1,-1,吉林省长春市南关区东岭南街达顺小区,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月10日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200210_6829495.html'}, {'title': '吉林省卫生健康委员会关于新型冠状病毒肺炎疫情情况通报（2020年2月11日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200211_6835225.html'}]",125.352364,43.85519,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-13
吉林省,四平市,公主岭市,,,,双河村1组,-1,-1,-1,-1,-1,1,-1,-1,吉林省四平市公主岭市十屋镇双河村1组,"[{'title': '紧急扩散，公主岭市今日新增两例病例行程轨迹来了！', 'url': 'https://mp.weixin.qq.com/s/KW128634wCk05iJnub47-w'}]",124.24987,43.821548,[],-1,02-13
吉林省,四平市,公主岭市,,,,三合堡村8组,-1,-1,-1,-1,-1,2,-1,-1,吉林省四平市公主岭市怀德镇三合堡村8组,"[{'title': '公主岭市新增两例新型冠状病毒感染的肺炎患者行程轨迹', 'url': 'https://mp.weixin.qq.com/s/6BExABnob5FBvJHVIRwX4Q'}, {'title': '紧急扩散，公主岭市今日新增两例病例行程轨迹来了！', 'url': 'https://mp.weixin.qq.com/s/KW128634wCk05iJnub47-w'}]",124.706909,43.815208,[],-1,02-13
吉林省,四平市,公主岭市,,,,南平村5队,-1,-1,-1,-1,-1,1,-1,-1,吉林省四平市公主岭市秦家屯镇南平村5队,"[{'title': '公主岭市新增两例新型冠状病毒感染的肺炎患者行程轨迹', 'url': 'https://mp.weixin.qq.com/s/6BExABnob5FBvJHVIRwX4Q'}]",124.657082,43.785648,[],-1,02-13
天津市,天津市,宁河区,,,,王北村,-1,-1,-1,-1,-1,1,-1,-1,天津市宁河区芦台镇王北村,"[{'title': '宁和发布微博第3例', 'url': 'https://m.weibo.cn/3288836375/4467528383874070'}]",117.771988,39.358971,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-13
天津市,天津市,宁河区,,,运河家园,运河家园,-1,-1,-1,-1,-1,3,-1,-1,天津市宁河区芦台镇运河家园,"[{'title': '宁和发布微博第2例', 'url': 'https://m.weibo.cn/3288836375/4467464668684998'}, {'title': '宁和发布微博第4例', 'url': 'https://m.weibo.cn/3288836375/4467899127488591'}, {'title': '紧急通知', 'url': 'https://mp.weixin.qq.com/s/amzqj6AcFJhweIRedaUCdA'}]",117.802422,39.351799,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-13
天津市,天津市,宝坻区,,宝平街道,华苑东区,华苑东区,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区宝平街道华苑东区,"[{'title': '关于我区第10、11例确诊病例活动轨迹通告', 'url': 'https://weibo.com/ttarticle/p/show?id=2309404468005563138481#_0'}]",117.30587,39.709171,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-13
天津市,天津市,宝坻区,,宝平街道,宝平景苑东区,宝平景苑东区,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区宝平街道宝平景苑东区,"[{'title': '关于我区第6、7、8、9例确诊病例活动轨迹通告', 'url': 'https://weibo.com/ttarticle/p/show?id=2309404467887791276156#_0'}]",117.295311,39.70789,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-13
天津市,天津市,宝坻区,,宝平街道,宝平景苑西区,宝平景苑西区,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区宝平街道宝平景苑西区,"[{'title': '关于我区第五例新型冠状病毒感染的肺炎确诊病例活动轨迹通告', 'url': 'https://weibo.com/ttarticle/p/show?id=2309404467532516950021#_0'}]",117.29137,39.70902,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-13
天津市,天津市,宝坻区,,宝平街道,河景馨园小区,河景馨园小区,-1,-1,-1,-1,-1,3,-1,-1,天津市宝坻区宝平街道河景馨园小区,"[{'title': '关于我区第6、7、8、9例确诊病例活动轨迹通告', 'url': 'https://weibo.com/ttarticle/p/show?id=2309404467887791276156#_0'}, {'title': '关于我区第16、17、18、19、20、21例确诊病例活动轨迹通告', 'url': 'https://mp.weixin.qq.com/s/_j9LvCI4jiWk2_T0LQtQ1g'}, {'title': '关于我区第24、25、26、27、28、29例新冠肺炎确诊病例活动轨迹通告', 'url': 'https://mp.weixin.qq.com/s/S6ryp96tRzqjI_O-wup-wA'}]",117.289268,39.702579,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-13
天津市,天津市,宝坻区,,朝霞街道,开元新居小区,开元新居小区,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区朝霞街道开元新居小区,"[{'title': '关于我区第二三例确诊病例轨迹通告', 'url': 'https://weibo.com/ttarticle/p/show?id=2309404467247119729065#_0'}]",117.284828,39.741463,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-13
天津市,天津市,宝坻区,,海滨街道,宝鑫景苑小区,宝鑫景苑小区,-1,-1,-1,-1,-1,2,-1,-1,天津市宝坻区海滨街道宝鑫景苑小区,"[{'title': '关于我区第二三例确诊病例轨迹通告', 'url': 'https://weibo.com/ttarticle/p/show?id=2309404467247119729065#_0'}, {'title': '关于我区首例确诊病例轨迹通告', 'url': 'https://weibo.com/ttarticle/p/show?id=2309404467168178733379#_0'}]",117.321983,39.73172,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-13
天津市,天津市,宝坻区,,海滨街道,御景华城小区,御景华城小区,-1,-1,-1,-1,-1,2,-1,-1,天津市宝坻区海滨街道御景华城小区,"[{'title': '关于我区第14、15例确诊病例活动轨迹通告', 'url': 'https://mp.weixin.qq.com/s/mibMIlfOXFKtghtnQmOc2g'}, {'title': '关于我区第6、7、8、9例确诊病例活动轨迹通告', 'url': 'https://weibo.com/ttarticle/p/show?id=2309404467887791276156#_0'}]",117.350296,39.738712,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-13
天津市,天津市,宝坻区,,,,焦山寺村,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区牛道口镇焦山寺村,"[{'title': '关于我区第10、11例确诊病例活动轨迹通告', 'url': 'https://weibo.com/ttarticle/p/show?id=2309404468005563138481#_0'}]",117.290787,39.779079,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-13
天津市,天津市,宝坻区,,钰华街道,凯瑞国际小区,凯瑞国际小区,-1,-1,-1,-1,-1,2,-1,-1,天津市宝坻区钰华街道凯瑞国际小区,"[{'title': '关于我区第四例新型冠状病毒感染的肺炎确诊病例活动轨迹通告', 'url': 'https://weibo.com/ttarticle/p/show?id=2309404467518042407118#_0'}, {'title': '关于我区第24、25、26、27、28、29例新冠肺炎确诊病例活动轨迹通告', 'url': 'https://mp.weixin.qq.com/s/S6ryp96tRzqjI_O-wup-wA'}]",117.336433,39.722679,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-13
天津市,天津市,宝坻区,,,,古庄村,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区大口屯镇古庄村,"[{'title': '关于我区第12、13例确诊病例活动轨迹通告', 'url': 'https://weibo.com/ttarticle/p/show?id=2309404468228100325522#_0'}]",117.258926,39.592751,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-13
天津市,天津市,宝坻区,,,,大钟庄村,-1,-1,-1,-1,-1,2,-1,-1,天津市宝坻区大钟庄镇大钟庄村,"[{'title': '关于我区第12、13例确诊病例活动轨迹通告', 'url': 'https://weibo.com/ttarticle/p/show?id=2309404468228100325522#_0'}, {'title': '关于我区第6、7、8、9例确诊病例活动轨迹通告', 'url': 'https://weibo.com/ttarticle/p/show?id=2309404467887791276156#_0'}]",117.577377,39.687401,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-13
