province,city,district,county,street,community,show_address,cnt_inc_uncertain,cnt_inc_certain,cnt_inc_die,cnt_inc_recure,cnt_sum_uncertain,cnt_sum_certain,cnt_sum_die,cnt_sum_recure,full_address,article_source,lng,lat,source,distance,date_saved
广东省,中山市,火炬开发区,,,凯茵新城,凯茵新城,-1,-1,-1,-1,-1,1,-1,-1,广东省中山市火炬开发区凯茵新城,"[{'title': '中山疫情查询台', 'url': 'http://app.zsbtv.com.cn/create/WuHan/dist/index.html?from=singlemessage&isappinstalled=0#/'}]",113.461563,22.508459,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,火炬开发区,,,联富社区,联富社区,-1,-1,-1,-1,-1,2,-1,-1,广东省中山市火炬开发区联富社区,"[{'title': '中山疫情查询台', 'url': 'http://app.zsbtv.com.cn/create/WuHan/dist/index.html?from=singlemessage&isappinstalled=0#/'}]",113.428986,22.537167,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,火炬开发区,,,逸骏华庭,逸骏华庭,-1,-1,-1,-1,-1,1,-1,-1,广东省中山市火炬开发区逸骏华庭,"[{'title': '中山疫情查询台', 'url': 'http://app.zsbtv.com.cn/create/WuHan/dist/index.html?from=singlemessage&isappinstalled=0#/'}]",113.488487,22.56222,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,火炬开发区,,,濠泗下街,濠泗下街,-1,-1,-1,-1,-1,1,-1,-1,广东省中山市火炬开发区濠泗下街,"[{'title': '中山新增的9例确诊病例，发病前主要活动场所公布', 'url': 'https://mp.weixin.qq.com/s/MwJC0WLCmw-xVWYkTa_RcA'}]",113.485859,22.547239,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,火炬开发区,,,铂爵山,铂爵山,-1,-1,-1,-1,-1,2,-1,-1,广东省中山市火炬开发区铂爵山,"[{'title': '中山疫情查询台', 'url': 'http://app.zsbtv.com.cn/create/WuHan/dist/index.html?from=singlemessage&isappinstalled=0#/'}]",113.456688,22.547407,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,民众镇,,,,多宝村,-1,-1,-1,-1,-1,1,-1,-1,广东省中山市民众镇多宝村,"[{'title': '中山疫情查询台', 'url': 'http://app.zsbtv.com.cn/create/WuHan/dist/index.html?from=singlemessage&isappinstalled=0#/'}]",113.493607,22.62146,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,三乡镇,,,观景大道亚秀街,观景大道亚秀街,-1,-1,-1,-1,-1,1,-1,-1,广东省中山市三乡镇观景大道亚秀街,"[{'title': '中山疫情查询台', 'url': 'http://app.zsbtv.com.cn/create/WuHan/dist/index.html?from=singlemessage&isappinstalled=0#/'}]",113.441422,22.357981,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,三乡镇,,金涌大道,雅居乐万象郡,雅居乐万象郡,-1,-1,-1,-1,-1,-1,-1,-1,广东省中山市三乡镇金涌大道雅居乐万象郡,"[{'title': '珠海部分确诊病例，在中山的主要活动场所公布', 'url': 'https://mp.weixin.qq.com/s/z9xI0UvplHRATe640a95yA'}]",113.459801,22.33441,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,三乡镇,,,鹤泉山庄,鹤泉山庄,-1,-1,-1,-1,-1,1,-1,-1,广东省中山市三乡镇鹤泉山庄,"[{'title': '中山新增的9例确诊病例，发病前主要活动场所公布', 'url': 'https://mp.weixin.qq.com/s/MwJC0WLCmw-xVWYkTa_RcA'}]",113.476646,22.31518,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,沙溪镇,,水岸街,水岸花都,水岸花都,-1,-1,-1,-1,-1,3,-1,-1,广东省中山市沙溪镇水岸街水岸花都,"[{'title': '中山新增的9例确诊病例，发病前主要活动场所公布', 'url': 'https://mp.weixin.qq.com/s/MwJC0WLCmw-xVWYkTa_RcA'}, {'title': '中山疫情查询台', 'url': 'http://app.zsbtv.com.cn/create/WuHan/dist/index.html?from=singlemessage&isappinstalled=0#/'}]",113.319611,22.528919,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,三角镇,,,三角镇乌沙村,三角镇乌沙村,-1,-1,-1,-1,-1,1,-1,-1,广东省中山市三角镇乌沙村三角镇乌沙村,"[{'title': '中山新增的6例确诊病例，主要活动区域公布', 'url': 'https://mp.weixin.qq.com/s/hrmK9c9kxWvmb0KBQW0ZLw'}]",113.393311,22.67778,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,东凤镇,,,东御世家,东御世家,-1,-1,-1,-1,-1,1,-1,-1,广东省中山市东凤镇东御世家,"[{'title': '中山新增的9例确诊病例，发病前主要活动场所公布', 'url': 'https://mp.weixin.qq.com/s/MwJC0WLCmw-xVWYkTa_RcA'}]",113.25708,22.697531,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,东凤镇,,,佛澳阳光花园,佛澳阳光花园,-1,-1,-1,-1,-1,1,-1,-1,广东省中山市东凤镇佛澳阳光花园,"[{'title': '中山确诊病人，曾到过这些小区！', 'url': 'https://mp.weixin.qq.com/s/Uy1EArC6gmMvEI14mRisUQ'}]",113.26548,22.687269,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,东凤镇,,,,西罟村,-1,-1,-1,-1,-1,1,-1,-1,广东省中山市东凤镇西罟村,"[{'title': '中山新增的2例确诊病例，发病前主要活动场所公布', 'url': 'https://mp.weixin.qq.com/s/d3ON0qecuZkcysq9iBHIag'}]",113.310646,22.642155,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,横栏镇,,,阳光花园,阳光花园,-1,-1,-1,-1,-1,1,-1,-1,广东省中山市横栏镇阳光花园,"[{'title': '中山新增的4例确诊病例情况公布，首次报告重症病例', 'url': 'https://mp.weixin.qq.com/s/hrmK9c9kxWvmb0KBQW0ZLw'}]",113.229027,22.57596,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,西区,,,广浩华庭,广浩华庭,-1,-1,-1,-1,-1,4,-1,-1,广东省中山市西区广浩华庭,"[{'title': '中山新增的4例确诊病例情况公布，首次报告重症病例', 'url': 'https://mp.weixin.qq.com/s/hrmK9c9kxWvmb0KBQW0ZLw'}, {'title': '中山新增的2例确诊病例，发病前主要活动场所公布 \u200b', 'url': 'https://mp.weixin.qq.com/s/33FrhSDwe_NyiKM8mK1HQA'}]",113.340424,22.56184,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,阜沙镇,,,阜港西路赢天阁,阜港西路赢天阁,-1,-1,-1,-1,-1,1,-1,-1,广东省中山市阜沙镇阜港西路赢天阁,"[{'title': '中山新增的4例确诊病例情况公布，首次报告重症病例', 'url': 'https://mp.weixin.qq.com/s/hrmK9c9kxWvmb0KBQW0ZLw'}]",113.347313,22.669395,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,中山市,阜沙镇,,祥和街,,祥和街,-1,-1,-1,-1,-1,1,-1,-1,广东省中山市阜沙镇丰联村祥和街,"[{'title': '中山疫情查询台', 'url': 'http://app.zsbtv.com.cn/create/WuHan/dist/index.html?from=singlemessage&isappinstalled=0#/'}]",113.373383,22.659941,"[{'name': '中山发布', 'url': ''}]",-1,02-13
广东省,佛山市,三水区,,云东海街道,林海尚都,林海尚都,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市三水区云东海街道林海尚都,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",112.883263,23.182989,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,三水区,,云东海街道,雅湖半岛,雅湖半岛,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市三水区云东海街道雅湖半岛,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}, {'title': '佛山7例新增病例情况、出现病症期间曾逗留过的小区、场所公布', 'url': 'https://mp.weixin.qq.com/s/rYXSSFnNTIIo-RsSPNy7CA'}, {'title': '2月6日0-12时佛山新增确诊7例：禅城1例、南海2例、顺德3例、三水1例', 'url': 'https://mp.weixin.qq.com/s/mooGP8w-Zz3iBgGfqXyFZg'}]",112.908669,23.17037,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,三水区,,西南街道,博雅滨江,博雅滨江,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市三水区西南街道博雅滨江,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}, {'title': '佛山7例新增病例情况、出现病症期间曾逗留过的小区、场所公布', 'url': 'https://mp.weixin.qq.com/s/rYXSSFnNTIIo-RsSPNy7CA'}]",112.875893,23.1607,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,三水区,,西南街道,恒达花园,恒达花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市三水区西南街道恒达花园,"[{'title': '4日0时-12时佛山新增确诊3例：南海2例、三水1例，曾逗留过的小区、场所公布', 'url': 'https://mp.weixin.qq.com/s/bxW6VHstgxQrWlQ9Q3swpw'}]",112.893478,23.1754,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,三水区,,开元路8号,山龙纺织染厂宿舍,山龙纺织染厂宿舍,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市三水区大塘镇开元路8号山龙纺织染厂宿舍,"[{'title': '2月8日0-12时佛山市新增确诊4例：禅城1例、南海2例、三水1例，最新情况公布', 'url': 'https://mp.weixin.qq.com/s/4-mv1FvXQTyf4TUV4S7R4Q'}]",112.94409,23.44934,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,三水区,,,,源潭张岗头村新六巷,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市三水区乐平镇源潭张岗头村新六巷,"[{'title': '2月11日佛山新增确诊8例：南海3例、顺德2例、三水3例，曾逗留过的小区、场所公布', 'url': 'https://mp.weixin.qq.com/s/b2ZioLag7XujrCDzPes58A'}]",112.977089,23.265869,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,三水区,,云东海街道,绿湖爱伦堡二区,绿湖爱伦堡二区,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市三水区云东海街道绿湖爱伦堡二区,"[{'title': '2月11日佛山新增确诊8例：南海3例、顺德2例、三水3例，曾逗留过的小区、场所公布', 'url': 'https://mp.weixin.qq.com/s/b2ZioLag7XujrCDzPes58A'}]",112.861107,23.191031,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,盐步隔海市场,盐步隔海市场,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区大沥镇盐步隔海市场,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.170006,23.097975,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,维京酒店,维京酒店,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区大沥镇维京酒店,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.194618,23.112801,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,黄岐万科四季花城,黄岐万科四季花城,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区大沥镇黄岐万科四季花城,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}, {'title': '2日0时-12时佛山新增确诊4例：南海1例，顺德3例，曾在这些小区、场所逗留', 'url': 'https://mp.weixin.qq.com/s/xmXTG3FdnsCqh0Jycrvo8Q'}, {'title': '2月8日0-12时佛山市新增确诊4例：禅城1例、南海2例、三水1例，最新情况公布', 'url': 'https://mp.weixin.qq.com/s/4-mv1FvXQTyf4TUV4S7R4Q'}]",113.183952,23.1525,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,桂城街道,中海千灯湖1号,中海千灯湖1号,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区桂城街道中海千灯湖1号,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.143257,23.06386,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,桂城街道,保利叶公馆,保利叶公馆,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区桂城街道保利叶公馆,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.156036,23.04575,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,桂城街道,夏南二大街,夏南二大街,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区桂城街道夏南二大街,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.179848,23.05645,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,桂城街道,怡翠玫瑰园,怡翠玫瑰园,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区桂城街道怡翠玫瑰园,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.144981,23.010151,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,桂城街道,景裕豪园,景裕豪园,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区桂城街道景裕豪园,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.137352,23.065109,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,罗村力迅城筑,罗村力迅城筑,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区狮山镇罗村力迅城筑,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.050667,23.07313,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,三胜颐景园,三胜颐景园,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区西樵镇三胜颐景园,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",112.978111,22.96833,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,西岸社区碧桂园,西岸社区碧桂园,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区西樵镇西岸社区碧桂园,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",112.841621,22.87211,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,里水镇维也纳酒店,里水镇维也纳酒店,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区里水镇维也纳酒店,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.083344,23.22509,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,金沙洲,恒大御景半岛,恒大御景半岛,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区里水镇金沙洲恒大御景半岛,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.210098,23.176781,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,怡翠馨园,怡翠馨园,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区怡翠馨园,"[{'title': '2月3日12时-24时佛山新增确诊1例，曾逗留过的小区公布', 'url': 'https://mp.weixin.qq.com/s/9rlTFVmqpxAla8wNj-jn8w'}]",113.170288,23.02763,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,裕和公寓,裕和公寓,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区九江沙头城区裕和公寓,"[{'title': '4日0时-12时佛山新增确诊3例：南海2例、三水1例，曾逗留过的小区、场所公布', 'url': 'https://mp.weixin.qq.com/s/bxW6VHstgxQrWlQ9Q3swpw'}]",113.14278,23.02882,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,桂城丽雅苑,桂城丽雅苑,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区桂城丽雅苑,"[{'title': '4日0时-12时佛山新增确诊3例：南海2例、三水1例，曾逗留过的小区、场所公布', 'url': 'https://mp.weixin.qq.com/s/bxW6VHstgxQrWlQ9Q3swpw'}]",113.13768,23.051041,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,沙涌环村南路十巷,,沙涌环村南路十巷,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区里水镇沙涌环村南路十巷,"[{'title': '2月6日0-12时佛山新增确诊7例：禅城1例、南海2例、顺德3例、三水1例', 'url': 'https://mp.weixin.qq.com/s/mooGP8w-Zz3iBgGfqXyFZg'}]",113.163132,23.141481,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,兴贤村委会上北村,兴贤村委会上北村,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区狮山镇兴贤村委会上北村,"[{'title': '2月8日0-12时佛山市新增确诊4例：禅城1例、南海2例、三水1例，最新情况公布', 'url': 'https://mp.weixin.qq.com/s/4-mv1FvXQTyf4TUV4S7R4Q'}]",113.091133,23.060301,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,恒大御景半岛,恒大御景半岛,-1,-1,-1,-1,-1,3,-1,-1,广东省佛山市南海区里水镇恒大御景半岛,"[{'title': '2月7日佛山市南海区新增确诊3例，曾逗留过的小区、场所公布', 'url': 'https://mp.weixin.qq.com/s/DJ2wqPqYHw-jyUCs82g3rg'}]",113.210098,23.176781,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,长信银湾小区,长信银湾小区,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区狮山镇罗村长信银湾小区,"[{'title': '2月11日佛山新增确诊8例：南海3例、顺德2例、三水3例，曾逗留过的小区、场所公布', 'url': 'https://mp.weixin.qq.com/s/b2ZioLag7XujrCDzPes58A'}]",113.03334,23.051121,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,,沙涌环村西路,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区里水镇沙涌环村西路,"[{'title': '2月11日佛山新增确诊8例：南海3例、顺德2例、三水3例，曾逗留过的小区、场所公布', 'url': 'https://mp.weixin.qq.com/s/b2ZioLag7XujrCDzPes58A'}]",113.164238,23.198481,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,南海区,,,裕和公寓,裕和公寓,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市南海区九江镇沙头水南社区裕和公寓,"[{'title': '2月12日佛山新增确诊3例：南海1例、顺德2例，曾逗留过的小区、场所公布！', 'url': 'https://mp.weixin.qq.com/s/BzRmrot5EL4FRlANN3jPog'}]",113.030258,22.91053,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,禅城区,,,万科城,万科城,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市禅城区南庄镇万科城,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",112.999153,22.97072,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,禅城区,,张槎街道,保利香槟花园,保利香槟花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市禅城区张槎街道保利香槟花园,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.08223,23.03297,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,禅城区,,石湾镇街道,依云上城,依云上城,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市禅城区石湾镇街道依云上城,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.15094,22.992149,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,禅城区,,石湾镇街道,碧桂园城市花园,碧桂园城市花园,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市禅城区石湾镇街道碧桂园城市花园,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.124138,22.981831,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,禅城区,,祖庙街道,同华西二路,同华西二路,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市禅城区祖庙街道同华西二路,"[{'title': '3日0时-12时佛山新增确诊2例：禅城1例，南海1例，曾逗留过的场所公布', 'url': 'https://mp.weixin.qq.com/s/eHEfmnmbRv8dNwSu4U-Fng'}]",113.110229,23.014219,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,禅城区,,祖庙街道,旭辉公元,旭辉公元,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市禅城区祖庙街道旭辉公元,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.110229,23.048349,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,禅城区,,,怡景丽苑,怡景丽苑,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市禅城区石湾镇街道怡景丽苑,"[{'title': '2月6日0-12时佛山新增确诊7例：禅城1例、南海2例、顺德3例、三水1例', 'url': 'https://mp.weixin.qq.com/s/mooGP8w-Zz3iBgGfqXyFZg'}]",113.137581,22.986549,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,禅城区,,魁奇二路139号,依云上城,依云上城,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市禅城区魁奇二路139号依云上城,"[{'title': '2月8日0-12时佛山市新增确诊4例：禅城1例、南海2例、三水1例，最新情况公布', 'url': 'https://mp.weixin.qq.com/s/4-mv1FvXQTyf4TUV4S7R4Q'}]",113.15095,22.99264,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,顺德区,,,保利拉菲,保利拉菲,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市顺德区乐从镇保利拉菲,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.081032,22.94997,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,顺德区,,,御庭沣酒店,御庭沣酒店,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市顺德区乐从镇御庭沣酒店,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.089241,22.958509,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,顺德区,,,深业城,深业城,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市顺德区北滘镇深业城,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.21833,22.920164,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,顺德区,,,碧桂西苑听涛居,碧桂西苑听涛居,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市顺德区北滘镇碧桂西苑听涛居,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.269608,22.93733,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,顺德区,,,美的悦公馆,美的悦公馆,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市顺德区北滘镇美的悦公馆,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}]",113.204819,22.93792,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,顺德区,,大良街道,汇城华庭,汇城华庭,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市顺德区大良街道汇城华庭,"[{'title': '佛山7例新增病例情况、出现病症期间曾逗留过的小区、场所公布', 'url': 'https://mp.weixin.qq.com/s/rYXSSFnNTIIo-RsSPNy7CA'}]",113.253304,22.821529,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,顺德区,,容桂街道,扁滘柏悦湾,扁滘柏悦湾,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市顺德区容桂街道扁滘柏悦湾,"[{'title': '2日0时-12时佛山新增确诊4例：南海1例，顺德3例，曾在这些小区、场所逗留', 'url': 'https://mp.weixin.qq.com/s/xmXTG3FdnsCqh0Jycrvo8Q'}]",113.258667,22.762131,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,顺德区,,容桂街道,晖胜尚轩,晖胜尚轩,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市顺德区容桂街道晖胜尚轩,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}, {'title': '佛山7例新增病例情况、出现病症期间曾逗留过的小区、场所公布', 'url': 'https://mp.weixin.qq.com/s/rYXSSFnNTIIo-RsSPNy7CA'}]",113.277969,22.74832,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
广东省,佛山市,顺德区,,容桂街道,龙光尚街大厦,龙光尚街大厦,-1,-1,-1,-1,-1,-1,-1,-1,广东省佛山市顺德区容桂街道龙光尚街大厦,"[{'title': '佛山市确诊病例出现病症期间曾逗留过的小区、场所→', 'url': 'https://mp.weixin.qq.com/s/R2C7yMToEwA775r7ITDsjg'}, {'title': '佛山7例新增病例情况、出现病症期间曾逗留过的小区、场所公布', 'url': 'https://mp.weixin.qq.com/s/rYXSSFnNTIIo-RsSPNy7CA'}]",113.269096,22.754471,"[{'name': '佛山发布', 'url': ''}]",-1,02-13
