province,city,district,county,street,community,show_address,cnt_inc_uncertain,cnt_inc_certain,cnt_inc_die,cnt_inc_recure,cnt_sum_uncertain,cnt_sum_certain,cnt_sum_die,cnt_sum_recure,full_address,release_date,article_source,id,lng,lat,doc_id,source,communitytype,distance,date_saved
云南省,玉溪市,红塔区,,北城街道,大石板社区秧草塘村,大石板社区秧草塘村,-1,-1,-1,-1,-1,2,-1,-1,云南省玉溪市红塔区北城街道大石板社区秧草塘村,,"[{'title': '玉溪新增4例确诊病例 详细路线公布！', 'url': 'https://mp.weixin.qq.com/s/THaIpahx_5VTWP2jcMMRMw'}, {'title': '玉溪市新增确诊病例1例！红塔大道50号华瑞小区实施隔离封闭管理', 'url': 'https://mp.weixin.qq.com/s/AjB4YCWmfSiJHzBJNhzHpg'}]",60bd8bd1be4e00780a29336dab42f18e,102.51207,24.46442,90000052_60bd8bd1be4e00780a29336dab42f18e,"[{'name': '玉溪发布', 'url': ''}]",1,-1,02-15
云南省,玉溪市,红塔区,,红塔大道50号,华瑞小区,华瑞小区,-1,-1,-1,-1,-1,4,-1,-1,云南省玉溪市红塔区红塔大道50号华瑞小区,,"[{'title': '玉溪市新增确诊病例1例！红塔大道50号华瑞小区实施隔离封闭管理', 'url': 'https://mp.weixin.qq.com/s/AjB4YCWmfSiJHzBJNhzHpg'}, {'title': '玉溪新增4例确诊病例 详细路线公布！', 'url': 'https://mp.weixin.qq.com/s/THaIpahx_5VTWP2jcMMRMw'}]",906bd94e39a38d60fd0a16d78ee63fe8,102.5463,24.34077,90000052_906bd94e39a38d60fd0a16d78ee63fe8,"[{'name': '玉溪发布', 'url': ''}]",1,-1,02-15
云南省,玉溪市,红塔区,,,玉景苑小区,玉景苑小区,-1,-1,-1,-1,-1,1,-1,-1,云南省玉溪市红塔区玉景苑小区,,"[{'title': '【通告】玉溪市新增1例，家住玉景苑小区', 'url': 'https://mp.weixin.qq.com/s/5Ly88K9i_UAmQ4BbdfMUXA'}]",74e15477efb4e7cd8a812e37332058a7,102.5448,24.336069,90000052_74e15477efb4e7cd8a812e37332058a7,"[{'name': '玉溪发布', 'url': ''}]",1,-1,02-15
云南省,保山市,腾冲市,腾冲市,,,镇安镇,-1,-1,-1,-1,-1,1,-1,-1,云南省保山市腾冲市镇安镇,,"[{'title': '新增确诊病例4例 1月30日12时至24时云南累计报告病例80例', 'url': 'https://mp.weixin.qq.com/s/sI06rmH67V3IpO-vT-kgIA'}]",5ad7c2e90cff271282f8025403d7bcfb,98.49097,25.02053,90000052_5ad7c2e90cff271282f8025403d7bcfb,[],1,-1,02-15
云南省,昆明市,官渡区,,小板桥街道,海伦国际小区,海伦国际小区,-1,-1,-1,-1,-1,1,-1,-1,云南省昆明市官渡区小板桥街道海伦国际小区,,"[{'title': '新增确诊病例4例 1月30日12时至24时云南累计报告病例80例', 'url': 'https://mp.weixin.qq.com/s/sI06rmH67V3IpO-vT-kgIA'}]",1b2b615f650d4bf6f8f7cf457a46f172,102.745262,24.9666,90000052_1b2b615f650d4bf6f8f7cf457a46f172,"[{'name': '掌上春城', 'url': ''}, {'name': '昆明发布', 'url': ''}]",1,-1,02-15
云南省,昆明市,官渡区,,矣六街道,星体花园北区13栋1单元,星体花园北区13栋1单元,-1,-1,-1,-1,-1,-1,-1,-1,云南省昆明市官渡区矣六街道星体花园北区13栋1单元,,"[{'title': '病例增速放缓！截至2月7日10时 昆明累计确诊40例 9个小区疫点采取隔离管理措施', 'url': 'https://mp.weixin.qq.com/s/VV4sxV_uByYsWVzbjjLzdQ'}]",c603c9a56aa704e3c5383d15c1fd7000,102.76237,24.94033,90000052_c603c9a56aa704e3c5383d15c1fd7000,"[{'name': '掌上春城', 'url': ''}, {'name': '昆明发布', 'url': ''}]",1,-1,02-15
云南省,昆明市,官渡区,,,昆船花园小区13栋2单元,昆船花园小区13栋2单元,-1,-1,-1,-1,-1,-1,-1,-1,云南省昆明市官渡区昆船花园小区13栋2单元,,"[{'title': '病例增速放缓！截至2月7日10时 昆明累计确诊40例 9个小区疫点采取隔离管理措施', 'url': 'https://mp.weixin.qq.com/s/VV4sxV_uByYsWVzbjjLzdQ'}]",d9f1c039aeb5aa9d42df8f41b4aacd9c,102.796402,24.98933,90000052_d9f1c039aeb5aa9d42df8f41b4aacd9c,"[{'name': '掌上春城', 'url': ''}, {'name': '昆明发布', 'url': ''}]",1,-1,02-15
云南省,昆明市,官渡区,,太和街道,都市坐标小区B栋7单元,都市坐标小区B栋7单元,-1,-1,-1,-1,-1,1,-1,-1,云南省昆明市官渡区太和街道都市坐标小区B栋7单元,,"[{'title': '关于对都市坐标小区B栋7单元实施隔离封闭管理的公告', 'url': 'https://m.weibo.cn/3840904562/4470156120097535'}]",f2ea9f872d6319c23a1fa8ea18487ffc,102.729591,25.018049,90000052_f2ea9f872d6319c23a1fa8ea18487ffc,"[{'name': '掌上春城', 'url': ''}, {'name': '昆明发布', 'url': ''}]",1,-1,02-15
云南省,昆明市,盘龙区,,,,金殿武家村,-1,-1,-1,-1,-1,1,-1,-1,云南省昆明市盘龙区金殿武家村,,"[{'title': '新增确诊病例4例 1月30日12时至24时云南累计报告病例80例', 'url': 'https://mp.weixin.qq.com/s/sI06rmH67V3IpO-vT-kgIA'}]",a18207b7765cc6f75d8441adec9722e4,102.75205,25.11624,90000052_a18207b7765cc6f75d8441adec9722e4,"[{'name': '掌上春城', 'url': ''}, {'name': '昆明发布', 'url': ''}]",1,-1,02-15
云南省,昆明市,盘龙区,,联盟街道,云锡花园2区西区1栋2单元,云锡花园2区西区1栋2单元,-1,-1,-1,-1,-1,-1,-1,-1,云南省昆明市盘龙区联盟街道云锡花园2区西区1栋2单元,,"[{'title': '病例增速放缓！截至2月7日10时 昆明累计确诊40例 9个小区疫点采取隔离管理措施', 'url': 'https://mp.weixin.qq.com/s/VV4sxV_uByYsWVzbjjLzdQ'}]",67153ceed5bc3e7bca6e9d7f8b0bd83d,102.736549,25.071529,90000052_67153ceed5bc3e7bca6e9d7f8b0bd83d,"[{'name': '掌上春城', 'url': ''}, {'name': '昆明发布', 'url': ''}]",1,-1,02-15
云南省,昆明市,东川区,,,黄包谷地小组,黄包谷地小组,-1,-1,-1,-1,-1,-1,-1,-1,云南省昆明市东川区乌龙镇黄包谷地小组,,"[{'title': '病例增速放缓！截至2月7日10时 昆明累计确诊40例 9个小区疫点采取隔离管理措施', 'url': 'https://mp.weixin.qq.com/s/VV4sxV_uByYsWVzbjjLzdQ'}]",c57d3365b74178ad6bf70cf3dffe78e3,103.079323,25.975559,90000052_c57d3365b74178ad6bf70cf3dffe78e3,"[{'name': '掌上春城', 'url': ''}, {'name': '昆明发布', 'url': ''}]",1,-1,02-15
云南省,昆明市,五华区,,红云街道,江东耀龙康城8栋3单元,江东耀龙康城8栋3单元,-1,-1,-1,-1,-1,-1,-1,-1,云南省昆明市五华区红云街道江东耀龙康城8栋3单元,,"[{'title': '病例增速放缓！截至2月7日10时 昆明累计确诊40例 9个小区疫点采取隔离管理措施', 'url': 'https://mp.weixin.qq.com/s/VV4sxV_uByYsWVzbjjLzdQ'}]",fd100606a65d25b7d80ccebeb8da1925,102.730247,25.098301,90000052_fd100606a65d25b7d80ccebeb8da1925,"[{'name': '掌上春城', 'url': ''}, {'name': '昆明发布', 'url': ''}]",1,-1,02-15
云南省,昆明市,五华区,,丰宁街道,春晖小区颐达园3栋,春晖小区颐达园3栋,-1,-1,-1,-1,-1,-1,-1,-1,云南省昆明市五华区丰宁街道春晖小区颐达园3栋,,"[{'title': '病例增速放缓！截至2月7日10时 昆明累计确诊40例 9个小区疫点采取隔离管理措施', 'url': 'https://mp.weixin.qq.com/s/VV4sxV_uByYsWVzbjjLzdQ'}]",f4f934ba7a489bf936ea3d7ddc20663b,102.676552,25.050993,90000052_f4f934ba7a489bf936ea3d7ddc20663b,"[{'name': '掌上春城', 'url': ''}, {'name': '昆明发布', 'url': ''}]",1,-1,02-15
云南省,昆明市,寻甸县,寻甸县,,塘子街道办事处小瓦匠村,塘子街道办事处小瓦匠村,-1,-1,-1,-1,-1,-1,-1,-1,云南省昆明市寻甸县塘子街道办事处小瓦匠村,,"[{'title': '病例增速放缓！截至2月7日10时 昆明累计确诊40例 9个小区疫点采取隔离管理措施', 'url': 'https://mp.weixin.qq.com/s/VV4sxV_uByYsWVzbjjLzdQ'}]",7e2320fd3e6e7b5d5a473473c4d9b665,103.28363,25.476999,90000052_7e2320fd3e6e7b5d5a473473c4d9b665,"[{'name': '掌上春城', 'url': ''}, {'name': '昆明发布', 'url': ''}]",1,-1,02-15
云南省,昆明市,西山区,,永昌街道,绿地大城天地4B商业22-5栋,绿地大城天地4B商业22-5栋,-1,-1,-1,-1,-1,-1,-1,-1,云南省昆明市西山区永昌街道绿地大城天地4B商业22-5栋,,"[{'title': '病例增速放缓！截至2月7日10时 昆明累计确诊40例 9个小区疫点采取隔离管理措施', 'url': 'https://mp.weixin.qq.com/s/VV4sxV_uByYsWVzbjjLzdQ'}]",60bd16bfca99f4138c96fa404042766b,102.701859,25.013399,90000052_60bd16bfca99f4138c96fa404042766b,"[{'name': '掌上春城', 'url': ''}, {'name': '昆明发布', 'url': ''}]",1,-1,02-15
云南省,昆明市,安宁市,,金方街道,恒大金碧天下博雅苑25栋1单元,恒大金碧天下博雅苑25栋1单元,-1,-1,-1,-1,-1,-1,-1,-1,云南省昆明市安宁市金方街道恒大金碧天下博雅苑25栋1单元,,"[{'title': '病例增速放缓！截至2月7日10时 昆明累计确诊40例 9个小区疫点采取隔离管理措施', 'url': 'https://mp.weixin.qq.com/s/VV4sxV_uByYsWVzbjjLzdQ'}]",68c57e86f1bb30e69d729fff8d2e4db0,102.562363,24.889889,90000052_68c57e86f1bb30e69d729fff8d2e4db0,"[{'name': '掌上春城', 'url': ''}, {'name': '昆明发布', 'url': ''}]",1,-1,02-15
云南省,德宏傣族景颇族自治州,瑞丽市,,,五缘玉城小区,五缘玉城小区,-1,-1,-1,-1,-1,1,-1,-1,云南省德宏傣族景颇族自治州瑞丽市五缘玉城小区,,"[{'title': '新增确诊病例4例 1月30日12时至24时云南累计报告病例80例', 'url': 'https://mp.weixin.qq.com/s/sI06rmH67V3IpO-vT-kgIA'}]",0db9bde05b1cd6accef941dd8f3e413b,97.84623,24.024139,90000052_0db9bde05b1cd6accef941dd8f3e413b,[],1,-1,02-15
云南省,西双版纳傣族自治州,景洪市,,,景洪农场三分场,景洪农场三分场,-1,-1,-1,-1,-1,1,-1,-1,云南省西双版纳傣族自治州景洪市 景洪农场三分场,,"[{'title': '新增确诊病例4例 1月30日12时至24时云南累计报告病例80例', 'url': 'https://mp.weixin.qq.com/s/sI06rmH67V3IpO-vT-kgIA'}]",158ed6a678579ac6818b5d81e8915fc5,100.753408,21.985604,90000052_158ed6a678579ac6818b5d81e8915fc5,[],1,-1,02-15
云南省,西双版纳傣族自治州,景洪市,,曼伞囡村,,曼伞囡村,-1,-1,-1,-1,-1,1,-1,-1,云南省西双版纳傣族自治州景洪市曼哈乡曼伞囡村,,"[{'title': '新增确诊病例4例 1月30日12时至24时云南累计报告病例80例', 'url': 'https://mp.weixin.qq.com/s/sI06rmH67V3IpO-vT-kgIA'}]",3f661061f74cec4bbef802ecfa79cdca,101.047478,21.759501,90000052_3f661061f74cec4bbef802ecfa79cdca,[],1,-1,02-15
吉林省,吉林市,丰满区,,,中海紫御江城,中海紫御江城,-1,-1,-1,-1,-1,1,-1,-1,吉林省吉林市丰满区中海紫御江城,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200203_6672971.html'}]",9e4a669eecfe20fe5d8519d362f3f109,126.567146,43.83226,90000052_9e4a669eecfe20fe5d8519d362f3f109,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,吉林市,昌邑区,,,吉炭小区,吉炭小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省吉林市昌邑区吉炭小区,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月4日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200204_6674927.html'}]",a63ea804a8e655c7fd386a0bf2102bc6,126.581863,43.87487,90000052_a63ea804a8e655c7fd386a0bf2102bc6,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,净月区,,,万科城,万科城,-1,-1,-1,-1,-1,3,-1,-1,吉林省长春市净月区万科城,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200202_6672614.html'}]",8536139d501986fa3421cbbd5da1d806,125.386841,43.799,90000052_8536139d501986fa3421cbbd5da1d806,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,净月区,,博学路,东城国际花园小区,东城国际花园小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市净月区博学路东城国际花园小区,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200201_6666989.html'}]",e927f5e29a8ae5b6deeaeb9fcf935859,125.414871,43.819729,90000052_e927f5e29a8ae5b6deeaeb9fcf935859,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,净月区,,净月街道,财苑家园,财苑家园,-1,-1,-1,-1,-1,2,-1,-1,吉林省长春市净月区净月街道财苑家园,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月4日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200204_6674927.html'}, {'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}]",c48f86e6bae4a9da1b3c9acdbca49068,125.446503,43.82782,90000052_c48f86e6bae4a9da1b3c9acdbca49068,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,朝阳区,,,崇智路694号,崇智路694号,-1,-1,-1,-1,-1,5,-1,-1,吉林省长春市朝阳区崇智路694号,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200201_6666989.html'}, {'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200202_6672614.html'}, {'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200203_6672971.html'}]",03c937b1b22aa8cce0dac67a50a3456e,125.31404,43.89262,90000052_03c937b1b22aa8cce0dac67a50a3456e,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,绿园区,,,西城国际公馆,西城国际公馆,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市绿园区西城国际公馆,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200203_6672971.html'}]",0a7aa626893acebbfdfbac6f0e8a4baa,125.268951,43.898201,90000052_0a7aa626893acebbfdfbac6f0e8a4baa,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,绿园区,,,长客花园,长客花园,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市绿园区长客花园,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月7日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200207_6828195.html'}]",5e3963a983f654fb9e3442a182b6bcaa,125.289803,43.909149,90000052_5e3963a983f654fb9e3442a182b6bcaa,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,高新区,,,中海兰庭小区,中海兰庭小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市高新区中海兰庭小区,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200201_6666989.html'}]",a88c55f67f15b4489f1285e355c96ee2,125.259201,43.783199,90000052_a88c55f67f15b4489f1285e355c96ee2,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,高新区,,,北湾新城,北湾新城,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市高新区北湾新城,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}]",d240d307d55ea4dfb504644f1baa7f4c,125.391365,43.969044,90000052_d240d307d55ea4dfb504644f1baa7f4c,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,高新区,,,恒大绿洲,恒大绿洲,-1,-1,-1,-1,-1,5,-1,-1,吉林省长春市高新区恒大绿洲,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}, {'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月9日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200209_6829127.html'}]",84c16b5f378277bc8d3146b59153af0c,125.259071,43.774448,90000052_84c16b5f378277bc8d3146b59153af0c,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,高新区,,,飞跃经典小区,飞跃经典小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市高新区飞跃经典小区,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}]",788421ebbdb25a61504f937a28d69c5e,125.241211,43.832779,90000052_788421ebbdb25a61504f937a28d69c5e,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,高新区,,,吉大南校家属楼,吉大南校家属楼,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市高新区吉大南校家属楼,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月9日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200209_6829127.html'}]",4152337ba6df9ab37e22c520c49160bd,125.27935,43.828747,90000052_4152337ba6df9ab37e22c520c49160bd,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,九台区,,,龙凤二期,龙凤二期,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市九台区龙凤二期,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}]",f78eff1f04d441d2d30e43063551d145,125.686569,44.224972,90000052_f78eff1f04d441d2d30e43063551d145,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,九台区,,工商一条街,铁路家属楼,铁路家属楼,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市九台区工商一条街铁路家属楼,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月6日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200206_6827634.html'}]",3246e7c804bf9cd3d9ad5a5434a47c2c,125.83828,44.150131,90000052_3246e7c804bf9cd3d9ad5a5434a47c2c,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,二道区,,,力旺康城小区,力旺康城小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市二道区力旺康城小区,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}]",71f662d0d90753bef5de7e8307fdb8c8,125.370705,43.945663,90000052_71f662d0d90753bef5de7e8307fdb8c8,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,二道区,,,天富北苑,天富北苑,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市二道区天富北苑,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月7日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200207_6828195.html'}]",b6332900762a6c3694937b4c54b7d8f0,125.37458,43.90736,90000052_b6332900762a6c3694937b4c54b7d8f0,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,宽城区,,,北十条荣旺天下,北十条荣旺天下,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市宽城区北十条荣旺天下,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月5日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200205_6785982.html'}]",a56f2585889badcbf3362fc0c6389e58,125.35038,43.917198,90000052_a56f2585889badcbf3362fc0c6389e58,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,宽城区,,,金都小镇,金都小镇,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市宽城区金都小镇,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月9日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200209_6829127.html'}]",0c0db3dfd79c5074f606314316c8516c,125.286697,43.965321,90000052_0c0db3dfd79c5074f606314316c8516c,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,经开区,,,首地首城,首地首城,-1,-1,-1,-1,-1,3,-1,-1,吉林省长春市经开区首地首城,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月9日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200209_6829127.html'}, {'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月10日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200210_6829495.html'}]",6dbf7293c9f6d501f5c68172c0a532a8,125.411354,43.840981,90000052_6dbf7293c9f6d501f5c68172c0a532a8,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,经开区,,,像素公园,像素公园,-1,-1,-1,-1,-1,2,-1,-1,吉林省长春市经开区像素公园,20200215,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒肺炎疫情情况通报（2020年2月14日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200214_6837526.html'}, {'title': '吉林省卫生健康委员会关于新型冠状病毒肺炎疫情情况通报（2020年2月15日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200215_6838341.html'}]",d9c1e953a365bfe2a315809ac2fcbddf,125.412201,43.848518,90000052_d9c1e953a365bfe2a315809ac2fcbddf,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,长春市,南关区,,东岭南街,达顺小区,达顺小区,-1,-1,-1,-1,-1,2,-1,-1,吉林省长春市南关区东岭南街达顺小区,,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒感染的肺炎疫情情况通报（2020年2月10日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200210_6829495.html'}, {'title': '吉林省卫生健康委员会关于新型冠状病毒肺炎疫情情况通报（2020年2月11日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200211_6835225.html'}]",58759a1ba05ab5a65dec6d0be832788c,125.352364,43.85519,90000052_58759a1ba05ab5a65dec6d0be832788c,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",1,-1,02-15
吉林省,四平市,公主岭市,,,,双河村1组,-1,-1,-1,-1,-1,1,-1,-1,吉林省四平市公主岭市十屋镇双河村1组,,"[{'title': '紧急扩散，公主岭市今日新增两例病例行程轨迹来了！', 'url': 'https://mp.weixin.qq.com/s/KW128634wCk05iJnub47-w'}]",d3551c1e30811379c77138f875c63ba1,124.24987,43.821548,90000052_d3551c1e30811379c77138f875c63ba1,[],1,-1,02-15
吉林省,四平市,公主岭市,,,,三合堡村8组,-1,-1,-1,-1,-1,2,-1,-1,吉林省四平市公主岭市怀德镇三合堡村8组,,"[{'title': '公主岭市新增两例新型冠状病毒感染的肺炎患者行程轨迹', 'url': 'https://mp.weixin.qq.com/s/6BExABnob5FBvJHVIRwX4Q'}, {'title': '紧急扩散，公主岭市今日新增两例病例行程轨迹来了！', 'url': 'https://mp.weixin.qq.com/s/KW128634wCk05iJnub47-w'}]",1ec74d356d0a51ad1c761a87f2cf8da9,124.706909,43.815208,90000052_1ec74d356d0a51ad1c761a87f2cf8da9,[],1,-1,02-15
吉林省,四平市,公主岭市,,,,南平村5队,-1,-1,-1,-1,-1,1,-1,-1,吉林省四平市公主岭市秦家屯镇南平村5队,,"[{'title': '公主岭市新增两例新型冠状病毒感染的肺炎患者行程轨迹', 'url': 'https://mp.weixin.qq.com/s/6BExABnob5FBvJHVIRwX4Q'}]",955a69cac32f89a2956866f3fe87004e,124.657082,43.785648,90000052_955a69cac32f89a2956866f3fe87004e,[],1,-1,02-15
吉林省,辽源市,东辽县,,,龙腾花园,龙腾花园,-1,-1,-1,-1,-1,1,-1,-1,吉林省辽源市东辽县渭津镇龙腾花园,20200215,"[{'title': '吉林省卫生健康委员会关于新型冠状病毒肺炎疫情情况通报（2020年2月15日公布）', 'url': 'http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200215_6838341.html'}]",2932a1a04874543027ac3a1fc7ca73f7,125.27037,42.79501,90000052_2932a1a04874543027ac3a1fc7ca73f7,[],1,-1,02-15
天津市,天津市,宁河区,,,,王北村,-1,-1,-1,-1,-1,1,-1,-1,天津市宁河区芦台镇王北村,,"[{'title': '宁和发布微博第3例', 'url': 'https://m.weibo.cn/3288836375/4467528383874070'}]",0e5119f024e7ba6bea52ed7267b3d121,117.771988,39.358971,90000052_0e5119f024e7ba6bea52ed7267b3d121,"[{'name': '天津市卫生健康委员会', 'url': ''}]",1,-1,02-15
天津市,天津市,宁河区,,,运河家园,运河家园,-1,-1,-1,-1,-1,3,-1,-1,天津市宁河区芦台镇运河家园,,"[{'title': '宁和发布微博第2例', 'url': 'https://m.weibo.cn/3288836375/4467464668684998'}, {'title': '宁和发布微博第4例', 'url': 'https://m.weibo.cn/3288836375/4467899127488591'}, {'title': '紧急通知', 'url': 'https://mp.weixin.qq.com/s/amzqj6AcFJhweIRedaUCdA'}]",0cbb68c3e1ddc8df5b6239b40f3063b8,117.802422,39.351799,90000052_0cbb68c3e1ddc8df5b6239b40f3063b8,"[{'name': '天津市卫生健康委员会', 'url': ''}]",1,-1,02-15
