Country,Province,City,AllOrToday,confirm,suspect,dead,heal
中国,,,All,31214,26359,637,1566
中国,,,Today,3154,0,0,0
中国,湖北,,All,22112,0,618,817
中国,湖北,,Today,2447,0,0,0
中国,湖北,武汉,All,11618,0,478,476
中国,湖北,武汉,Today,1501,0,0,0
中国,湖北,孝感,All,2141,0,25,25
中国,湖北,孝感,Today,255,0,0,0
中国,湖北,黄冈,All,1897,0,32,66
中国,湖北,黄冈,Today,90,0,0,0
中国,湖北,随州,All,915,0,9,9
中国,湖北,随州,Today,81,0,0,0
中国,湖北,荆州,All,885,0,10,22
中国,湖北,荆州,Today,84,0,0,0
中国,湖北,襄阳,All,838,0,3,29
中国,湖北,襄阳,Today,51,0,0,0
中国,湖北,黄石,All,635,0,2,31
中国,湖北,黄石,Today,69,0,0,0
中国,湖北,宜昌,All,610,0,7,11
中国,湖北,宜昌,Today,47,0,0,0
中国,湖北,荆门,All,553,0,17,24
中国,湖北,荆门,Today,45,0,0,0
中国,湖北,鄂州,All,471,0,18,9
中国,湖北,鄂州,Today,48,0,0,0
中国,湖北,咸宁,All,443,0,1,6
中国,湖北,咸宁,Today,44,0,0,0
中国,湖北,十堰,All,395,0,0,24
中国,湖北,十堰,Today,42,0,0,0
中国,湖北,仙桃,All,307,0,5,11
中国,湖北,仙桃,Today,42,0,0,0
中国,湖北,天门,All,163,0,10,1
中国,湖北,天门,Today,25,0,0,0
中国,湖北,恩施州,All,157,0,0,10
中国,湖北,恩施州,Today,13,0,0,0
中国,湖北,潜江,All,74,0,1,0
中国,湖北,潜江,Today,10,0,0,0
中国,湖北,神农架,All,10,0,0,2
中国,湖北,神农架,Today,0,0,0,0
中国,湖北,地区待确认,All,0,0,0,3
中国,湖北,地区待确认,Today,0,0,0,0
中国,广东,,All,1018,0,1,72
中国,广东,,Today,74,0,0,0
中国,广东,深圳,All,334,0,0,22
中国,广东,深圳,Today,20,0,0,0
中国,广东,广州,All,284,0,0,20
中国,广东,广州,Today,29,0,0,0
中国,广东,珠海,All,73,0,0,4
中国,广东,珠海,Today,0,0,0,0
中国,广东,佛山,All,57,0,0,4
中国,广东,佛山,Today,7,0,0,0
中国,广东,东莞,All,53,0,0,1
中国,广东,东莞,Today,6,0,0,0
中国,广东,中山,All,46,0,0,6
中国,广东,中山,Today,2,0,0,0
中国,广东,惠州,All,39,0,0,1
中国,广东,惠州,Today,4,0,0,0
中国,广东,汕头,All,22,0,0,3
中国,广东,汕头,Today,2,0,0,0
中国,广东,湛江,All,19,0,0,4
中国,广东,湛江,Today,0,0,0,0
中国,广东,肇庆,All,14,0,1,1
中国,广东,肇庆,Today,1,0,0,0
中国,广东,阳江,All,13,0,0,0
中国,广东,阳江,Today,0,0,0,0
中国,广东,梅州,All,12,0,0,4
中国,广东,梅州,Today,0,0,0,0
中国,广东,江门,All,11,0,0,1
中国,广东,江门,Today,2,0,0,0
中国,广东,清远,All,10,0,0,2
中国,广东,清远,Today,0,0,0,0
中国,广东,揭阳,All,7,0,0,0
中国,广东,揭阳,Today,0,0,0,0
中国,广东,韶关,All,6,0,0,1
中国,广东,韶关,Today,0,0,0,0
中国,广东,茂名,All,6,0,0,0
中国,广东,茂名,Today,0,0,0,0
中国,广东,汕尾,All,5,0,0,1
中国,广东,汕尾,Today,0,0,0,0
中国,广东,潮州,All,5,0,0,0
中国,广东,潮州,Today,0,0,0,0
中国,广东,河源,All,2,0,0,0
中国,广东,河源,Today,1,0,0,0
中国,广东,地区待确认,All,0,0,0,0
中国,广东,地区待确认,Today,0,0,0,0
中国,浙江,,All,1006,0,0,99
中国,浙江,,Today,52,0,0,0
中国,浙江,温州,All,421,0,0,36
中国,浙江,温州,Today,25,0,0,0
中国,浙江,杭州,All,156,0,0,16
中国,浙江,杭州,Today,5,0,0,0
中国,浙江,宁波,All,136,0,0,9
中国,浙江,宁波,Today,10,0,0,0
中国,浙江,台州,All,129,0,0,14
中国,浙江,台州,Today,5,0,0,0
中国,浙江,金华,All,48,0,0,9
中国,浙江,金华,Today,1,0,0,0
中国,浙江,嘉兴,All,35,0,0,1
中国,浙江,嘉兴,Today,5,0,0,0
中国,浙江,绍兴,All,34,0,0,3
中国,浙江,绍兴,Today,1,0,0,0
中国,浙江,丽水,All,16,0,0,3
中国,浙江,丽水,Today,0,0,0,0
中国,浙江,衢州,All,15,0,0,3
中国,浙江,衢州,Today,0,0,0,0
中国,浙江,湖州,All,9,0,0,1
中国,浙江,湖州,Today,0,0,0,0
中国,浙江,舟山,All,7,0,0,4
中国,浙江,舟山,Today,0,0,0,0
中国,河南,,All,914,0,3,68
中国,河南,,Today,63,0,0,0
中国,河南,信阳,All,176,0,0,6
中国,河南,信阳,Today,12,0,0,0
中国,河南,南阳,All,118,0,2,1
中国,河南,南阳,Today,7,0,0,0
中国,河南,郑州,All,112,0,0,28
中国,河南,郑州,Today,10,0,0,0
中国,河南,驻马店,All,106,0,0,2
中国,河南,驻马店,Today,8,0,0,0
中国,河南,商丘,All,72,0,0,4
中国,河南,商丘,Today,7,0,0,0
中国,河南,周口,All,60,0,0,8
中国,河南,周口,Today,1,0,0,0
中国,河南,平顶山,All,46,0,0,0
中国,河南,平顶山,Today,5,0,0,0
中国,河南,新乡,All,41,0,0,4
中国,河南,新乡,Today,0,0,0,0
中国,河南,安阳,All,40,0,0,1
中国,河南,安阳,Today,3,0,0,0
中国,河南,许昌,All,28,0,0,0
中国,河南,许昌,Today,2,0,0,0
中国,河南,漯河,All,26,0,0,0
中国,河南,漯河,Today,0,0,0,0
中国,河南,洛阳,All,24,0,0,1
中国,河南,洛阳,Today,3,0,0,0
中国,河南,开封,All,20,0,0,0
中国,河南,开封,Today,2,0,0,0
中国,河南,焦作,All,18,0,0,0
中国,河南,焦作,Today,1,0,0,0
中国,河南,鹤壁,All,11,0,0,0
中国,河南,鹤壁,Today,1,0,0,0
中国,河南,三门峡,All,7,0,0,2
中国,河南,三门峡,Today,0,0,0,0
中国,河南,濮阳,All,5,0,0,0
中国,河南,濮阳,Today,0,0,0,0
中国,河南,济源示范区,All,4,0,0,0
中国,河南,济源示范区,Today,1,0,0,0
中国,河南,地区待确认,All,0,0,1,11
中国,河南,地区待确认,Today,0,0,0,0
中国,湖南,,All,772,0,0,101
中国,湖南,,Today,61,0,0,0
中国,湖南,长沙,All,190,0,0,18
中国,湖南,长沙,Today,11,0,0,0
中国,湖南,岳阳,All,107,0,0,4
中国,湖南,岳阳,Today,14,0,0,0
中国,湖南,邵阳,All,83,0,0,9
中国,湖南,邵阳,Today,9,0,0,0
中国,湖南,常德,All,64,0,0,14
中国,湖南,常德,Today,2,0,0,0
中国,湖南,娄底,All,53,0,0,4
中国,湖南,娄底,Today,2,0,0,0
中国,湖南,株洲,All,46,0,0,7
中国,湖南,株洲,Today,5,0,0,0
中国,湖南,益阳,All,43,0,0,6
中国,湖南,益阳,Today,2,0,0,0
中国,湖南,衡阳,All,43,0,0,8
中国,湖南,衡阳,Today,0,0,0,0
中国,湖南,永州,All,38,0,0,8
中国,湖南,永州,Today,6,0,0,0
中国,湖南,怀化,All,38,0,0,10
中国,湖南,怀化,Today,2,0,0,0
中国,湖南,郴州,All,29,0,0,6
中国,湖南,郴州,Today,4,0,0,0
中国,湖南,湘潭,All,25,0,0,7
中国,湖南,湘潭,Today,1,0,0,0
中国,湖南,湘西自治州,All,8,0,0,1
中国,湖南,湘西自治州,Today,1,0,0,0
中国,湖南,张家界,All,5,0,0,2
中国,湖南,张家界,Today,2,0,0,0
中国,安徽,,All,665,0,0,34
中国,安徽,,Today,74,0,0,0
中国,安徽,合肥,All,115,0,0,7
中国,安徽,合肥,Today,11,0,0,0
中国,安徽,阜阳,All,105,0,0,7
中国,安徽,阜阳,Today,10,0,0,0
中国,安徽,蚌埠,All,88,0,0,0
中国,安徽,蚌埠,Today,24,0,0,0
中国,安徽,亳州,All,72,0,0,5
中国,安徽,亳州,Today,6,0,0,0
中国,安徽,安庆,All,66,0,0,3
中国,安徽,安庆,Today,6,0,0,0
中国,安徽,六安,All,41,0,0,1
中国,安徽,六安,Today,5,0,0,0
中国,安徽,马鞍山,All,30,0,0,0
中国,安徽,马鞍山,Today,0,0,0,0
中国,安徽,宿州,All,27,0,0,0
中国,安徽,宿州,Today,2,0,0,0
中国,安徽,芜湖,All,27,0,0,2
中国,安徽,芜湖,Today,1,0,0,0
中国,安徽,淮北,All,22,0,0,0
中国,安徽,淮北,Today,5,0,0,0
中国,安徽,铜陵,All,22,0,0,2
中国,安徽,铜陵,Today,2,0,0,0
中国,安徽,淮南,All,14,0,0,2
中国,安徽,淮南,Today,2,0,0,0
中国,安徽,池州,All,11,0,0,1
中国,安徽,池州,Today,0,0,0,0
中国,安徽,滁州,All,11,0,0,2
中国,安徽,滁州,Today,0,0,0,0
中国,安徽,黄山,All,9,0,0,0
中国,安徽,黄山,Today,0,0,0,0
中国,安徽,宣城,All,5,0,0,2
中国,安徽,宣城,Today,0,0,0,0
中国,江西,,All,661,0,0,45
中国,江西,,Today,61,0,0,0
中国,江西,南昌,All,162,0,0,14
中国,江西,南昌,Today,13,0,0,0
中国,江西,九江,All,95,0,0,4
中国,江西,九江,Today,3,0,0,0
中国,江西,新余,All,87,0,0,5
中国,江西,新余,Today,9,0,0,0
中国,江西,上饶,All,86,0,0,5
中国,江西,上饶,Today,8,0,0,0
中国,江西,宜春,All,62,0,0,5
中国,江西,宜春,Today,8,0,0,0
中国,江西,赣州,All,59,0,0,2
中国,江西,赣州,Today,7,0,0,0
中国,江西,抚州,All,56,0,0,7
中国,江西,抚州,Today,10,0,0,0
中国,江西,萍乡,All,24,0,0,1
中国,江西,萍乡,Today,1,0,0,0
中国,江西,吉安,All,16,0,0,1
中国,江西,吉安,Today,1,0,0,0
中国,江西,鹰潭,All,10,0,0,0
中国,江西,鹰潭,Today,1,0,0,0
中国,江西,景德镇,All,4,0,0,1
中国,江西,景德镇,Today,0,0,0,0
中国,重庆,,All,411,0,2,24
中国,重庆,,Today,11,0,0,0
中国,重庆,万州区,All,73,0,1,2
中国,重庆,万州区,Today,3,0,0,0
中国,重庆,云阳县,All,19,0,0,3
中国,重庆,云阳县,Today,0,0,0,0
中国,重庆,江北区,All,19,0,0,0
中国,重庆,江北区,Today,1,0,0,0
中国,重庆,渝中区,All,19,0,0,0
中国,重庆,渝中区,Today,1,0,0,0
中国,重庆,九龙坡区,All,19,0,1,0
中国,重庆,九龙坡区,Today,0,0,0,0
中国,重庆,开州区,All,18,0,0,2
中国,重庆,开州区,Today,0,0,0,0
中国,重庆,垫江县,All,17,0,0,1
中国,重庆,垫江县,Today,0,0,0,0
中国,重庆,忠县,All,16,0,0,1
中国,重庆,忠县,Today,1,0,0,0
中国,重庆,合川区,All,15,0,0,0
中国,重庆,合川区,Today,0,0,0,0
中国,重庆,綦江区,All,14,0,0,0
中国,重庆,綦江区,Today,1,0,0,0
中国,重庆,两江新区,All,14,0,0,0
中国,重庆,两江新区,Today,0,0,0,0
