province,city,district,county,street,community,show_address,cnt_inc_uncertain,cnt_inc_certain,cnt_inc_die,cnt_inc_recure,cnt_sum_uncertain,cnt_sum_certain,cnt_sum_die,cnt_sum_recure,full_address,lng,lat,source,distance,date_saved
云南省,昆明市,东川区,,,黄包谷地,黄包谷地,-1,-1,-1,-1,-1,1,-1,-1,云南省昆明市东川区乌龙镇瓦房村黄包谷地,103.079323,25.975559,"[{'name': '掌上春城', 'url': ''}]",-1,02-06
云南省,昆明市,五华区,,,春晖小区,春晖小区,-1,-1,-1,-1,-1,2,-1,-1,云南省昆明市五华区春晖小区,102.679253,25.051399,"[{'name': '掌上春城', 'url': ''}]",-1,02-06
云南省,昆明市,五华区,,,耀龙康城,耀龙康城,-1,-1,-1,-1,-1,1,-1,-1,云南省昆明市五华区耀龙康城,102.73024699999999,25.098301,"[{'name': '掌上春城', 'url': ''}]",-1,02-06
云南省,昆明市,五华区,,,新闻里小区,新闻里小区,-1,-1,-1,-1,-1,2,-1,-1,云南省昆明市五华区新闻里小区,102.692291,25.034473000000002,"[{'name': '掌上春城', 'url': ''}]",-1,02-06
云南省,昆明市,五华区,,,西景盛典小区,西景盛典小区,-1,-1,-1,-1,-1,1,-1,-1,云南省昆明市五华区西景盛典小区,102.70737,25.043470000000003,"[{'name': '掌上春城', 'url': ''}]",-1,02-06
云南省,昆明市,五华区,,丰宁街道,,丰宁街道,-1,-1,-1,-1,-1,1,-1,-1,云南省昆明市五华区丰宁街道,102.684097,25.053711,"[{'name': '掌上春城', 'url': ''}]",-1,02-06
云南省,昆明市,官渡区,,,星体花园,星体花园,-1,-1,-1,-1,-1,2,-1,-1,云南省昆明市官渡区星体花园,102.76215400000001,24.940334,"[{'name': '掌上春城', 'url': ''}]",-1,02-06
云南省,昆明市,官渡区,,小板桥街道,海伦国际小区,海伦国际小区,-1,-1,-1,-1,-1,1,-1,-1,云南省昆明市官渡区小板桥街道海伦国际小区,102.745262,24.9666,"[{'name': '掌上春城', 'url': ''}]",-1,02-06
云南省,昆明市,盘龙区,,,云锡花园,云锡花园,-1,-1,-1,-1,-1,1,-1,-1,云南省昆明市盘龙区云锡花园,102.736549,25.071529,"[{'name': '掌上春城', 'url': ''}]",-1,02-06
云南省,昆明市,盘龙区,,,,金殿武家村,-1,-1,-1,-1,-1,1,-1,-1,云南省昆明市盘龙区金殿武家村,102.75205,25.116239999999998,"[{'name': '掌上春城', 'url': ''}]",-1,02-06
云南省,昆明市,西山区,,,绿地大城天地商业区,绿地大城天地商业区,-1,-1,-1,-1,-1,2,-1,-1,云南省昆明市西山区绿地大城天地商业区,102.702164,25.013317,"[{'name': '掌上春城', 'url': ''}]",-1,02-06
云南省,玉溪市,红塔区,,北城街道,大石板社区秧草塘村,大石板社区秧草塘村,-1,-1,-1,-1,-1,2,-1,-1,云南省玉溪市红塔区北城街道大石板社区秧草塘村,102.51207,24.46442,"[{'name': '玉溪发布', 'url': ''}]",-1,02-06
云南省,玉溪市,红塔区,,红塔大道50号,华瑞小区,华瑞小区,-1,-1,-1,-1,-1,4,-1,-1,云南省玉溪市红塔区红塔大道50号华瑞小区,102.5463,24.340770000000003,"[{'name': '玉溪发布', 'url': ''}]",-1,02-06
云南省,保山市,腾冲市,腾冲市,,,镇安镇,-1,-1,-1,-1,-1,1,-1,-1,云南省保山市腾冲市镇安镇,98.49096999999999,25.020529999999997,[],-1,02-06
云南省,西双版纳州,景洪市,,,景洪农场三分场,景洪农场三分场,-1,-1,-1,-1,-1,1,-1,-1,云南省西双版纳州景洪市 景洪农场三分场,100.753408,21.985604000000002,[],-1,02-06
云南省,西双版纳州,景洪市,,曼伞囡村,,曼伞囡村,-1,-1,-1,-1,-1,1,-1,-1,云南省西双版纳州景洪市曼哈乡曼伞囡村,101.047478,21.759501,[],-1,02-06
云南省,德宏傣族景颇族自治州,瑞丽市,,,五缘玉城小区,五缘玉城小区,-1,-1,-1,-1,-1,1,-1,-1,云南省德宏傣族景颇族自治州瑞丽市五缘玉城小区,97.84623,24.024139,[],-1,02-06
吉林省,吉林市,丰满区,,,中海紫御江城,中海紫御江城,-1,-1,-1,-1,-1,1,-1,-1,吉林省吉林市丰满区中海紫御江城,126.567146,43.83226,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,吉林市,昌邑区,,,吉炭小区,吉炭小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省吉林市昌邑区吉炭小区,126.58186299999998,43.87487,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,长春市,净月区,,,万科城,万科城,-1,-1,-1,-1,-1,3,-1,-1,吉林省长春市净月区万科城,125.38684099999999,43.799,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,长春市,净月区,,博学路,东城国际花园小区,东城国际花园小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市净月区博学路东城国际花园小区,125.41487099999999,43.819728999999995,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,长春市,净月区,,净月街道,财苑家园,财苑家园,-1,-1,-1,-1,-1,2,-1,-1,吉林省长春市净月区净月街道财苑家园,125.446503,43.82782,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,长春市,朝阳区,,,崇智路694号,崇智路694号,-1,-1,-1,-1,-1,5,-1,-1,吉林省长春市朝阳区崇智路694号,125.31403999999999,43.89262,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,长春市,绿园区,,,西城国际公馆,西城国际公馆,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市绿园区西城国际公馆,125.268951,43.898201,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,长春市,高新区,,,中海兰庭小区,中海兰庭小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市高新区中海兰庭小区,125.259201,43.783198999999996,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,长春市,高新区,,,北湾新城,北湾新城,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市高新区北湾新城,125.391365,43.969044,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,长春市,高新区,,,恒大绿洲,恒大绿洲,-1,-1,-1,-1,-1,4,-1,-1,吉林省长春市高新区恒大绿洲,125.25907099999999,43.774448,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,长春市,高新区,,,飞跃经典小区,飞跃经典小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市高新区飞跃经典小区,125.241211,43.832778999999995,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,长春市,九台区,,,龙凤二期,龙凤二期,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市九台区龙凤二期,125.68656899999999,44.224971999999994,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,长春市,九台区,,工商一条街,铁路家属楼,铁路家属楼,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市九台区工商一条街铁路家属楼,125.83828000000001,44.150131,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,长春市,二道区,,,力旺康城小区,力旺康城小区,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市二道区力旺康城小区,125.370705,43.945663,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
吉林省,长春市,宽城区,,,北十条荣旺天下,北十条荣旺天下,-1,-1,-1,-1,-1,1,-1,-1,吉林省长春市宽城区北十条荣旺天下,125.35038,43.917198,"[{'name': '吉林省卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宁河区,,,,王北村,-1,-1,-1,-1,-1,1,-1,-1,天津市宁河区芦台镇王北村,117.771988,39.358971000000004,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宁河区,,,运河家园,运河家园,-1,-1,-1,-1,-1,2,-1,-1,天津市宁河区芦台镇运河家园,117.80242199999999,39.351799,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,宝平街道,华苑东区,华苑东区,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区宝平街道华苑东区,117.30587,39.709171000000005,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,宝平街道,宝平景苑东区,宝平景苑东区,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区宝平街道宝平景苑东区,117.29531100000001,39.70789,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,宝平街道,宝平景苑西区,宝平景苑西区,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区宝平街道宝平景苑西区,117.29137,39.70902,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,宝平街道,河景馨园小区,河景馨园小区,-1,-1,-1,-1,-1,2,-1,-1,天津市宝坻区宝平街道河景馨园小区,117.28926799999999,39.702579,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,朝霞街道,开元新居小区,开元新居小区,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区朝霞街道开元新居小区,117.284828,39.741463,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,海滨街道,宝鑫景苑小区,宝鑫景苑小区,-1,-1,-1,-1,-1,2,-1,-1,天津市宝坻区海滨街道宝鑫景苑小区,117.321983,39.73172,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,海滨街道,御景华城小区,御景华城小区,-1,-1,-1,-1,-1,2,-1,-1,天津市宝坻区海滨街道御景华城小区,117.350296,39.738712,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,,,焦山寺村,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区牛道口镇焦山寺村,117.29078700000001,39.779078999999996,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,钰华街道,凯瑞国际小区,凯瑞国际小区,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区钰华街道凯瑞国际小区,117.33643300000001,39.722679,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,,,古庄村,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区大口屯镇古庄村,117.258926,39.592751,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,,,大钟庄村,-1,-1,-1,-1,-1,2,-1,-1,天津市宝坻区大钟庄镇大钟庄村,117.577377,39.687401,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,海滨街道,蓝水湾小区,蓝水湾小区,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区海滨街道蓝水湾小区,117.29926299999998,39.739964,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,,,前齐各庄村,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区口东镇前齐各庄村,117.405441,39.669762,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,宝平街道,瑞景花园小区,瑞景花园小区,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区宝平街道瑞景花园小区,117.31176799999999,39.72253,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,朝霞街道,状元城小区,状元城小区,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区朝霞街道状元城小区,117.284828,39.741463,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,,,窝贝厂村,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区林亭口镇窝贝厂村,117.53350800000001,39.603519,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,宝坻区,,钰华街道,金玉四园小区,金玉四园小区,-1,-1,-1,-1,-1,1,-1,-1,天津市宝坻区钰华街道金玉四园小区,117.309227,39.699261,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,滨海新区,,,中新生态城,中新生态城,-1,-1,-1,-1,-1,1,-1,-1,天津市滨海新区中新生态城,117.73755600000001,39.116772,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,东丽区,,,揽湖苑别墅,揽湖苑别墅,-1,-1,-1,-1,-1,3,-1,-1,天津市东丽区揽湖苑别墅,117.499031,39.178452,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,西青区,,,,杨柳青镇,-1,-1,-1,-1,-1,1,-1,-1,天津市西青区杨柳青镇,117.014046,39.128487,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
天津市,天津市,津南区,,,,双港镇,-1,-1,-1,-1,-1,1,-1,-1,天津市津南区双港镇,117.318703,39.04274,"[{'name': '天津市卫生健康委员会', 'url': ''}]",-1,02-06
安徽省,滁州市,琅琊区,,清流街道,泰鑫现代城东区,泰鑫现代城东区,-1,-1,-1,-1,-1,1,-1,-1,安徽省滁州市琅琊区清流街道泰鑫现代城东区,118.317131,32.29985,"[{'name': '滁州发布', 'url': ''}]",-1,02-06
安徽省,滁州市,凤阳县,凤阳县,,,官塘镇,-1,-1,-1,-1,-1,5,-1,-1,安徽省滁州市凤阳县官塘镇,117.21968100000001,32.68367,"[{'name': '滁州发布', 'url': ''}]",-1,02-06
安徽省,滁州市,天长市,,天长街道,,天长街道,-1,-1,-1,-1,-1,1,-1,-1,安徽省滁州市天长市天长街道,119.012642,32.679459,"[{'name': '滁州发布', 'url': ''}]",-1,02-06
安徽省,滁州市,天长市,,,,汊涧镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省滁州市天长市汊涧镇,118.775574,32.666061,"[{'name': '滁州发布', 'url': ''}]",-1,02-06
安徽省,滁州市,明光市,,,,古沛镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省滁州市明光市古沛镇,118.004349,32.990390999999995,"[{'name': '滁州发布', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,土陂乡,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市临泉县土陂乡,115.479111,32.77541,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,城关镇,-1,-1,-1,-1,-1,5,-1,-1,安徽省阜阳市临泉县城关镇,115.25378,33.06536,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,宋集镇,-1,-1,-1,-1,-1,2,-1,-1,安徽省阜阳市临泉县宋集镇,115.278687,32.823689,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,滑集镇,-1,-1,-1,-1,-1,2,-1,-1,安徽省阜阳市临泉县滑集镇,115.39022800000001,32.741489,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,长官镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市临泉县长官镇,115.28901699999999,32.941390999999996,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,高塘镇,-1,-1,-1,-1,-1,2,-1,-1,安徽省阜阳市临泉县高塘镇,115.405052,32.922142,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,鲖城镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市临泉县鲖城镇,114.985046,33.079014,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,土坡乡,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市临泉县土坡乡,115.47419,32.778690000000005,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,城东街道,,城东街道,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市临泉县城东街道,115.276657,33.062939,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,城南新区,-1,-1,-1,-1,-1,2,-1,-1,安徽省阜阳市临泉县城南新区,115.26808899999999,33.036159999999995,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,白庙镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市临泉县白庙镇,115.09131599999999,33.069728999999995,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,迎仙镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市临泉县迎仙镇,115.16103400000001,32.920349,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,韦寨镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市临泉县韦寨镇,115.21543100000001,32.975689,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,城关街道,,城关街道,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市临泉县城关街道,115.26064299999999,33.067828999999996,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,城南街道,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市临泉县城南街道,115.276657,33.062939,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,张营乡,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市临泉县张营乡,115.20343799999999,33.068611,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,临泉县,临泉县,,,庞营乡,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市临泉县庞营乡,114.987862,33.049549,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,太和县,太和县,,,原墙镇,-1,-1,-1,-1,-1,2,-1,-1,安徽省阜阳市太和县原墙镇,115.73741899999999,33.29591,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,太和县,太和县,,,城关镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市太和县城关镇,115.62348899999999,33.17091,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,太和县,太和县,,,马集乡,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市太和县马集乡,115.624672,33.349049,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,太和县,太和县,,,税镇镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市太和县税镇镇,115.48149099999999,33.226871,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,阜南县,阜南县,,,新村镇,-1,-1,-1,-1,-1,5,-1,-1,安徽省阜阳市阜南县新村镇,115.52478799999999,32.858589,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,阜南县,阜南县,,,朱寨镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市阜南县朱寨镇,115.881042,32.734852000000004,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,阜南县,阜南县,,,柴集镇,-1,-1,-1,-1,-1,2,-1,-1,安徽省阜阳市阜南县柴集镇,115.599503,32.814362,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,阜南县,阜南县,,,王店孜乡,-1,-1,-1,-1,-1,7,-1,-1,安徽省阜阳市阜南县王店孜乡,115.53386699999999,32.794909999999994,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,阜南县,阜南县,,,赵集镇,-1,-1,-1,-1,-1,2,-1,-1,安徽省阜阳市阜南县赵集镇,115.54521899999999,32.699451,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,阜南县,阜南县,,,郜台乡,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市阜南县郜台乡,115.88596299999999,32.570159999999994,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,阜南县,阜南县,,,鹿城镇,-1,-1,-1,-1,-1,2,-1,-1,安徽省阜阳市阜南县鹿城镇,115.58866100000002,32.633339,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,阜南县,阜南县,,,王家坝镇,-1,-1,-1,-1,-1,2,-1,-1,安徽省阜阳市阜南县王家坝镇,115.63305700000001,32.416828,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,阜南县,阜南县,,,王店乡,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市阜南县王店乡,115.59318999999999,32.65887,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,阜南县,阜南县,,,洪河桥镇,-1,-1,-1,-1,-1,2,-1,-1,安徽省阜阳市阜南县洪河桥镇,115.518501,32.474540999999995,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍上县,颍上县,,,半岗镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍上县半岗镇,116.20365100000001,32.501461,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍上县,颍上县,,,建颍乡,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍上县建颍乡,116.223289,32.74176,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍上县,颍上县,,,新集镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍上县新集镇,116.11028300000001,32.75322,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍上县,颍上县,,,夏桥镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍上县夏桥镇,116.36653899999999,32.644058,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍东区,,,向阳街道办事处,向阳街道办事处,-1,-1,-1,-1,-1,6,-1,-1,安徽省阜阳市颍东区向阳街道办事处,115.862343,32.903809,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍东区,,,,正午镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍东区正午镇,115.980217,32.919121000000004,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍东区,,,河东街道办事处,河东街道办事处,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍东区河东街道办事处,115.85761299999999,32.913589,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍州区,,,,三合镇,-1,-1,-1,-1,-1,3,-1,-1,安徽省阜阳市颍州区三合镇,115.71582,32.856758,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍州区,,,文峰办事处,文峰办事处,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍州区文峰办事处,115.814049,32.88905,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍州区,,,汇鑫小区,汇鑫小区,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍州区汇鑫小区,115.80196399999998,32.89959,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍州区,,,颍西街道办事处,颍西街道办事处,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍州区颍西街道办事处,115.797234,32.904590999999996,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍州区,,,,颍西镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍州区颍西镇,115.798653,32.899307,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍泉区,,,中市街道办事处,中市街道办事处,-1,-1,-1,-1,-1,3,-1,-1,安徽省阜阳市颍泉区中市街道办事处,115.808884,32.944117999999996,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍泉区,,,周棚办事处,周棚办事处,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍泉区周棚办事处,115.797203,32.90501,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍泉区,,北京中路,,北京中路,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍泉区北京中路,115.82389099999999,32.915668,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍泉区,,,周棚街道办事处,周棚街道办事处,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍泉区周棚街道办事处,115.84825900000001,32.994259,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,颍泉区,,,,行流镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市颍泉区行流镇,115.71739199999999,33.044048,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,阜阳市,界首市,,,,邴集乡,-1,-1,-1,-1,-1,1,-1,-1,安徽省阜阳市界首市邴集乡,115.36451699999999,33.428009,"[{'name': '阜阳市卫生健康委', 'url': ''}]",-1,02-06
安徽省,马鞍山市,和县,和县,,,功桥镇,-1,-1,-1,-1,-1,2,-1,-1,安徽省马鞍山市和县功桥镇,118.19442,31.571051,"[{'name': '马鞍山发布', 'url': ''}]",-1,02-06
安徽省,马鞍山市,和县,和县,,,白桥镇,-1,-1,-1,-1,-1,10,-1,-1,安徽省马鞍山市和县白桥镇,118.308609,31.528959000000004,"[{'name': '马鞍山发布', 'url': ''}]",-1,02-06
安徽省,马鞍山市,和县,和县,,,西埠镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省马鞍山市和县西埠镇,118.291496,31.76877,"[{'name': '马鞍山发布', 'url': ''}]",-1,02-06
安徽省,马鞍山市,和县,和县,,,香泉镇,-1,-1,-1,-1,-1,2,-1,-1,安徽省马鞍山市和县香泉镇,118.325851,31.870379999999997,"[{'name': '马鞍山发布', 'url': ''}]",-1,02-06
安徽省,马鞍山市,当涂县,当涂县,,,黄池镇,-1,-1,-1,-1,-1,1,-1,-1,安徽省马鞍山市当涂县黄池镇,118.60603300000001,31.307631,"[{'name': '马鞍山发布', 'url': ''}]",-1,02-06
安徽省,马鞍山市,雨山区,,,泰和天成,泰和天成,-1,-1,-1,-1,-1,3,-1,-1,安徽省马鞍山市雨山区泰和天成,118.512253,31.655371000000002,"[{'name': '马鞍山发布', 'url': ''}]",-1,02-06
安徽省,马鞍山市,雨山区,,,红旗花园,红旗花园,-1,-1,-1,-1,-1,3,-1,-1,安徽省马鞍山市雨山区红旗花园,118.494743,31.696871,"[{'name': '马鞍山发布', 'url': ''}]",-1,02-06
安徽省,马鞍山市,雨山区,,,阳光城,阳光城,-1,-1,-1,-1,-1,1,-1,-1,安徽省马鞍山市雨山区阳光城,118.59346799999999,31.662146000000003,"[{'name': '马鞍山发布', 'url': ''}]",-1,02-06
