,date,start,end,type,no,no_sub,memo,pos_start,pos_end,source,who
3635,2020-01-15,,,3,西安地铁2号线,,1人确诊,韦曲南站,钟楼站,http://www.xxfd.gov.cn/info/iList.jsp?&tm_id=48&info_id=278318,陕西省西咸新区沣东新城管理委员会
3636,2020-01-15,,,3,线路不详,,,重庆北站,两江新区金山汇酒店,http://www.cqwl.gov.cn/ztlm/news/2020-2/2055_96337.shtml,重庆市武隆区人民政府
3637,2020-01-15,,,3,重庆,,1人确诊,重庆北,两江新区,http://www.cqwl.gov.cn/ztlm/news/2020-2/2055_96337.shtml,重庆市武隆区人民政府
3638,2020-01-15,,,4,鄂EA8117,,,巴东溪丘湾镇,巫山翠屏汽车站,https://mp.weixin.qq.com/s/2Uvh_y8ChTw_DbeISsJT-Q,重庆发布
3639,2020-01-15,,,4,皖CW5700,,,,,https://m.weibo.cn/status/4468354146234672?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,蚌埠新闻联播
3640,2020-01-15,,,4,渝AG6397,,,重庆火车北站,璧山一天门站,https://m.weibo.cn/2647318371/4465407341723176,璧山之声
3641,2020-01-15,,,4,渝C78527,,,璧山,七塘镇,https://m.weibo.cn/status/4465407341723176?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,璧山之声
3642,2020-01-15,,,4,黑FR6526,15:00,,金山屯,东泰家园,https://m.weibo.cn/status/4473324127744355?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,生活报
3643,2020-01-15,,,4,鄂ALB961,,黄色大巴,武汉,河南安阳,https://mp.weixin.qq.com/s/HYcnAc-G5GpgEGFJSPsZBg,人民日报
3644,2020-01-15,,,4,重庆渝AG6397,,,重庆火车北站,璧山一天门车站,https://weibo.com/2647318371/IrrxI7eha?from=page_1001062647318371_profile&wvr=6&mod=weibotime&type=comment,璧山之声
3645,2020-01-15,,,5,遂平1路,,,遂平县火车站,,http://zhumadian.mofcom.gov.cn/article/gonggao/202002/20200202933901.shtml,河南驻马店商务之窗
3646,2020-01-15,,,5,西安公交240路,,,康复路站,伞塔路站,https://m.weibo.cn/2162541102/4471571823193937,新浪陕西
3647,2020-01-15,,,5,西安市709路,,,电子正街站,电子二路口站,https://weibo.com/1644855075/IuhzocISU?refer_flag=1001030103_&type=comment#_rnd1581761055231,华商网
3648,2020-01-15,,,5,西安市204路,,,电子正街站,电子二路口站,https://weibo.com/1644855075/IuhzocISU?refer_flag=1001030103_&type=comment#_rnd1581761055231,华商网
3649,2020-01-15,,,5,闽HY7999,东平,1人确诊,东平,松溪,https://www.sohu.com/a/370523459_692623,南平广播电视台新武夷
3650,2020-01-15,,,5,广安K102路,,1人确诊,前锋,广安,https://k.sina.com.cn/article_1700648435_655dd5f301900ob3p.html?from=news&subch=onews,成都商报
3651,2020-01-15,,,5,哈尔滨,,1人确诊,不详,红旗大街地下商业街,https://view.inews.qq.com/a/20200204A0ONE100?uid=news_news_antip&app=newslite,黑龙江晨报
3652,2020-01-15,,,5,巴东大巴车,,1人确诊,沿渡河高速公路,巫山翠屏汽车站,https://baijiahao.baidu.com/s?id=1657562130862928743&wfr=spider&for=pc,上游新闻
3653,2020-01-15,,,5,西安204路,13:00,,电子正街,电子二路口,https://weibo.com/1644855075/IuhzocISU?refer_flag=1001030103_&type=comment#_rnd1581761055231,华商网 
3654,2020-01-15,,,5,西安709路,13:00,,电子正街,电子二路口,https://weibo.com/1644855075/IuhzocISU?refer_flag=1001030103_&type=comment#_rnd1581761055231,华商网 
3655,2020-01-15,,,5,广安K102,,,前锋,广安,https://m.weibo.cn/status/4465377654337697?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,人民网
3656,2020-01-15,,,5,西安266路公交车,,,西安北站,雅荷花园站,https://weibo.com/3231658872/IsEnAgNrG?refer_flag=1001030103_&type=comment#_rnd1580915082744,中共西安市高陵区委宣传部
3657,2020-01-15,,,5,西安318路公交车,,,雅荷花园站,高陵区东方路口,https://weibo.com/3231658872/IsEnAgNrG?refer_flag=1001030103_&type=comment#_rnd1580915082744,中共西安市高陵区委宣传部
3658,2020-01-15,,,5,西安318路,16:20,,雅荷花园站,高陵区东方路口,https://weibo.com/3231658872/IsEnAgNrG?refer_flag=1001030103_&type=comment#_rnd1580915082744,陕西高陵
3659,2020-01-15,,,5,西安266路,15:20,,西安北站,雅荷花园站,https://weibo.com/3231658872/IsEnAgNrG?refer_flag=1001030103_&type=comment#_rnd1580915082744,陵水黎族自治县人民政府
3660,2020-01-15,,,6,辽EDS628,,,本溪火车站,本溪市平山区站前街道办事处某小区,http://www.benxi.gov.cn/xw/zwyw/content_436333,本溪市疫情防控指挥部
3661,2020-01-15,,,6,鄂L3H197,通山,1人确诊,通山县洪港镇,咸宁城区,http://xianan.cjyun.org/p/52034.html,咸安区融媒体中心
3662,2020-01-15,,,6,鲁HT1592,济宁,1人确诊,长沟镇前陈村,不详,https://baijiahao.baidu.com/s?id=1658711294948315563&wfr=spider&for=pc,大众日报
3663,2020-01-14,,,1,JD5222,,首航JD5222 不详,沈阳,石家庄,https://xw.qq.com/cmsid/20200203A0AT0J00?pgv_ref=sogousm&ADTAG=sogousm,辽沈晚报
3664,2020-01-14,,,1,CZ6317,,,武汉,哈尔滨,https://weibo.com/1675961211/IsPb7g9FR?refer_flag=1001030103_&type=comment#_rnd1580974147836,新闻夜航，大庆市疾病预防控制中心
3665,2020-01-14,,,1,CA8223,,国航CA8223 1人确诊,武汉,长春,http://www.changchun.gov.cn/zw_33994/yw/zwdt_74/zwdt/202002/t20200209_2078163.html,长春市人民政府
3666,2020-01-14,,,1,CZ2775,,南航CZ2775 不详,重庆,武汉,http://cqfb.people.com.cn/news/202022/514994.htm,重庆发布
3667,2020-01-14,,,1,9C8619,,春秋9C8619 1人确诊,中川机场,泰国,https://baijiahao.baidu.com/s?id=1657641921186737526&wfr=spider&for=pc,掌上兰州
3668,2020-01-14,,,1,JD52221,,,沈阳,石家庄,http://wjw.shenyang.gov.cn/html/WSJ/152574777866772/152574818961422/152574818961422/7786677285321139.html,沈阳市卫生健康委员会
3669,2020-01-14,,,1,CZ6651,,座位号39H,武汉,长春,http://www.liaoyuan.gov.cn/ztzl/yqfkjxs/202002/t20200201_419992.html,辽源市人民政府
3670,2020-01-14,,,1,CZ3168,,,武汉,天津,https://weibo.com/1738004582/It6wPz9Fi?refer_flag=1001030103_&type=comment#_rnd1581063646988,燕赵都市报
3671,2020-01-14,,,1,CZ6433,,"大连起飞,经武汉到成都",武汉,成都,http://www.zgcy.gov.cn/ZGCY/zwgk/20200131/004001_44974b2c-b191-485a-8d9c-9edba5a9e32e.htm,朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室
3672,2020-01-14,,,1,CZ3227,,南航CZ3227 1人确诊,不详,哈尔滨太平机场,https://mp.weixin.qq.com/s?src=11&timestamp=1581744774&ver=2159&signature=8xFoY69BDutMTBDGgbXZ*EOCAezL6atoKqivw8WTembc6UN19J1wtjj9vmq-b1JshJU1ZsVIC4*tlebAQkavAOBrEZRwroTy79yj465KtCPyPNtKNW07axYc-w2vX5wt&new=1,哈尔滨发布
3673,2020-01-14,,,2,G2296,,,武汉,洛阳龙门,https://baijiahao.baidu.com/s?id=1656901702524152579&wfr=spider&for=pc&isFailFlag=1,大河报
3674,2020-01-14,,,2,D7831,4号车厢,站票,哈尔滨,佳木斯,https://m.weibo.cn/2458873097/4466383674590818,新浪黑龙江微博
3675,2020-01-14,,,2,G1274,5号车厢,,武汉,商丘,https://m.baidu.com/sf_baijiahao/s?id=1657057657934953203&wfr=spider&for=pc,河南商报
3676,2020-01-14,,,2,D8347,7号车厢,,南宁东,防城港,https://wap.peopleapp.com/article/5085466/4980514,人民日报
3677,2020-01-14,,,2,K1068,12号车厢,,汉口,徐州,https://mp.weixin.qq.com/s/HfMDN0Of_Jr57KV_KflrZA,合肥发布
3678,2020-01-14,,,2,K1067,6号车厢,,阜阳,汉口,https://weibo.com/ttarticle/p/show?id=2309404465432978391446,蒙城县卫健委
3679,2020-01-14,,,2,G1314,6车厢,不详,武汉,长沙南,http://www.voc.com.cn/Topic/article/202001/202001301206075188001.html,新湖南
3680,2020-01-14,,,2,K1382,2号车厢,座位：104,双辽,四平,https://weibo.com/2715361774/IsNnwidzX?refer_flag=1001030103_&type=comment#_rnd1580894427166,双辽市新型冠状病毒感染的肺炎疫情联防联控领导小组办公室
3681,2020-01-14,,,2,G711,11号车厢,座位：1B/1C,四平东,哈尔滨西,https://weibo.com/2715361774/IsNnwidzX?refer_flag=1001030103_&type=comment#_rnd1580894427166,双辽市新型冠状病毒感染的肺炎疫情联防联控领导小组办公室
3682,2020-01-14,,,2,T352,,1人疑似,濮阳,武汉,http://www.sohu.com/a/369590624_813485,濮阳早报
3683,2020-01-14,,,2,G486,8车厢,不详,武汉,郑州东,https://mp.weixin.qq.com/s?src=11&timestamp=1580831582&ver=2138&signature=b3dhzfjPGaHKxo81BRqSNW*rLlmcZDtHg-Aq9BqPrazAs5PiSw2jEFunhoqjOlA3DSBWpV2tlM4EPi0QnBlsnN1doZlZBuUij-6-wixgUwy*MinvGPYupore2Du20hqD&new=1,大河报商丘新闻
3684,2020-01-14,,,2,Z167,,,青岛,广州东,https://m.weibo.cn/status/4468179587485835?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,济南市卫健委
3685,2020-01-14,,,2,K636,,,玉溪,北京西,https://m.weibo.cn/status/4468193277538399?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,驻马店市疫情防控指挥部办公室
3686,2020-01-14,,,2,K4094,13号车厢,座位号:9号,汉口,阜阳,http://www.bozhou.gov.cn/CustomTopic/show/sendservice/370563.html,亳州市人民政府
3687,2020-01-14,,,2,D3278,13车厢,1人确诊,厦门北,汉口,http://www.pcdj.gov.cn/news/show-2497.aspx,平昌县政府
3688,2020-01-14,,,2,D615,13车厢,1人确诊,汉口,重庆北,http://www.pcdj.gov.cn/news/show-2497.aspx,平昌县政府
3689,2020-01-14,,,2,G856,14号车厢,座位：12A,武汉,西安,https://weibo.com/2183542485/ItGdp9LZZ?refer_flag=1001030103_&type=comment#_rnd1581409311064,西安电视台官方微博，西安曲江新区疫情防控指挥部
3690,2020-01-14,,,2,T182,3号车厢,,武汉,哈尔滨,https://weibo.com/3950759014/ItycCvsdY?refer_flag=1001030103_&type=comment#_rnd1581325918654,黑龙江发布
3691,2020-01-14,,,2,G84,7车厢,1人确诊,武汉,郑州东,http://mianchi.smx.gov.cn/,渑池县人民政府
3692,2020-01-14,,,2,G365,5号车厢,座位：12B,天津西,武汉,https://m.weibo.cn/status/4467912247403557?sudaref=login.sina.com.cn,人民日报
3693,2020-01-14,,,2,D3276,3车厢,1人确诊,武汉,三明北站,https://baijiahao.baidu.com/s?id=1658319143594838986&wfr=spider&for=pc,潇湘晨报
3694,2020-01-14,,,2,G1272,,,沈阳南,济南西,https://m.weibo.cn/status/4467204000823274?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,辽沈晚报
3695,2020-01-14,,,2,G201,13号车厢,,北京南,淮北,https://m.weibo.cn/status/4467855708021500?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,淮北共青团
3696,2020-01-14,,,2,G1272/G1273,,确诊患者为本次列车保洁员，1月14-15日随车往返武汉开展保洁工作,沈阳南,武汉,https://mp.weixin.qq.com/s/0H_Sda8gfAWLa70Fm1nUKQ,沈阳日报
3697,2020-01-14,,,2,T156,2号车厢,终点：广州东,武汉汉口,麻城,https://m.weibo.cn/2803301701/4466691297947176,人民日报
3698,2020-01-14,,,2,K1454,12号车厢,,麻城,邢台清河,https://m.weibo.cn/2803301701/4466691297947176,人民日报
3699,2020-01-14,,,2,D3074,,,武汉,麻城,https://viewlite.inews.qq.com/a/20200201A059Q200?app=newslite,阜阳发布
3700,2020-01-14,,,2,K302,,,麻城,阜阳,https://viewlite.inews.qq.com/a/20200201A059Q200?app=newslite,阜阳发布
3701,2020-01-14,,,2,G1568,4号车厢,"座次4车08D,04车08F，夫妻",曲阜东,北京南,http://www.qufu.gov.cn/art/2020/1/27/art_20382_2440968.html,曲阜市疾病预防控制中心
3702,2020-01-14,,,2,K27,6号车厢,,天津,本溪,http://www.zgcy.gov.cn/ZGCY/zwgk/20200131/004001_44974b2c-b191-485a-8d9c-9edba5a9e32e.htm,朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室
3703,2020-01-14,,,2,G1278,12号车厢,,武汉,葫芦岛北,http://www.zgcy.gov.cn/ZGCY/zwgk/20200131/004001_44974b2c-b191-485a-8d9c-9edba5a9e32e.htm,朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室
3704,2020-01-14,,,2,G1273,2号车厢,座次02车15A,永城北,郑州东,https://mp.weixin.qq.com/s/3-F-ct8YU5Y-Aq4xS0Ol1w,永城市疫情防控指挥部
3705,2020-01-14,,,2,D9127,12车厢,1人确诊,哈尔滨火车站,方正县,https://mp.weixin.qq.com/s?src=11&timestamp=1581744774&ver=2159&signature=8xFoY69BDutMTBDGgbXZ*EOCAezL6atoKqivw8WTembc6UN19J1wtjj9vmq-b1JshJU1ZsVIC4*tlebAQkavAOBrEZRwroTy79yj465KtCPyPNtKNW07axYc-w2vX5wt&new=1,哈尔滨发布
3706,2020-01-14,,,3,西安地铁,,1人确诊,大明宫万达,大差市柏树林,https://baijiahao.baidu.com/s?id=1658765864601680568&wfr=spider&for=pc,陕西法制网
3707,2020-01-14,,,4,车牌不详,,甘肃天越旅游公司大巴,甘南路,中川机场,http://wjw.lanzhou.gov.cn/art/2020/2/5/art_4476_849094.html?authkey=n212v2,兰州卫生健康委员会
3708,2020-01-14,,,4,鲁Q130CD,连云港,1人确诊,连云港站,灌南田楼,https://js.qq.com/a/20200201/005498.htm,现代快报
3709,2020-01-14,,,4,豫R39888,,,,,https://m.weibo.cn/status/4466165889535140?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,新浪河南
3710,2020-01-14,,,5,西安公交5路,,,子午路,紫薇城市花园站,https://m.weibo.cn/2803301701/4469969104108480,人民日报
3711,2020-01-14,,,5,西安市雁塔区5路,,22:00—23:00,子午路站,紫薇城市花园站,https://view.inews.qq.com/a/XAC2020020801865407?uid=&app=newslite,西安市雁塔区卫生健康局
3712,2020-01-14,,,5,四平101路,,,四平站,四平东站,https://weibo.com/2715361774/IsNnwidzX?refer_flag=1001030103_&type=comment#_rnd1580894427166,新文化报
3713,2020-01-14,,,5,闽HY7999,东平,1人确诊,东平,松溪,https://www.sohu.com/a/370523459_692623,南平广播电视台新武夷
3714,2020-01-14,,,5,18车厢,K636,1人确诊,武汉,确山,http://www.zmdtvw.cn/showinfo-252-249429-0.html,驻马店广视网
3715,2020-01-14,,,5,四平市101路,,,四平站,四平东站,https://weibo.com/2715361774/IsNnwidzX?refer_flag=1001030103_&type=comment#_rnd1580894427166,双辽市新型冠状病毒感染的肺炎疫情联防联控领导小组办公室
3716,2020-01-14,,,5,邯郸28路公交,,13日无锡出发，14日到邯郸后转乘公交,邯郸,成安,https://mp.weixin.qq.com/s/SNwggRSv8lYU44zSdbjPjA,邯郸发布
3717,2020-01-14,,,5,信阳28路,,1人确诊,信阳站,羊山一街居民区,https://baijiahao.baidu.com/s?id=1658065786179026875&wfr=spider&for=pc,大河网
3718,2020-01-14,,,5,西安市5路,,,子午路站,紫薇城市花园站,https://weibo.com/2803301701/ItmdoheNO?refer_flag=1001030103_&type=comment#_rnd1581351142844,人民日报
3719,2020-01-14,,,6,哈尔滨,,1人确诊,哈尔滨太平机场,哈尔滨火车站,https://mp.weixin.qq.com/s?src=11&timestamp=1581744774&ver=2159&signature=8xFoY69BDutMTBDGgbXZ*EOCAezL6atoKqivw8WTembc6UN19J1wtjj9vmq-b1JshJU1ZsVIC4*tlebAQkavAOBrEZRwroTy79yj465KtCPyPNtKNW07axYc-w2vX5wt&new=1,哈尔滨发布
3720,2020-01-14,,,6,鲁HT1592,济宁,1人确诊,长沟镇前陈村,不详,https://baijiahao.baidu.com/s?id=1658711294948315563&wfr=spider&for=pc,大众日报
3721,2020-01-13,,,1,GS7865,,天航GS7865 1人确诊,天津,海口,https://baijiahao.baidu.com/s?id=1658311714288337818&wfr=spider&for=pc,中国日报网
3722,2020-01-13,,,1,HU7581,,海航HU7581 1人确诊,武汉,海口,https://xw.qq.com/cmsid/20200215A0B5MZ00,三亚日报
3723,2020-01-13,,,1,CZ6099,,,南宁,曼谷,https://m.weibo.cn/status/4466724554575441?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,广西日报
3724,2020-01-13,,,1,MF8135,,厦航MF8135 1人确诊,福州,武汉,https://mp.weixin.qq.com/s/gt3xUNRJnUvcko_S1cvKfg,阳光正阳
3725,2020-01-13,,,1,DR6598,,,武汉,沈阳,http://www.zgcy.gov.cn/ZGCY/zwgk/20200131/004001_44974b2c-b191-485a-8d9c-9edba5a9e32e.htm,朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室
3726,2020-01-13,,,1,BK2820,,,桂林,天津,http://www.zgcy.gov.cn/ZGCY/zwgk/20200131/004001_44974b2c-b191-485a-8d9c-9edba5a9e32e.htm,朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室
3727,2020-01-13,,,2,T182,3号车厢,,汉口,淮滨,https://weibo.com/2411362032/IsGEt0R2F?refer_flag=1001030103_&type=comment#_rnd1580956081297,信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室
3728,2020-01-13,,,2,K1627,,同乘车次325人,武汉武昌,柳州,https://weibo.com/2803301701/IrwyCuL0r?from=page_1002062803301701_profile&wvr=6&mod=weibotime&type=comment#_rnd1580437842835,人民日报、广西壮族自治区新型冠状病毒感染的肺炎防控指挥部
3729,2020-01-13,,,2,G2032,3号车厢,,汉口,郑州东,https://mp.weixin.qq.com/s?__biz=MjM5MzUwNjQwMQ==&mid=2651631249&idx=1&sn=62658db9cd4bcef160147d84ed333d96,郑州晚报
3730,2020-01-13,,,2,Z235,15号车厢,,信阳,武昌,http://www.hcxww.gov.cn/index.php?m=content&a=show&catid=1&id=5445,信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室
3731,2020-01-13,,,2,G6142,11号车厢,,深圳北,怀化南,https://m.weibo.cn/status/4467216768888207?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,平安鹤城
3732,2020-01-13,,,2,G6491,11车厢,1人确诊,长沙南,邵阳,https://new.qq.com/omn/20200208/20200208A0OTEU00.html,长沙晚报掌上长沙
3733,2020-01-13,,,2,T182/T183,17号车厢,,武汉汉口,哈尔滨,http://www.jms.gov.cn/html/index/content/2020/1/298247f12c1342f8a387152047a2627f.html,佳木斯市人民政府网站
3734,2020-01-13,,,2,K1068,15号车厢,,阜阳,徐州,https://mp.weixin.qq.com/s/HYcnAc-G5GpgEGFJSPsZBg,人民日报
3735,2020-01-13,,,2,K1613,18号车厢,,徐州,东海,https://mp.weixin.qq.com/s/HYcnAc-G5GpgEGFJSPsZBg,人民日报
3736,2020-01-13,,,2,C385,4车厢,1人确诊,广州,湛江西,https://view.inews.qq.com/a/20200214A0PAWZ00?uid=news_news_antip&app=newslite,海南在线
3737,2020-01-13,,,2,G316,15车厢,1人确诊,丰都,郑州东高铁站,https://mp.weixin.qq.com/s?src=11&timestamp=1582445973&ver=2175&signature=UXdXeLhvuB1Khz*50CDi8OiFT7rl846uzICTk30r-rxD-fleJis9uxaw1q0JIFUHQaT5U0xv0g32q6Lm58sM6n1Upzfy5QSCNuy9llsD6vkcmU3uYt5wcEYqwsFg-5lm&new=1,今日濮阳
3738,2020-01-13,,,2,K206,,9车厢,成都,济南,http://sd.ifeng.com/a/20200203/8167855_0.shtml,凤凰网山东综合
3739,2020-01-13,,,2,k599,2车厢,1人确诊,高碑店,邢台,http://mini.eastday.com/a/200131131304495.html,河北青年报保定播报
3740,2020-01-13,,,2,D1794,3号车厢,,南宁东,重庆西,https://m.weibo.cn/status/4468945354475815?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,新浪重庆
3741,2020-01-13,,,2,K1624,5车厢,1人确诊,武昌,连云港,https://js.qq.com/a/20200201/005498.htm,连云港手机台
3742,2020-01-13,,,2,G47,5车厢,不详,大连北,沈阳北,https://sy.leju.com/news/2020-02-03/11506629944127280956871.shtml,光明网
3743,2020-01-13,,,2,G21,,1人确诊,北京,无锡,https://www.dahebao.cn/news/1492896?cid=1492896,大河报网
3744,2020-01-13,,,2,G6455,6号车厢,06车厢011B座,长沙南,怀化南,http://www.huaihua.gov.cn/huaihua/c101114/202002/1e2cab5f77a145dfa722a8f909f41790.shtml,怀化市人民政府
3745,2020-01-13,,,2,K974,,1人确诊,武汉,肃宁,https://www.thepaper.cn/newsDetail_forward_5769856,灵寿发布
3746,2020-01-13,,,2,D4264,5号车厢,,佛山,重庆西,https://mp.weixin.qq.com/s/u5x_ZbqJJ-GBTDJ3UJiSdw,大渝网
3747,2020-01-13,,,2,D630,2号车厢,,重庆北,石柱县,https://mp.weixin.qq.com/s/u5x_ZbqJJ-GBTDJ3UJiSdw,大渝网
3748,2020-01-13,,,2,G1272,,1人确诊,湖南,沈阳,https://view.inews.qq.com/a/20200206A0LC8S00?uid=news_news_antip&app=newslite,沈阳晚报
3749,2020-01-13,,,2,C557,06号车厢,,北京西,信阳东,http://www.hcxww.gov.cn/index.php?m=content&a=show&catid=1&id=5445,信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室
3750,2020-01-13,,,2,K850,,1人确诊,无锡,邯郸,https://china.huanqiu.com/article/9CaKrnKpdpa,人民日报
3751,2020-01-13,,,2,K435,3车厢,不详,不详,不详,https://new.qq.com/rain/a/20200202A0L0UE00,衡阳日报
3752,2020-01-13,,,2,K968,15号车厢,,怀化,北京,https://m.weibo.cn/status/4467225668581880?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,湖南疾控
3753,2020-01-13,,,2,G1129,6号车厢,,武汉,广州北,http://www.zgcy.gov.cn/ZGCY/zwgk/20200131/004001_44974b2c-b191-485a-8d9c-9edba5a9e32e.htm,朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室
3754,2020-01-13,,,2,D633,10号车厢,,荆州,石柱县,http://www.cqwl.gov.cn/ztlm/news/2020-2/2055_96337.shtml,重庆市武隆区人民政府
3755,2020-01-13,,,2,G1216,,经停武汉,长沙南,沈阳,https://mp.weixin.qq.com/s/0H_Sda8gfAWLa70Fm1nUKQ,沈阳日报
3756,2020-01-13,,,2,K1032,4号车厢,,西安,万源,https://mp.weixin.qq.com/s/9iKrciNNiR9y3qXliQCQ4Q,大渝网
3757,2020-01-13,,,2,T3038,10号车厢,座位：19,汉口,驻马店,http://zhumadian.mofcom.gov.cn/article/gonggao/202002/20200202933902.shtml,驻马店日报
3758,2020-01-13,,,2,G1013,5号车厢,,武汉,深圳北,http://liling.rednet.cn/content/2020/02/04/6685241.html,醴陵新闻网
3759,2020-01-13,,,4,渝A65G96,,,重庆北站,江津客运中心,https://mp.weixin.qq.com/s/fi6b2yumfUlHm8ai2xqNGw,江津发布
3760,2020-01-13,,,4,赣BX6905,,,,,http://www.gkdw.gov.cn/n534485/c29944607/content.html,赣州经济技术开发区新型肺炎疫情防控应急指挥部
3761,2020-01-13,,,4,江津-柏林班次,,,江津客运中心,綦江岔路口,https://mp.weixin.qq.com/s/fi6b2yumfUlHm8ai2xqNGw,江津发布
3762,2020-01-13,,,5,西安市709路,,,电子正街站,电子二路口站,https://weibo.com/1644855075/IuhzocISU?refer_flag=1001030103_&type=comment#_rnd1581761055231,华商网
3763,2020-01-13,,,5,西安市雁塔区204路,,,电子正街站,电子二路口站,https://view.inews.qq.com/a/XAC2020020801865407?uid=&app=newslite,西安市雁塔区卫生健康局
3764,2020-01-13,,,5,西安市204路,,,电子正街站,电子二路口站,https://weibo.com/1644855075/IuhzocISU?refer_flag=1001030103_&type=comment#_rnd1581761055231,华商网
3765,2020-01-13,,,5,西安市雁塔区709路,,,电子正街站,电子二路口站,https://view.inews.qq.com/a/XAC2020020801865407?uid=&app=newslite, 西安市雁塔区卫生健康局
3766,2020-01-13,,,5,闽HY7999,东平,1人确诊,东平,松溪,https://www.sohu.com/a/370523459_692623,南平广播电视台新武夷
3767,2020-01-13,,,5,西安204路公交,,,西安电子正街丈八东路口,西安东仪路电子二路口,https://weibo.com/2803301701/ItmdoheNO?refer_flag=1001030103_&type=comment#_rnd1581439965099,人民日报
3768,2020-01-13,,,5,西安709路公交,,,西安东仪路电子二路口,西安电子正街丈八东路口,https://weibo.com/2803301701/ItmdoheNO?refer_flag=1001030103_&type=comment#_rnd1581439965099,人民日报
3769,2020-01-13,,,5,重庆,,1人确诊,石柱,西沱镇,http://www.cqwl.gov.cn/ztlm/news/2020-2/2055_96337.shtml,重庆市武隆区人民政府
3770,2020-01-13,,,5,西安204/709路,,,电子正街站,电子二路口站,https://weibo.com/2803301701/ItmdoheNO?refer_flag=1001030103_&type=comment#_rnd1581439965099,人民日报
3771,2020-01-13,,,5,邯郸28路,,1人确诊,邯郸,成安,https://baijiahao.baidu.com/s?id=1657765618139219745&wfr=spider&for=pc,环球时报
3772,2020-01-13,,,5,雁塔214/709路,9:00,,电子正街,子午路站,https://view.inews.qq.com/a/XAC2020020801865407?uid=&app=newslite,西安市雁塔区卫生健康局
3773,2020-01-13,,,6,武汉,,1人确诊,武汉,濮阳,https://mp.weixin.qq.com/s?src=11&timestamp=1582445973&ver=2175&signature=UXdXeLhvuB1Khz*50CDi8OiFT7rl846uzICTk30r-rxD-fleJis9uxaw1q0JIFUHQaT5U0xv0g32q6Lm58sM6n1Upzfy5QSCNuy9llsD6vkcmU3uYt5wcEYqwsFg-5lm&new=1,今日濮阳
3774,2020-01-13,,,6,川SUB526,达州,1人确诊,南城丽苑,宣汉,https://weibo.com/3167104922/IsjaSaxNQ?refer_flag=1001030103_&type=comment#_rnd1580810151221,四川日报
3775,2020-01-13,,,7,海装18号,,,海安新港,海口,https://weibo.com/2105168621/IsZds1kOg?refer_flag=1001030103_&type=comment#_rnd1581055730054,海南公共频道
3776,2020-01-12,,,1,CZ8573,,南航CZ8573 不详,武汉,沈阳,http://www.yingkou.gov.cn/001/001002/001002001/20200205/139ee87d-2c5c-4c9a-ae76-6f9c8ce466f6.html,营口市人民政府
3777,2020-01-12,,,1,CA750,,国航CA750 1人确诊,曼谷机场,天津,http://www.qqhr.gov.cn/News_showNews.action?messagekey=194420,齐齐哈尔人民政府
3778,2020-01-12,,,1,CA1677,,国航CA1677 1人确诊,天津,哈尔滨机场,http://www.qqhr.gov.cn/News_showNews.action?messagekey=194420,齐齐哈尔人民政府
3779,2020-01-12,,,1,DR6594,,,兰州,沈阳,https://m.weibo.cn/status/4465063744261801?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,浙江之声
3780,2020-01-12,,,1,CZ6176,,,重庆,武汉,https://m.weibo.cn/2208446650/4467876381114504,新浪重庆
3781,2020-01-12,,,2,K457,4号车厢,,武昌,株洲,https://tech.sina.com.cn/roll/2020-01-27/doc-iihnzahk6529019.shtml,央视新闻
3782,2020-01-12,,,2,K581,6号车厢,,株洲,湘潭,https://tech.sina.com.cn/roll/2020-01-27/doc-iihnzahk6529019.shtml,央视新闻
3783,2020-01-12,,,2,G2032,4号车厢,,荆州,郑州东,https://mp.weixin.qq.com/s?__biz=MjM5MzUwNjQwMQ==&mid=2651631249&idx=1&sn=62658db9cd4bcef160147d84ed333d96,郑州晚报
3784,2020-01-12,,,2,K1131,4号车厢108座位,,郑州,西安,https://view.inews.qq.com/a/XAC2020020801865407?uid=&app=newslite,西安市雁塔区卫生健康局
