,date,start,end,type,no,no_sub,memo,pos_start,pos_end,source,who
0,2020-02-17,,,4,云GV5592,,,商丘,云南,https://news.dahe.cn/2020/02-18/599067.html,大河报·大河客户端
1,2020-02-16,,,1,AQ1275,,九元AQ1275 1人确诊,广州-南昌,兰州,https://www.thepaper.cn/newsDetail_forward_6108394,甘肃发布
2,2020-02-16,,,1,AQ1276,,,,江西,https://m.weibo.cn/status/4475442931185101?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,甘肃发布
3,2020-02-16,,,2,K9664,,,兰州,长庆桥,https://m.weibo.cn/status/4475461202005549?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,中国甘肃网
4,2020-02-15,,,5,西安公交11路,,,五路口站,北新街站,https://m.weibo.cn/1644855075/4472883231391831,新城区疫情防控指挥部办公室
5,2020-02-15,,,6,赣A79X51,南昌,1人确诊,朝农街道抚生路888号,南昌,http://jx.sina.com.cn/news/b/2020-02-18/detail-iimxxstf2302424.shtml,江西省政务信息公开
6,2020-02-14,,,2,K9049,,1人确诊,肇庆,阳江,https://view.inews.qq.com/a/20200222A05YCP00?uid=news_news_antip&app=newslite,南方plus
7,2020-02-14,,,4,医大四院通勤车,,1人确诊,锋华城,医大四院,https://baijiahao.baidu.com/s?id=1659058389582192647&wfr=spider&for=pc,生活报
8,2020-02-13,,,2,K9049,,1人确诊,肇庆,阳江,https://view.inews.qq.com/a/20200222A05YCP00?uid=news_news_antip&app=newslite,南方plus
9,2020-02-12,,,6,湘A70Y26,长沙,不详,中江国际花城,长沙市中心医院,https://society.huanqiu.com/article/9CaKrnKppfz,环球网
10,2020-02-11,,,3,哈尔滨1号线,,1人确诊,和兴路站,军工站,http://www.hlj.xinhuanet.com/bcrd/2020-02/17/c_138792141.htm,哈尔滨市应对疫情指挥部
11,2020-02-11,,,6,集安,,1人确诊,集双高速集安站出口,清河,https://view.inews.qq.com/a/20200220A07OFV00?uid=news_news_antip&app=newslite,吉林日报
12,2020-02-10,,,1,MU2416,,东航MU2416 1人确诊,北京,兰州,https://baijiahao.baidu.com/s?id=1658804497409094815&wfr=spider&for=pc,兰州晚报
13,2020-02-10,,,1,MU2417,,座位：6A、6C,北京,兰州,https://m.weibo.cn/1791298665/4473138936764424,兰州日报
14,2020-02-10,,,3,南京地铁10号线,,1人确诊,龙华路站,临江站,https://baijiahao.baidu.com/s?id=1658945173842968275&wfr=spider&for=pc,北京日报客户端
15,2020-02-10,,,4,云GAR829,,,,云南,https://news.dahe.cn/2020/02-18/599067.html,大河网
16,2020-02-10,,,6,川QFL959,宜宾,1人确诊,南岸一医院E区,宜宾市第二医院南岸B区,https://baijiahao.baidu.com/s?id=1658337424410253333&wfr=spider&for=pc,宜宾网警巡查执法
17,2020-02-09,,,1,SC4909,,,青岛,南昌,https://baijiahao.baidu.com/s?id=1658399645101527513&wfr=spider&for=pc,国际在线
18,2020-02-09,,,3,西安地铁三号线,,1人确诊,延平门,小寨,http://kuaibao.qq.com/s/20200209A0CS9I00?refer=spider,潇湘晨报
19,2020-02-09,,,4,济南公交K139,,,锦屏家园,全运运动员村,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw,人民日报
20,2020-02-09,,,4,济南公交BRT12,,,全运运动员村,省立医院东院区,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw,人民日报
21,2020-02-09,,,5,济南公交BRT12路,,,全运运动员村,省立医院东院区,https://m.weibo.cn/5684032842/4471453564603515,人民日报
22,2020-02-09,,,5,济南K139路,,1人确诊,锦屏家园,全运运动员村,https://baijiahao.baidu.com/s?id=1658203160718581393&wfr=spider&for=pc,齐鲁壹点
23,2020-02-09,,,5,济南BRT12,,1人确诊,全运运动员村,省立医院东院区,https://baijiahao.baidu.com/s?id=1658203160718581393&wfr=spider&for=pc,齐鲁壹点
24,2020-02-09,,,5,济南BRT12路,,,全运运动员村,省立医院东院区,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw,人民日报
25,2020-02-09,,,6,豫AT3682,,,,郑州大学第一附属医院,http://news.hnr.cn/202002/12/91643.html,郑州市疾病预防控制中心
26,2020-02-08,,,1,G52759,,,重庆,沈阳,https://m.weibo.cn/status/4471810936458667?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,沈阳晚报
27,2020-02-08,,,2,Z263,12车厢,1人确诊,长沙,郴州,http://www.hnmsw.com/show_article_121507.html,长沙晚报
28,2020-02-08,,,2,C8021,2车厢,1人确诊,常德,长沙,http://www.hnmsw.com/show_article_121507.html,长沙晚报
29,2020-02-08,,,2,上饶7路,,1人疑似,上饶火车站,广信区荷叶街,https://new.qq.com/omn/20200211/20200211A05ST800.html,江西卫视
30,2020-02-08,,,2,G420,,1人确诊,宁波,南京南,https://new.qq.com/omn/20200212/20200212A0RTQL00.html,浙江新闻
31,2020-02-08,,,2,G1569,16车厢,1人确诊,北京南,盐城,https://new.qq.com/omn/20200212/20200212A0RTQL00.html,浙江新闻
32,2020-02-08,,,3,南京地铁1号线,,1人确诊,南京站,新街口站,https://baijiahao.baidu.com/s?id=1658945173842968275&wfr=spider&for=pc,北京日报客户端
33,2020-02-08,,,3,南京地铁2号线,,1人确诊,新街口站,元通站,https://baijiahao.baidu.com/s?id=1658945173842968275&wfr=spider&for=pc,北京日报客户端
34,2020-02-08,,,3,南京地铁10号线,,1人确诊,元通站,龙华路站,https://baijiahao.baidu.com/s?id=1658945173842968275&wfr=spider&for=pc,北京日报客户端
35,2020-02-08,,,6,陕ET2468,澄县,1人确诊,澄县X310,大荔县X206,https://baijiahao.baidu.com/s?id=1658450364066019596&wfr=spider&for=pc,陕西西安雁塔妇联
36,2020-02-07,,,1,AK264,,亚航AK264 1人确诊,吉隆坡,西哈努克,http://www.hunan.gov.cn/,湖南省政府
37,2020-02-07,,,2,D3305,6车厢,1人疑似,宁波火车站,温岭火车站,https://new.qq.com/omn/20200211/20200211A05ST800.html,江西卫视
38,2020-02-07,,,2,Z266,12车厢,2人确诊,西宁,长沙,http://hunan.voc.com.cn/article/202002/202002191355216957.html,湖南公安微信公号
39,2020-02-07,,,2,D3108,5车厢,1人疑似,温岭火车站,杭州东火车站,https://new.qq.com/omn/20200211/20200211A05ST800.html,江西卫视
40,2020-02-07,,,2,K287,1车厢,1人疑似,杭州东火车站,上饶火车站,https://new.qq.com/omn/20200211/20200211A05ST800.html,江西卫视
41,2020-02-07,,,2,G7701,2号车厢,,阜阳,合肥南,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,人民日报
42,2020-02-07,,,2,D7353,,,潮汕,深圳北,https://m.weibo.cn/status/4475148071648282?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,湖南疾控
43,2020-02-07,,,2,G6416,,,邵阳,长沙南,https://m.weibo.cn/status/4475148071648282?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,湖南疾控
44,2020-02-07,,,2,G419,6车厢,1人确诊,杭州东,宁波,https://new.qq.com/omn/20200212/20200212A0RTQL00.html,浙江新闻
45,2020-02-07,,,2,T109,13车厢,1人确诊,北京,南京,https://baijiahao.baidu.com/s?id=1658926899947829377&wfr=spider&for=pc,人民日报海外网
46,2020-02-07,,,2,K496,13车厢,1人疑似,贵溪火车站,上饶火车站,https://new.qq.com/omn/20200211/20200211A05ST800.html,江西卫视
47,2020-02-07,,,2,Z288,16车厢,1人疑似,上饶火车站,宁波火车站,https://new.qq.com/omn/20200211/20200211A05ST800.html,江西卫视
48,2020-02-07,,,3,南京地铁10号线,,,元通站,龙华路站,https://m.weibo.cn/5216996026/4473695576255519,北青社区通州版
49,2020-02-07,,,3,南京地铁2号线,,,新街口站,元通站,https://m.weibo.cn/5216996026/4473695576255519,北青社区通州站
50,2020-02-07,,,3,西安地铁4号线,,1人疑似,五路口站,凤城九站,http://news.163.com/20/0217/11/F5J89THT00019K82.html,西安晚报
51,2020-02-07,,,4,车牌不详,,,青岛西镇站,嘉陵江东路站,https://mp.weixin.qq.com/s/2RdW-qTErEmvSCR5-wlsaw,青岛早报
52,2020-02-07,,,5,T1082,,,大窑沟,山科大,https://mp.weixin.qq.com/s/2RdW-qTErEmvSCR5-wlsaw,青岛早报
53,2020-02-07,,,5,哈尔滨376路,,,贝肯山三期,延兴路,https://m.weibo.cn/3950759014/4474124083095986,黑龙江发布
54,2020-02-07,,,5,重庆604路,,,明瑜恒康,958医院,https://mp.weixin.qq.com/s/t4Yi0HBh1zdi-SOa3u7Jwg,大渝网
55,2020-02-07,,,5,浙E09005D,杭州34路,1人确诊,潜庄站,第一人民医院站,https://view.inews.qq.com/a/20200208A0EK2J00?uid=news_news_antip&app=newslite,光明网
56,2020-02-07,,,5,浙E02908D,杭州34路,1人确诊,第一人民医院站,潜庄站,https://view.inews.qq.com/a/20200208A0EK2J00?uid=news_news_antip&app=newslite,光明网
57,2020-02-07,,,5,渝BP2620,重庆604路,1人确诊,明瑜恒康,958医院,https://baijiahao.baidu.com/s?id=1658827950528480371&wfr=spider&for=pc,新华网客户端
58,2020-02-07,,,5,渝BP1187,重庆861路,1人确诊,958医院,明瑜恒康,https://baijiahao.baidu.com/s?id=1658827950528480371&wfr=spider&for=pc,新华网客户端
59,2020-02-07,,,5,哈尔滨公交376路,,,招商贝肯山小区三期,延兴路,https://m.weibo.cn/3950759014/4474124083095986,黑龙江发布
60,2020-02-07,,,5,重庆公交604路 瑜BP2620,,,明瑜恒康,958医院消化内科,https://mp.weixin.qq.com/s/t4Yi0HBh1zdi-SOa3u7Jwg,大渝网
61,2020-02-06,,,1,611,,达美航空611 2人确诊,檀香山,名古屋,https://new.qq.com/omn/20200218/20200218A08QQP00.html,中国新闻网
62,2020-02-06,,,2,G2060,14车厢,1人确诊,高密,邹平,http://binzhou.dzwww.com/bzhxw/202002/t20200217_17285596.htm?from=groupmessage,大众网
63,2020-02-06,,,2,Z338,14车厢,1人确诊,呼和浩特,长沙,http://www.hnmsw.com/show_article_121507.html,长沙晚报
64,2020-02-06,,,2,C7573,,安检员确诊,西湖东站,小金口,https://m.weibo.cn/5774515251/4470497268405785,惠州市卫生健康局
65,2020-02-06,,,3,惠州C7573轻轨,,1人确诊,西湖东站,小金口站,https://baijiahao.baidu.com/s?id=1658147298700722231&wfr=spider&for=pc,惠州电视台
66,2020-02-06,,,3,大连轻轨,,1人确诊,金州和平路,大连火车站,http://epb.dl.gov.cn/Common/View.aspx?mid=12&id=40388,大连市环境保护局
67,2020-02-06,,,4,苏A61SB7,网约车,,,,https://m.weibo.cn/status/4471472074999115?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,937江苏新闻广播
68,2020-02-06,,,4,隧道1路,,,青岛嘉陵江东路,汶上路单县路,https://mp.weixin.qq.com/s/2RdW-qTErEmvSCR5-wlsaw,青岛早报
69,2020-02-06,,,4,医大四院通勤车,,1人确诊,锋华城,医大四院,https://baijiahao.baidu.com/s?id=1659058389582192647&wfr=spider&for=pc,生活报
70,2020-02-06,,,5,DD1367,,,青岛山科大,大窑沟,https://mp.weixin.qq.com/s/2RdW-qTErEmvSCR5-wlsaw,青岛早报
71,2020-02-06,,,5,哈尔滨市3路公交车,,,哈工程大学站,天鹅饭店站,http://www.harbin.gov.cn/art/2020/2/17/art_98_875874.html,哈尔滨市疫情防控指挥部
72,2020-02-06,,,5,青岛隧道1路,,1人确诊,嘉陵江东路站,汶上路单县路站,https://baijiahao.baidu.com/s?id=1658063429075606837&wfr=spider&for=pc,齐鲁壹点
73,2020-02-06,,,5,太原73路,,1人确诊,尖草坪区南寨街办,247厂,https://baijiahao.baidu.com/s?id=1658053505718103035&wfr=spider&for=pc,太原日报
74,2020-02-06,,,5,哈尔滨3路,,1人确诊,哈工程大学站,天鹅饭店站,http://www.hlj.xinhuanet.com/bcrd/2020-02/17/c_138792141.htm, 哈尔滨市应对疫情指挥部
75,2020-02-06,,,5,哈尔滨71路,,1人确诊,南棵绿荫站,革新街站,http://wsjkw.hlj.gov.cn/index.php/Home/News/show/newsid/7927/navid/31/id/,黑龙江省卫生与健康委员会
76,2020-02-06,,,5,哈尔滨6路,,1人确诊,哈东站,南通大街站,http://wsjkw.hlj.gov.cn/index.php/Home/News/show/newsid/7927/navid/31/id/,黑龙江省卫生与健康委员会
77,2020-02-06,,,5,哈尔滨104路,,1人确诊,南通大街站,振兴街80号,http://wsjkw.hlj.gov.cn/index.php/Home/News/show/newsid/7927/navid/31/id/,黑龙江省卫生与健康委员会
78,2020-02-06,,,5,大连541路,,1人确诊,大连火车站,大连医科大学附属第一医院长春路院区急诊,http://news.163.com/20/0212/18/F572016C00019K82.html,辽沈晚报
79,2020-02-05,,,1,CZ6218,,南航CZ6218 1人确诊,北京,哈尔滨,https://baijiahao.baidu.com/s?id=1658065624228261837&wfr=spider&for=pc,央广网
80,2020-02-05,,,2,G577,2车厢,2人确诊,汨罗东,长沙南,http://hunan.voc.com.cn/article/202002/202002191355216957.html,湖南公安微信公号
81,2020-02-05,,,2,G576,2车厢,1人确诊,上海虹桥,岳阳东,http://www.hnmsw.com/show_article_121507.html,长沙晚报
82,2020-02-05,,,2,G2689,8车厢,1人确诊,长沙南,湘潭北,http://www.hnmsw.com/show_article_121507.html,长沙晚报
83,2020-02-05,,,2,C8033,1车厢,不详,张家界西,长沙,https://baijiahao.baidu.com/s?id=1658066879309019343&wfr=spider&for=pc,红星新闻
84,2020-02-05,,,2,G1660,1车厢,1人确诊,泉州,古田北,https://baijiahao.baidu.com/s?id=1657862900943208685&wfr=spider&for=pc,东南早报
85,2020-02-05,,,2,D6315,8号车厢,座位：9A,古田北,泉州,https://mp.weixin.qq.com/s/D1zhUKz8Gml2oaUXihm8Kw,福州卫生报，鼓楼区人民政府官网、漳州卫健委、古田发布、新罗区新型冠状病毒感染的肺炎疫情防控应急指挥部
86,2020-02-05,,,2,K296,10车厢,1人确诊,哈尔滨,德州火车站,https://view.inews.qq.com/a/20200210A03VRC00?uid=news_news_antip&app=newslite,大众日报
87,2020-02-05,,,2,C7514,,安检员确诊,小金口站,西湖东站,https://m.weibo.cn/5774515251/4470497268405785,惠州市卫生健康局
88,2020-02-05,,,3,惠州C7514轻轨,,1人确诊,小金口站,西湖东站,https://baijiahao.baidu.com/s?id=1658147298700722231&wfr=spider&for=pc,惠州电视台
89,2020-02-05,,,4,云GV5592,,,商丘,云南,https://news.dahe.cn/2020/02-18/599067.html,大河网
90,2020-02-05,,,4,青岛市5路公交车,,,西镇站,灵山卫枢纽站,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,人民日报
91,2020-02-05,,,4,青岛市306路公交车 鲁B08681F,,,灵山卫枢纽站,西海岸汽车总站,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,人民日报
92,2020-02-05,,,4,青岛523路公交车 鲁UJ2703,,,西海岸汽车总站,大场西站,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,人民日报
93,2020-02-05,,,4,医大四院通勤车,,1人确诊,医大四院,锋华城,https://baijiahao.baidu.com/s?id=1659058389582192647&wfr=spider&for=pc,生活报
94,2020-02-05,,,5,日照5路公交车,,1人确诊,西镇站,灵山卫公交枢纽站,http://sd.iqilu.com/v6/share/article/6423653,青岛齐鲁网
95,2020-02-05,,,5,日照306路公交车,,1人确诊,灵山卫枢纽站,西海岸汽车总站,http://sd.iqilu.com/v6/share/article/6423653,青岛齐鲁网
96,2020-02-05,,,5,日照523路公交车,,1人确诊,西海岸汽车总站,大场西站,http://sd.iqilu.com/v6/share/article/6423653,青岛齐鲁网
97,2020-02-05,,,5,青岛5路,,1人确诊,西镇站,灵山卫公交枢纽站,https://baijiahao.baidu.com/s?id=1658008931920128275&wfr=spider&for=pc,青岛新闻网
98,2020-02-05,,,5,青岛306路,,1人确诊,灵山卫枢纽站,西海岸汽车总站,https://baijiahao.baidu.com/s?id=1658008931920128275&wfr=spider&for=pc,青岛新闻网
99,2020-02-05,,,5,青岛523路,,1人确诊,西海岸汽车总站,大场西站,https://baijiahao.baidu.com/s?id=1658008931920128275&wfr=spider&for=pc,青岛新闻网
100,2020-02-05,,,5,闽CV5A65,,患者搭乘滴滴，司机姓张,泉州,泉州四季花城,https://mp.weixin.qq.com/s/D1zhUKz8Gml2oaUXihm8Kw,福州卫生报，鼓楼区人民政府官网、漳州卫健委、古田发布、新罗区新型冠状病毒感染的肺炎疫情防控应急指挥部
101,2020-02-05,,,5,浙E08999D,杭州34路,1人确诊,潜庄站,第一人民医院站,https://view.inews.qq.com/a/20200208A0EK2J00?uid=news_news_antip&app=newslite,光明网
102,2020-02-05,,,5,日照隧道5路,14:02,,西镇站,灵山卫枢纽站,http://sd.iqilu.com/v6/share/article/6423653,青岛齐鲁网
103,2020-02-05,,,5,宝鸡80路,,1人疑似,锦绣园,陈仓医院,http://news.163.com/20/0215/22/F5F7N4H300019K82.html,华商网
104,2020-02-05,,,5,鲁B08681F,,,灵山卫枢纽站,西海岸汽车总站,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,人民日报
105,2020-02-05,,,5,鲁UJ2703,,,西海岸汽车总站,大场西站,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,人民日报
106,2020-02-05,,,6,津MFY757,,,滨海新区万通上北新新家园,天津市第五中心医院,https://mp.weixin.qq.com/s/Ad83i6FtC9-pJdYEbp3ckQ,天津政务网
107,2020-02-05,,,6,鹤岗,,1人确诊,党校,市人民医院发热门诊,https://baijiahao.baidu.com/s?id=1657936960946793630&wfr=spider&for=pc,东北网
108,2020-02-05,,,6,网约车 闽C75VR5,,患者乘坐滴滴，司机姓周,泉州四季花城,泉州火车站,https://mp.weixin.qq.com/s/D1zhUKz8Gml2oaUXihm8Kw,福州卫生报，鼓楼区人民政府官网、漳州卫健委、古田发布、新罗区新型冠状病毒感染的肺炎疫情防控应急指挥部
109,2020-02-05,,,6,闽JT3659,,患者与其他四人拼车,古田县汽车站,古田北站,https://mp.weixin.qq.com/s/D1zhUKz8Gml2oaUXihm8Kw,福州卫生报，鼓楼区人民政府官网、漳州卫健委、古田发布、新罗区新型冠状病毒感染的肺炎疫情防控应急指挥部
110,2020-02-05,,,6,闽C75VR5,,患者乘坐滴滴，司机姓周,泉州四季花城,泉州火车站,https://mp.weixin.qq.com/s/D1zhUKz8Gml2oaUXihm8Kw,福州卫生报，鼓楼区人民政府官网、漳州卫健委、古田发布、新罗区新型冠状病毒感染的肺炎疫情防控应急指挥部
111,2020-02-04,,,2,G6001,9车厢,1人确诊,长沙南,深圳北,https://society.huanqiu.com/article/9CaKrnKppfz,环球网
112,2020-02-04,,,2,K446,3车厢,1人确诊,惠州,唐河,https://mp.weixin.qq.com/s/XRIs0kX9TZCqZTdtSIWTCA,健康惠州
113,2020-02-04,,,2,G1570,,1人确诊,盐城,北京南,https://new.qq.com/omn/20200212/20200212A0RTQL00.html,浙江新闻
114,2020-02-04,,,2,G419,8车厢,1人确诊,北京南,杭州东,https://new.qq.com/omn/20200212/20200212A0RTQL00.html,浙江新闻
115,2020-02-04,,,2,G8527,7号车厢,,成都东,重庆北,https://mp.weixin.qq.com/s/IuDKcLAMgWZJ89ecl4dTcg,大渝网
116,2020-02-04,,,2,K9075,3车厢,1人确诊,常德,深圳,https://society.huanqiu.com/article/9CaKrnKppfz,环球网
117,2020-02-04,,,3,西安地铁1号线,,1人确诊,五路口站,森林公园,https://baijiahao.baidu.com/s?id=1658765864601680568&wfr=spider&for=pc,陕西法制网
118,2020-02-04,,,3,重庆地铁4号线,,,南桥寺,民安大道,https://mp.weixin.qq.com/s/t4Yi0HBh1zdi-SOa3u7Jwg,大渝网
119,2020-02-04,,,3,西安地铁4号线,,,五路口站,森林公园,https://m.weibo.cn/1915671961/4472932069791323,陕西都市快报
120,2020-02-04,,,4,医大四院通勤车,,1人确诊,医大四院,锋华城,https://baijiahao.baidu.com/s?id=1659058389582192647&wfr=spider&for=pc,生活报
121,2020-02-04,,,6,桐城,,1人确诊,银杏花园小区,桐城市人民医院,http://www.tongcheng.gov.cn/content/detail/5e3f76a77f8b9a6d781f1bc1.html,桐城市人民政府
122,2020-02-04,,,6,皖HN188P,,均佩戴口罩,双港镇银杏花园小区,桐城市市医院,http://www.tongcheng.gov.cn/content/detail/5e3f76a77f8b9a6d781f1bc1.html,中共桐城市委宣传部
123,2020-02-04,,,6,渝AT3487,,,重庆北站,重庆南岸区海棠溪街道学府大道33号,https://mp.weixin.qq.com/s/IuDKcLAMgWZJ89ecl4dTcg,大渝网
124,2020-02-04,,,6,方正县,,1人确诊,方正镇前进街同庆小区,方正县医院发热门诊,https://mp.weixin.qq.com/s?src=11&timestamp=1581744774&ver=2159&signature=8xFoY69BDutMTBDGgbXZ*EOCAezL6atoKqivw8WTembc6UN19J1wtjj9vmq-b1JshJU1ZsVIC4*tlebAQkavAOBrEZRwroTy79yj465KtCPyPNtKNW07axYc-w2vX5wt&new=1,哈尔滨发布
125,2020-02-04,,,6,哈尔滨,,1人确诊,不详,哈医大二院门诊,https://mp.weixin.qq.com/s?src=11&timestamp=1581744774&ver=2159&signature=8xFoY69BDutMTBDGgbXZ*EOCAezL6atoKqivw8WTembc6UN19J1wtjj9vmq-b1JshJU1ZsVIC4*tlebAQkavAOBrEZRwroTy79yj465KtCPyPNtKNW07axYc-w2vX5wt&new=1,哈尔滨发布
126,2020-02-03,,,1,HA265,,夏航HA265 2人确诊,卡胡鲁伊岛,檀香山,https://new.qq.com/omn/20200218/20200218A08QQP00.html,中国新闻网
127,2020-02-03,,,1,MF826,,厦航MF826 1人确诊,巴黎,长乐机场,http://www.taihainet.com/news/fujian/gcdt/2020-02-06/2352840.html,台海网
128,2020-02-03,,,2,G96,11车厢,1人确诊,长沙,郑州,https://new.qq.com/omn/20200217/20200217A0HEHY00.html?pgv_ref=sogousm,河南商报
129,2020-02-03,,,2,K4131,,1人确诊,北京,阜阳,https://baijiahao.baidu.com/s?id=1659042280681667942&wfr=spider&for=pc,安徽网
130,2020-02-03,,,2,K1046,9车厢,1人确诊,阜阳,蚌埠,https://baijiahao.baidu.com/s?id=1659042280681667942&wfr=spider&for=pc,安徽网
131,2020-02-03,,,2,G420,,1人确诊,宁波,北京南,https://new.qq.com/omn/20200212/20200212A0RTQL00.html,浙江新闻
132,2020-02-03,,,2,G1569,8车厢,1人确诊,北京南,盐城,https://new.qq.com/omn/20200212/20200212A0RTQL00.html,浙江新闻
133,2020-02-03,,,2,G1408,13号车厢,,广州南,南昌西,https://m.weibo.cn/status/4468528998833555?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,湖南疾控
134,2020-02-03,,,2,G1503,16车厢,不详,衡阳东,南宁东,http://news.163.com/20/0218/08/F5LFU19K00019K82.html,衡阳晚报
135,2020-02-03,,,2,C7573,,安检员确诊,西湖东站,小金口,https://m.weibo.cn/5774515251/4470497268405785,惠州市卫生健康局
136,2020-02-03,,,2,D2538,7号车厢,,西安北站,大荔站,https://view.inews.qq.com/a/20200210A0SLO500?uid=,映象网
137,2020-02-03,,,3,惠州C7573轻轨,,1人确诊,西湖东站,小金口站,https://baijiahao.baidu.com/s?id=1658147298700722231&wfr=spider&for=pc,惠州电视台
138,2020-02-03,,,3,西安地铁2号线,,1人确诊,大明宫西站,北大街站,https://weibo.com/1717833412/IucQyl5oH?refer_flag=1001030103_&type=comment#_rnd1581741990812,华商报
139,2020-02-03,,,3,西安地铁4号线,,1人确诊,五路口站,大差市站,https://weibo.com/1717833412/IucQyl5oH?refer_flag=1001030103_&type=comment#_rnd1581741990812,华商报
140,2020-02-03,,,3,西安地铁1号线,,1人确诊,北大街站,五路口站,https://weibo.com/1717833412/IucQyl5oH?refer_flag=1001030103_&type=comment#_rnd1581741990812,华商报
141,2020-02-03,,,4,湘A02906D,,,桂花村,,https://m.weibo.cn/1740557654/4468675682159071,金鹰955电台
142,2020-02-03,,,4,医大四院通勤车,,1人确诊,医大四院,锋华城,https://baijiahao.baidu.com/s?id=1659058389582192647&wfr=spider&for=pc,生活报
143,2020-02-03,,,4,皖FT0233,淮北,1人确诊,患者家,濉溪县中医院,http://wjw.huaibei.gov.cn/xxfb/tzgg/55975921.html,淮北市卫生健康委员会
144,2020-02-03,,,5,长沙市406路,,,雨湖区公安局分局,湘雅二医院,https://weibo.com/3499010272/ItxJRwg4L?refer_flag=1001030103_&type=comment#_rnd1581329841879,湖南微政务
145,2020-02-03,,,5,长沙406路,,不详,湘雅二医院,雨花区公安分局,https://baijiahao.baidu.com/s?id=1658047161745584138&wfr=spider&for=pc,红网
146,2020-02-03,,,5,长沙市406-236路公交车 湘A02906D,,车牌号,桂花村,,https://weibo.com/1655444627/IsNhsredh?refer_flag=1001030103_&type=comment#_rnd1580889230231,潇湘晨报
147,2020-02-03,,,5,长沙406-241路 湘A00161D,,,,,https://weibo.com/1655444627/IsNhsredh?refer_flag=1001030103_&type=comment#_rnd1580889230231,潇湘晨报
148,2020-02-03,,,5,长沙市406路公交车 湘A00108D,长沙406-245路,,,,https://weibo.com/1655444627/IsNhsredh?refer_flag=1001030103_&type=comment#_rnd1580889230231,潇湘晨报
149,2020-02-03,,,5,哈尔滨107路公交车,,1人确诊,和兴路,哈尔滨站,https://baijiahao.baidu.com/s?id=1658144579716421013&wfr=spider&for=pc,东北网
150,2020-02-03,,,5,哈尔滨64路公交车,,1人确诊,哈尔滨站,和兴路,https://baijiahao.baidu.com/s?id=1658144579716421013&wfr=spider&for=pc,东北网
151,2020-02-03,,,5,深圳377路,,1人确诊,福田交通枢纽,百鸽笼站,https://baijiahao.baidu.com/s?id=1657842659833110513&wfr=spider&for=pc,环球网
152,2020-02-03,,,5,长沙406-245路公交车 湘A00108D,,,,,https://weibo.com/1655444627/IsNhsredh?refer_flag=1001030103_&type=comment#_rnd1580889230231,潇湘晨报
153,2020-02-03,,,5,西安37路公交,,,大差市,城北客运站,https://weibo.com/1717833412/IucQyl5oH?refer_flag=1001030103_&type=comment#_rnd1581757468293,华商网
154,2020-02-03,,,5,粤B00045D,深圳377路,1人疑似,白鸽笼站,福田交通枢纽,https://view.inews.qq.com/a/20200207A0OWHP00?uid=news_news_antip&app=newslite, 光明网
155,2020-02-03,,,5,凉山,,1人确诊,火车大桥处,甘洛县医院,https://new.qq.com/omn/20200208/20200208A085OF00,四川日报
156,2020-02-03,,,5,柳州41路,,1人确诊,鹏飞菜市站,工人医院,https://baijiahao.baidu.com/s?id=1657854170957630700&wfr=spider&for=pc,广西日报
157,2020-02-03,,,5,西安37路,,不详,大差市,北关站,https://mp.weixin.qq.com/s?src=11&timestamp=1581738783&ver=2159&signature=OQcqURbRCLnzgJAeGqJYfabBJ5dgMVVnxjSXFY3JHdcGAYIqvPMNGloCCnh-QuVzHMRZOfXz6ll49lg7lyl1s3yv0ey*8vsg1dlhWPcd5ihDr9qKb3ChKpwp0feIYIoQ&new=1,陕西广播电视台今日点击
158,2020-02-03,,,5,湘A00108D,8:10,,桂花村站,,https://weibo.com/1655444627/IsNhsredh?refer_flag=1001030103_&type=comment#_rnd1580889230231,潇湘晨报
159,2020-02-03,,,5,湘A00161D,11:01,,湘雅附二院,,https://weibo.com/1655444627/IsNhsredh?refer_flag=1001030103_&type=comment#_rnd1580889230231,潇湘晨报
160,2020-02-03,,,5,渭南6路,,1人确诊,火车站,第二医院,https://weibo.com/6072764925/IsOpetYEL?type=comment,渭南同城
161,2020-02-03,,,5,哈尔滨64路,,1人确诊,哈尔滨站,和兴路,https://baijiahao.baidu.com/s?id=1658144579716421013&wfr=spider&for=pc,东北网
