,trafficType,trafficNum,startEndStation,trainPath,trafficTime,detail,evidenceDocUrl,updateTime
0,航班,AQ1275,"[""广州"",""兰州""]","[""广州"",""兰州""]",2020-02-16,,https://m.weibo.cn/status/4475442931185101?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
1,航班,AQ1276,"["""",""江西""]","["""",""江西""]",2020-02-16,,https://m.weibo.cn/status/4475442931185101?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
2,火车,K9664,"[""中川机场"",""景泰""]","[""兰州"",""皋兰"",""白银西"",""景泰"",""干塘"",""中卫"",""同心"",""固原"",""平凉"",""泾川"",""长庆桥""]",2020-02-16,,https://m.weibo.cn/status/4475461202005549?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
3,公交,西安11路,"[""五路口站"",""北新街站""]","[""五路口站"",""北新街站""]",2020-02-15,,https://m.weibo.cn/1644855075/4472883231391831,2020-02-25 22:51
4,火车,K9049,"[""肇庆"",""春湾""]","[""广州"",""佛山"",""肇庆"",""阳春"",""茂名"",""高州"",""信宜""]",2020-02-13,,https://m.weibo.cn/status/4474703236514192?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
5,汽车,川QFL959,"[""南岸一医院E区"",""第二医院南岸B区""]","[""南岸一医院E区"",""第二医院南岸B区""]",2020-02-10,9:40,https://baijiahao.baidu.com/s?id=1658337424410253333&wfr=spider&for=pc,2020-02-25 22:51
6,汽车,云GAR829,"["""",""云南""]","["""",""云南""]",2020-02-10,,https://news.dahe.cn/2020/02-18/599067.html,2020-02-25 22:51
7,航班,MU2416,"[""北京"",""兰州""]","[""北京"",""兰州""]",2020-02-10,6A、6C,https://m.weibo.cn/1791298665/4473138936764424,2020-02-25 22:51
8,航班,SC4909,"[""青岛"",""南昌""]","[""青岛"",""南昌""]",2020-02-09,,https://baijiahao.baidu.com/s?id=1658399645101527513&wfr=spider&for=pc,2020-02-25 22:51
9,公交,济南BRT12路,"[""全运运动员村"",""省医院东区""]","[""全运运动员村"",""省医院东区""]",2020-02-09,,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw,2020-02-25 22:51
10,公交,济南K139路,"[""锦屏家园"",""全运运动员村""]","[""锦屏家园"",""全运运动员村""]",2020-02-09,,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw,2020-02-25 22:51
11,汽车,豫AT3682,"[""京广中路"",""郑大一院""]","[""京广中路"",""郑大一院""]",2020-02-09,,http://news.hnr.cn/202002/12/91643.html,2020-02-25 22:51
12,航班,G52759,"[""重庆"",""沈阳""]","[""重庆"",""沈阳""]",2020-02-08,,https://m.weibo.cn/status/4471810936458667?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
13,火车,G420,"[""宁波"",""北京南""]","[""宁波"",""余姚北"",""杭州东"",""德清"",""湖州"",""宜兴"",""溧阳"",""溧水"",""江宁"",""南京南"",""蚌埠南"",""宿州东"",""徐州东"",""枣庄"",""泰安"",""济南西"",""德州东"",""沧州西"",""廊坊"",""北京南""]",2020-02-08,,http://www.xzcdc.com/index.php/news/15436.html,2020-02-25 22:51
14,火车,G1569,"[""北京南"",""徐州东""]","[""北京南"",""天津南"",""济南西"",""枣庄"",""徐州东"",""睢宁"",""宿迁"",""泗阳"",""淮安东"",""阜宁南"",""建湖"",""盐城""]",2020-02-08,11-16号车厢,http://www.xzcdc.com/index.php/news/15436.html,2020-02-25 22:51
15,公交,上饶7路,"[""上饶火车站"",""荷叶街""]","[""上饶火车站"",""荷叶街""]",2020-02-08,12:00,https://new.qq.com/omn/20200211/20200211A05ST800.html,2020-02-25 22:51
16,火车,G7701,"[""阜阳"",""合肥""]","[""亳州南"",""古城东"",""阜阳西"",""颍上北"",""凤台南"",""淮南南"",""合肥南""]",2020-02-07,2号车厢,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,2020-02-25 22:51
17,火车,G419,"[""杭州东"",""宁波""]","[""北京南"",""廊坊"",""德州东"",""济南西"",""枣庄"",""徐州东"",""宿州东"",""蚌埠南"",""南京南"",""溧水"",""宜兴"",""湖州"",""杭州东"",""绍兴北"",""宁波""]",2020-02-07,5-8号车厢,http://www.xzcdc.com/index.php/news/15436.html,2020-02-25 22:51
18,火车,K496,"[""贵溪"",""上饶""]","[""贵溪"",""上饶""]",2020-02-07,13号车厢,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw,2020-02-25 22:51
19,火车,Z288,"[""上饶"",""宁波""]","[""昆明"",""曲靖"",""宣威"",""六盘水"",""贵阳"",""怀化"",""株洲"",""鹰潭"",""上饶"",""金华"",""义乌"",""绍兴"",""余姚"",""宁波""]",2020-02-07,16号车厢,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw,2020-02-25 22:51
20,火车,D3305,"[""宁波"",""温岭""]","[""宁波"",""台州"",""温岭"",""乐清"",""温州南"",""平阳"",""福安"",""宁德"",""连江"",""福州南"",""莆田"",""仙游"",""泉州"",""厦门北""]",2020-02-07,6号车厢,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw,2020-02-25 22:51
21,火车,D3108,"[""温岭"",""杭州东""]","[""深圳北"",""惠州南"",""普宁"",""潮汕"",""饶平"",""诏安"",""云霄"",""漳州"",""厦门北"",""泉州"",""莆田"",""涵江"",""福州南"",""罗源"",""宁德"",""太姥山"",""福鼎"",""瑞安"",""温州南"",""温岭"",""奉化"",""宁波"",""余姚北"",""绍兴东"",""绍兴北"",""杭州东"",""嘉兴南"",""上海虹桥""]",2020-02-07,5号车厢,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw,2020-02-25 22:51
22,火车,K287,"[""杭州东"",""上饶""]","[""上海南"",""松江"",""嘉善"",""嘉兴"",""海宁"",""杭州东"",""金华"",""上饶"",""鹰潭"",""东乡"",""南昌""]",2020-02-07,1号车厢,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw,2020-02-25 22:51
23,公交,T1082,"[""大窑沟"",""山科大""]","[""大窑沟"",""山科大""]",2020-02-07,13:28,https://mp.weixin.qq.com/s/2RdW-qTErEmvSCR5-wlsaw,2020-02-25 22:51
24,火车,T109,"[""北京"",""南京""]","[""北京"",""天津西"",""沧州"",""德州"",""徐州"",""南京"",""常州"",""无锡"",""苏州"",""上海""]",2020-02-07,13号车厢,https://m.weibo.cn/status/4473691578797451?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
25,公交,哈尔滨376路,"[""贝肯山三期"",""延兴路""]","[""贝肯山三期"",""延兴路""]",2020-02-07,,https://m.weibo.cn/3950759014/4474124083095986,2020-02-25 22:51
26,公交,重庆604路,"[""明瑜恒康"",""958医院""]","[""明瑜恒康"",""958医院""]",2020-02-07,,https://mp.weixin.qq.com/s/t4Yi0HBh1zdi-SOa3u7Jwg,2020-02-25 22:51
27,火车,D7353,"[""长沙"",""吉隆坡""]","[""潮汕"",""葵潭"",""惠州南"",""深圳北""]",2020-02-07,,https://m.weibo.cn/status/4475148071648282?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
28,火车,G6416,"[""邵阳"",""长沙南""]","[""邵阳"",""娄底南"",""长沙南""]",2020-02-07,,https://m.weibo.cn/status/4475148071648282?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
29,汽车,苏A61SB7,"["""",""""]","["""",""""]",2020-02-06,网约车,https://m.weibo.cn/status/4471472074999115?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
30,公交,DD1367,"[""山科大"",""大窑沟""]","[""山科大"",""大窑沟""]",2020-02-06,14:31,https://mp.weixin.qq.com/s/2RdW-qTErEmvSCR5-wlsaw,2020-02-25 22:51
31,其他,C7573,"[""西湖东站"",""小金口站""]","[""西湖东站"",""小金口站""]",2020-02-06,10:00,https://baijiahao.baidu.com/s?id=1658147298700722231&wfr=spider&for=pc,2020-02-25 22:51
32,公交,青岛隧道1路,"[""嘉陵江东路"",""汶上路单县路""]","[""嘉陵江东路"",""汶上路单县路""]",2020-02-06,14:59,https://baijiahao.baidu.com/s?id=1658063429075606837&wfr=spider&for=pc,2020-02-25 22:51
33,火车,G2060,"[""高密"",""邹平""]","[""盐城"",""射阳"",""阜宁东"",""滨海港"",""响水县"",""连云港"",""赣榆"",""岚山西"",""日照西"",""董家口"",""青岛西"",""高密北"",""潍坊北"",""淄博北"",""邹平"",""济南东"",""禹城东"",""平原东"",""德州东"",""衡水北"",""石家庄""]",2020-02-06,14号车厢,https://m.weibo.cn/status/4472881491200343?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
34,公交,哈尔滨3路,"[""哈工程大学"",""天鹅饭店""]","[""哈工程大学"",""天鹅饭店""]",2020-02-06,08:00左右,http://www.harbin.gov.cn/art/2020/2/17/art_98_875874.html,2020-02-25 22:51
35,公交,闽CV5A65,"[""泉州站"",""四季花城""]","[""泉州站"",""四季花城""]",2020-02-05,15:00,https://mp.weixin.qq.com/s/D1zhUKz8Gml2oaUXihm8Kw,2020-02-25 22:51
36,航班,CZ6218,"[""北京"",""哈尔滨""]","[""北京"",""哈尔滨""]",2020-02-05,,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,2020-02-25 22:51
37,公交,青岛5路,"[""西镇站"",""灵山卫枢纽站""]","[""西镇站"",""灵山卫枢纽站""]",2020-02-05,,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,2020-02-25 22:51
38,公交,鲁B08681F,"[""灵山卫枢纽站"",""西海岸汽车总站""]","[""灵山卫枢纽站"",""西海岸汽车总站""]",2020-02-05,,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,2020-02-25 22:51
39,公交,鲁UJ2703,"[""西海岸汽车总站"",""大场西站""]","[""西海岸汽车总站"",""大场西站""]",2020-02-05,,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,2020-02-25 22:51
40,火车,G1660,"[""泉州"",""古田北""]","[""厦门北"",""泉州"",""莆田"",""福州"",""古田北"",""延平"",""南平市"",""上饶"",""玉山南"",""金华"",""义乌"",""诸暨"",""杭州东"",""上海虹桥""]",2020-02-05,1号车厢,https://m.weibo.cn/status/4469459064848183?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
41,火车,C8033,"[""张家界西"",""长沙""]","[""张家界西"",""桃源"",""常德"",""益阳"",""尖山"",""观沙岭"",""长沙""]",2020-02-05,1号车厢,https://weibo.com/2803301701/ItrrukNIJ?refer_flag=1001030103_&type=comment#_rnd1581305952819,2020-02-25 22:51
42,汽车,津MFY757,"[""万通上北新新家园"",""第五中心医院""]","[""万通上北新新家园"",""第五中心医院""]",2020-02-05,11:10,https://mp.weixin.qq.com/s/Ad83i6FtC9-pJdYEbp3ckQ,2020-02-25 22:51
43,汽车,闽C75VR5,"[""四季花城"",""泉州火车站""]","[""四季花城"",""泉州火车站""]",2020-02-05,,https://mp.weixin.qq.com/s/D1zhUKz8Gml2oaUXihm8Kw,2020-02-25 22:51
44,汽车,闽JT3659,"[""古田汽车站"",""古田北站""]","[""古田汽车站"",""古田北站""]",2020-02-05,8:00,https://mp.weixin.qq.com/s/D1zhUKz8Gml2oaUXihm8Kw,2020-02-25 22:51
45,其他,C7514,"[""小金口站"",""西湖东站""]","[""小金口"",""云山"",""西湖东"",""龙丰"",""惠环"",""仲恺"",""沥林北"",""银瓶"",""樟木头东"",""常平东"",""常平南"",""大朗镇"",""松山湖北"",""寮步"",""东城南"",""西平西"",""道滘"",""东莞西""]",2020-02-05,8:50,https://baijiahao.baidu.com/s?id=1658147298700722231&wfr=spider&for=pc,2020-02-25 22:51
46,公交,日照隧道5路,"[""西镇站"",""灵山卫枢纽站""]","[""西镇站"",""灵山卫枢纽站""]",2020-02-05,14:02,http://sd.iqilu.com/v6/share/article/6423653,2020-02-25 22:51
47,汽车,云GV5592,"[""商丘"",""云南""]","[""商丘"",""云南""]",2020-02-05,,https://news.dahe.cn/2020/02-18/599067.html,2020-02-25 22:51
48,火车,K446,"[""惠州"",""唐河县""]","[""深圳"",""东莞东"",""惠州"",""河源"",""龙川"",""赣州"",""吉安"",""南昌西"",""九江"",""信阳"",""唐河"",""南阳"",""内乡"",""西峡"",""商南"",""丹凤"",""商洛"",""西安""]",2020-02-04,3号车厢,https://mp.weixin.qq.com/s/on7Qz8lIbjp-VtRa7kueBw,2020-02-25 22:51
49,火车,G1570,"[""盐城"",""北京南""]","[""盐城"",""建湖"",""阜宁南"",""淮安东"",""泗阳"",""宿迁"",""睢宁"",""徐州东"",""曲阜东"",""济南西"",""德州东"",""天津南"",""北京南""]",2020-02-04,5-8号车厢,http://www.xzcdc.com/index.php/news/15436.html,2020-02-25 22:51
50,火车,G419,"[""北京南"",""杭州东""]","[""北京南"",""廊坊"",""德州东"",""济南西"",""枣庄"",""徐州东"",""宿州东"",""蚌埠南"",""南京南"",""溧水"",""宜兴"",""湖州"",""杭州东"",""绍兴北"",""宁波""]",2020-02-04,5-8号车厢,http://www.xzcdc.com/index.php/news/15436.html,2020-02-25 22:51
51,汽车,皖HN188P,"[""双港银杏花园"",""桐城市市医院""]","[""双港银杏花园"",""桐城市市医院""]",2020-02-04,8:00,http://www.tongcheng.gov.cn/content/detail/5e3f76a77f8b9a6d781f1bc1.html,2020-02-25 22:51
52,火车,K9075,"["""",""""]","[""常德"",""益阳"",""长沙"",""韶关东"",""广州"",""东莞"",""深圳""]",2020-02-04,3号车厢,https://m.weibo.cn/1900661044/4469736165694592,2020-02-25 22:51
53,火车,G6001,"["""",""""]","[""长沙南"",""广州南"",""深圳北""]",2020-02-04,9号车厢,https://m.weibo.cn/1900661044/4469736165694592,2020-02-25 22:51
54,火车,G8527,"[""成都东"",""重庆北""]","[""成都东"",""简阳南"",""资阳北"",""资中北"",""内江北"",""永川东"",""重庆北""]",2020-02-04,7号车厢,https://mp.weixin.qq.com/s/IuDKcLAMgWZJ89ecl4dTcg,2020-02-25 22:51
55,火车,G1408,"[""耒阳"",""长沙""]","[""广州南"",""耒阳西"",""衡阳东"",""株洲西"",""长沙南"",""醴陵东"",""宜春"",""新余北"",""南昌西""]",2020-02-03,13号车厢,https://m.weibo.cn/status/4468528998833555?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
56,公交,湘A00108D,"[""桂花村站"",""""]","[""桂花村站"",""""]",2020-02-03,8:10,https://weibo.com/1655444627/IsNhsredh?refer_flag=1001030103_&type=comment#_rnd1580889230231,2020-02-25 22:51
57,公交,湘A02906D,"[""桂花村站"",""""]","[""桂花村站"",""""]",2020-02-03,16:36,https://weibo.com/1655444627/IsNhsredh?refer_flag=1001030103_&type=comment#_rnd1580889230231,2020-02-25 22:51
58,公交,湘A00161D,"[""湘雅附二院"",""""]","[""湘雅附二院"",""""]",2020-02-03,11:01,https://weibo.com/1655444627/IsNhsredh?refer_flag=1001030103_&type=comment#_rnd1580889230231,2020-02-25 22:51
59,火车,D2538,"[""西安"",""太原""]","[""西安北"",""渭南北"",""大荔"",""永济北"",""运城北"",""闻喜西"",""襄汾西"",""临汾西"",""平遥古城"",""祁县东"",""太原南""]",2020-02-03,7号车厢,https://m.weibo.cn/status/4470720971132392?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
60,火车,G420,"[""宁波"",""北京南""]","[""宁波"",""余姚北"",""杭州东"",""德清"",""湖州"",""宜兴"",""溧阳"",""溧水"",""江宁"",""南京南"",""蚌埠南"",""宿州东"",""徐州东"",""枣庄"",""泰安"",""济南西"",""德州东"",""沧州西"",""廊坊"",""北京南""]",2020-02-03,5-8号车厢,http://www.xzcdc.com/index.php/news/15436.html,2020-02-25 22:51
61,火车,G1569,"[""北京南"",""盐城""]","[""北京南"",""天津南"",""济南西"",""枣庄"",""徐州东"",""睢宁"",""宿迁"",""泗阳"",""淮安东"",""阜宁南"",""建湖"",""盐城""]",2020-02-03,5-8号车厢,http://www.xzcdc.com/index.php/news/15436.html,2020-02-25 22:51
62,汽车,湘AT8316,"[""都市馨园小区"",""市中心医院""]","[""都市馨园小区"",""市中心医院""]",2020-02-03,,https://mp.weixin.qq.com/s/arSpzLD1RoWv7tYFwJxhqw,2020-02-25 22:51
63,公交,长沙406路,"[""雨湖区公安局分局"",""湘雅二医院""]","[""雨湖区公安局分局"",""湘雅二医院""]",2020-02-03,8:00,https://weibo.com/3499010272/ItxJRwg4L?refer_flag=1001030103_&type=comment#_rnd1581329841879,2020-02-25 22:51
64,汽车,陕ET2468,"[""同州路"",""东环路""]","[""同州路"",""东环路""]",2020-02-03,,https://weibo.com/6072764925/ItQDDbh7I?type=comment#_rnd1581565459922,2020-02-25 22:51
65,汽车,陕E9819G,"[""韦庄三岔路口"",""陕西澄城""]","[""韦庄三岔路口"",""陕西澄城""]",2020-02-03,12:30,https://view.inews.qq.com/a/20200210A0SLO500?uid=,2020-02-25 22:51
66,其他,C7573,"[""西湖东站"",""小金口站""]","[""西湖东站"",""小金口站""]",2020-02-03,10:00,https://baijiahao.baidu.com/s?id=1658147298700722231&wfr=spider&for=pc,2020-02-25 22:51
67,其他,西安地铁2号线,"[""大明宫西站"",""北大街站""]","[""大明宫西站"",""北大街站""]",2020-02-03,13:12,https://weibo.com/1717833412/IucQyl5oH?refer_flag=1001030103_&type=comment#_rnd1581741990812,2020-02-25 22:51
68,其他,西安地铁1号线,"[""北大街站"",""五路口站""]","[""北大街站"",""五路口站""]",2020-02-03,,https://weibo.com/1717833412/IucQyl5oH?refer_flag=1001030103_&type=comment#_rnd1581741990812,2020-02-25 22:51
69,公交,哈尔滨64路,"[""哈尔滨站"",""和兴路""]","[""哈尔滨站"",""和兴路""]",2020-02-03,16:00,https://baijiahao.baidu.com/s?id=1658144579716421013&wfr=spider&for=pc,2020-02-25 22:51
70,公交,哈尔滨107路,"[""和兴路"",""哈尔滨站""]","[""和兴路"",""哈尔滨站""]",2020-02-03,7:00,https://baijiahao.baidu.com/s?id=1658144579716421013&wfr=spider&for=pc,2020-02-25 22:51
71,公交,深圳377路,"[""福田交通枢纽"",""百鸽笼站""]","[""福田交通枢纽"",""百鸽笼站""]",2020-02-03,14:30,https://baijiahao.baidu.com/s?id=1657842659833110513&wfr=spider&for=pc,2020-02-25 22:51
72,公交,柳州41路,"[""鹏飞菜市站"",""工人医院""]","[""鹏飞菜市站"",""工人医院""]",2020-02-03,8:30,https://china.huanqiu.com/article/9CaKrnKpds2,2020-02-25 22:51
73,公交,渭南6路,"[""火车站"",""第二医院""]","[""火车站"",""第二医院""]",2020-02-03,11:00,https://weibo.com/6072764925/IsOpetYEL?type=comment,2020-02-25 22:51
74,火车,G1503,"[""衡阳东"",""南宁东""]","[""南京南"",""溧阳"",""宜兴"",""湖州"",""杭州东"",""诸暨"",""义乌"",""金华"",""衢州"",""玉山南"",""鹰潭北"",""进贤南"",""南昌西"",""宜春"",""长沙南"",""衡阳东"",""祁东"",""祁阳"",""永州"",""全州南"",""兴安北"",""桂林北"",""永福南"",""柳州"",""南宁东""]",2020-02-03,16号车厢,https://m.weibo.cn/status/4472523196810300?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
75,公交,西安37路,"[""大差市"",""城北客运站""]","[""大差市"",""城北客运站""]",2020-02-03,11:54,https://weibo.com/1717833412/IucQyl5oH?refer_flag=1001030103_&type=comment#_rnd1581757468293,2020-02-25 22:51
76,火车,K4131,"[""北京"",""阜阳""]","[""北京"",""肃宁"",""衡水"",""聊城"",""菏泽"",""商丘南"",""亳州"",""阜阳""]",2020-02-03,,https://m.weibo.cn/status/4474154298055501?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
77,火车,K1046,"[""阜阳"",""蚌埠""]","[""漯河"",""周口"",""项城"",""沈丘"",""界首市"",""太和北"",""阜阳"",""涡阳"",""蚌埠"",""南京"",""常州"",""无锡"",""苏州"",""上海""]",2020-02-03,9号车厢,https://baijiahao.baidu.com/s?id=1659042280681667942&wfr=spider&for=pc,2020-02-25 22:51
78,航班,CZ3013,"[""大连"",""台湾""]","[""大连"",""台湾""]",2020-02-02,34H、34J,https://weibo.com/3260025321/It5DKhJau?refer_flag=1001030103_&type=comment#_rnd1581055651380,2020-02-25 22:51
79,公交,深圳377路,"[""西湖宾馆站"",""百鸽笼站""]","[""西湖宾馆站"",""百鸽笼站""]",2020-02-02,,https://weibo.com/2803301701/It4a9cSQI?refer_flag=1001030103_&type=comment#_rnd1581055320529,2020-02-25 22:51
80,火车,G1924,"[""上海"",""西安""]","[""上海虹桥"",""昆山南"",""苏州北"",""常州北"",""南京南"",""蚌埠南"",""徐州东"",""萧县北"",""商丘"",""民权北"",""开封北"",""郑州东"",""洛阳龙门"",""三门峡南"",""华山北"",""渭南北"",""西安北""]",2020-02-02,,https://mp.weixin.qq.com/s?__biz=MjM5MjAxNDM4MA==&mid=2666296378&idx=2&sn=48dfb6f8625c429bc163e679c4363ad0,2020-02-25 22:51
81,火车,G6155,"[""长沙南"",""中山""]","[""怀化南"",""溆浦南"",""邵阳北"",""娄底南"",""长沙南"",""衡阳东"",""郴州西"",""清远"",""广州南"",""中山"",""珠海""]",2020-02-02,11号车厢,https://m.weibo.cn/status/4471440008589231?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
82,汽车,陕AT5572,"[""航天大道"",""竹笆""]","[""航天大道"",""竹笆""]",2020-02-02,2:09,https://m.weibo.cn/status/4471544975543815?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
83,火车,G419,"[""杭州东"",""宁波""]","[""北京南"",""廊坊"",""德州东"",""济南西"",""枣庄"",""徐州东"",""宿州东"",""蚌埠南"",""南京南"",""溧水"",""宜兴"",""湖州"",""杭州东"",""绍兴北"",""宁波""]",2020-02-02,1-4号车厢,http://www.xzcdc.com/index.php/news/15436.html,2020-02-25 22:51
84,航班,MF826,"[""巴黎"",""长乐机场""]","[""巴黎"",""长乐机场""]",2020-02-02,,http://www.taihainet.com/news/fujian/gcdt/2020-02-06/2352840_2.html,2020-02-25 22:51
85,汽车,陕AT2209,"["""",""三桥街道建章尚品小区""]","["""",""三桥街道建章尚品小区""]",2020-02-02,17:39,https://weibo.com/3757167087/Itz0B1wuO?refer_flag=1001030103_&type=comment#_rnd1581412857371,2020-02-25 22:51
86,汽车,湘A35819,"[""浪琴湾清水小区"",""航天医院""]","[""浪琴湾清水小区"",""航天医院""]",2020-02-02,15:00,http://www.sohu.com/a/371802162_100034462,2020-02-25 22:51
87,汽车,湘AE31P0,"[""浪琴湾清水小区"",""航天医院""]","[""浪琴湾清水小区"",""航天医院""]",2020-02-02,11:00,http://www.sohu.com/a/371802162_100034462,2020-02-25 22:51
88,汽车,黑AE888Z,"[""南极国际小区"",""哈尔滨传染病院""]","[""南极国际小区"",""哈尔滨传染病院""]",2020-02-02,,https://mp.weixin.qq.com/s/RPfahGQ_Gg483fv3Bah4BQ,2020-02-25 22:51
89,汽车,辽B22T08,"[""患者家中"",""大连机场""]","[""患者家中"",""大连机场""]",2020-02-02,13:50,https://mp.weixin.qq.com/s/LarMiXy5Aq3DnyODDoUrlA,2020-02-25 22:51
90,其他,C7514,"[""小金口站"",""西湖东站""]","[""小金口"",""云山"",""西湖东"",""龙丰"",""惠环"",""仲恺"",""沥林北"",""银瓶"",""樟木头东"",""常平东"",""常平南"",""大朗镇"",""松山湖北"",""寮步"",""东城南"",""西平西"",""道滘"",""东莞西""]",2020-02-02,8:50,https://baijiahao.baidu.com/s?id=1658147298700722231&wfr=spider&for=pc,2020-02-25 22:51
91,公交,哈尔滨107路,"[""和兴路"",""哈尔滨站""]","[""和兴路"",""哈尔滨站""]",2020-02-02,7:00,https://baijiahao.baidu.com/s?id=1658144579716421013&wfr=spider&for=pc,2020-02-25 22:51
92,公交,哈尔滨64路,"[""哈尔滨站"",""和兴路""]","[""哈尔滨站"",""和兴路""]",2020-02-02,16:00,https://baijiahao.baidu.com/s?id=1658144579716421013&wfr=spider&for=pc,2020-02-25 22:51
93,公交,西安239路,"[""永宁门"",""航天大道西口""]","[""永宁门"",""航天大道西口""]",2020-02-02,11:00,http://sx.sina.com.cn/news/b/2020-02-14/detail-iimxyqvz2694570.shtml,2020-02-25 22:51
94,公交,西安603路,"[""电视塔"",""钟楼站""]","[""电视塔"",""钟楼站""]",2020-02-02,14:50,http://sx.sina.com.cn/news/b/2020-02-14/detail-iimxyqvz2694570.shtml,2020-02-25 22:51
95,航班,HU7685,"[""海南"",""郑州""]","[""海南"",""郑州""]",2020-02-02,,https://m.weibo.cn/status/4472262763622538?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
96,火车,G6033,"[""岳阳东"",""深圳北""]","[""岳阳东"",""长沙南"",""衡阳东"",""耒阳西"",""郴州西"",""韶关"",""广州南"",""虎门"",""深圳北""]",2020-02-02,6号车厢,https://m.weibo.cn/status/4472890956954871?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
97,火车,K446/K447,"[""深圳"",""西安""]","[""深圳"",""西安""]",2020-02-02,11号车厢,https://baijiahao.baidu.com/s?id=1658674579154803542&wfr=spider&for=pc,2020-02-25 22:51
98,火车,K4132,"[""阜阳"",""北京""]","[""阜阳"",""亳州"",""商丘南"",""菏泽"",""聊城"",""衡水"",""北京""]",2020-02-02,,https://baijiahao.baidu.com/s?id=1659042280681667942&wfr=spider&for=pc,2020-02-25 22:51
99,火车,K5614,"[""杭州"",""阜阳""]","[""杭州"",""芜湖"",""巢湖"",""合肥"",""淮南"",""阜阳""]",2020-02-02,,https://baijiahao.baidu.com/s?id=1659042280681667942&wfr=spider&for=pc,2020-02-25 22:51
100,公交,西安603路,"[""电视塔"",""钟楼站""]","[""电视塔"",""钟楼站""]",2020-02-02,,https://m.weibo.cn/1970832281/4471586440875265,2020-02-25 22:51
101,公交,郑州B13路,"[""九龙国际"",""中心医院""]","[""九龙国际"",""中心医院""]",2020-02-01,10:00,http://m.henan.gov.cn/2020/02-05/1288205.html,2020-02-25 22:51
102,公交,郑州B12路,"[""中心医院"",""九龙国际""]","[""中心医院"",""九龙国际""]",2020-02-01,12:00,http://m.henan.gov.cn/2020/02-05/1288205.html,2020-02-25 22:51
103,汽车,陕A5R90B,"["""",""""]","["""",""""]",2020-02-01,,https://m.weibo.cn/status/4469727885540362?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,2020-02-25 22:51
104,公交,豫AD69429,"[""鑫苑名家"",""省人民医院""]","[""鑫苑名家"",""省人民医院""]",2020-02-01,,https://mp.weixin.qq.com/s/vAP7K76x6btaGWiGgA8RlQ,2020-02-25 22:51
105,汽车,琼AD23689,"["""",""人民医院""]","["""",""人民医院""]",2020-02-01,9:53,http://www.hkwb.net/news/content/2020-02/09/content_3845068.htm,2020-02-25 22:51
106,汽车,津KFC390,"[""强宜里小区"",""静湖花园小区""]","[""强宜里小区"",""静湖花园小区""]",2020-02-01,,https://mp.weixin.qq.com/s/on7Qz8lIbjp-VtRa7kueBw,2020-02-25 22:51
